pair,block_id,block_label,pair_count,avg_score,mark_span_verse_count,matt_span_verse_count,mark_unmatched_count,matt_unmatched_count,mark_token_count,matt_token_count,gap_before_mark_count,gap_before_matt_count,gap_category,mark_range,matt_range,representative_primary_pairs,mark_text_preview,matt_text_preview,direction_id,source,target,source_range,target_range,operations,burden_score,required_explanations,contrary_evidence,plausible_response_model,luke_span_verse_count,luke_unmatched_count,luke_token_count,gap_before_luke_count,luke_range,source_text_preview,target_text_preview
Matthew↔Luke,14,Matt 12:4–Matt 12:4 / Luke 7:36–Luke 7:36,1,0.177348,,1.0,,,,,,,,,Matt 12:4–Matt 12:4,,,,matthew_used_luke,Luke,Matthew,Luke 7:36–Luke 7:36,Matt 12:4–Matt 12:4,compression,0.896,Matthew later would need to compress some material (0 Matt-only vs 0 Luke-only verses in-block).,"After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Matthean clustering/fulfillment additions.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.,1.0,,,,Luke 7:36–Luke 7:36,"πῶς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ⸂ἔφαγον, ὃ⸃ οὐκ ἐξὸν ἦν αὐτῷ φαγεῖν οὐδὲ τοῖς μετʼ αὐτοῦ, εἰ μὴ τοῖς ἱερεῦσιν μόνοις;",Ἠρώτα δέ τις αὐτὸν τῶν Φαρισαίων ἵνα φάγῃ μετʼ αὐτοῦ· καὶ εἰσελθὼν εἰς ⸂τὸν οἶκον⸃ τοῦ Φαρισαίου ⸀κατεκλίθη.
Matthew↔Luke,15,Matt 12:31–Matt 13:23 / Luke 7:47–Luke 8:15,15,0.22885,,43.0,,,,,,,,,Matt 12:31–Matt 13:23,,,,luke_used_matthew,Matthew,Luke,Matt 12:31–Matt 13:23,Luke 7:47–Luke 8:15,compression; lexical_paraphrase; reordering_or_redistribution; matthean_diction_reduced,20.756,"Luke span is shorter here (350 vs 838 tokens) and/or leaves more Matthean span material unmatched (28 Matt-only vs 4 Luke-only verses). | The matched pairs carry 65 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 6 primary pairs show local reordering and 93 secondary echoes touch the block. | Matthew-specific diction is heavier in this block, so Luke later would be reducing some Matthean phrasing if direct dependence is assumed.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Lukan redistribution of Matthean clusters.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts.",19.0,,,,Luke 7:47–Luke 8:15,"διὰ τοῦτο λέγω ὑμῖν, πᾶσα ἁμαρτία καὶ βλασφημία ἀφεθήσεται τοῖς ἀνθρώποις, ἡ δὲ τοῦ πνεύματος βλασφημία οὐκ ⸀ἀφεθήσεται. καὶ ὃς ἐὰν εἴπῃ λόγον κατὰ τοῦ υἱοῦ τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ· ὃς δʼ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου, οὐκ ἀφεθήσεται αὐτῷ οὔτε ἐν ⸂τούτῳ τῷ⸃ αἰῶνι οὔτε ἐν τῷ μέλλοντι. Ἢ ποιήσατε τὸ δένδρον καλὸν καὶ τὸν καρπὸν αὐτοῦ καλόν, ἢ ποιήσατε τὸ δένδρον σαπρὸν καὶ τὸν καρπὸν αὐτοῦ σαπρόν· ἐκ γὰρ τοῦ καρποῦ τὸ δένδρον γινώσκεται.","οὗ χάριν, λέγω σοι, ἀφέωνται αἱ ἁμαρτίαι αὐτῆς αἱ πολλαί, ὅτι ἠγάπησεν πολύ· ᾧ δὲ ὀλίγον ἀφίεται, ὀλίγον ἀγαπᾷ. εἶπεν δὲ αὐτῇ· Ἀφέωνταί σου αἱ ἁμαρτίαι. καὶ ἤρξαντο οἱ συνανακείμενοι λέγειν ἐν ἑαυτοῖς· Τίς οὗτός ἐστιν ὃς καὶ ἁμαρτίας ἀφίησιν;"
Matthew↔Luke,15,Matt 12:31–Matt 13:23 / Luke 7:47–Luke 8:15,15,0.22885,,43.0,,,,,,,,,Matt 12:31–Matt 13:23,,,,matthew_used_luke,Luke,Matthew,Luke 7:47–Luke 8:15,Matt 12:31–Matt 13:23,compression; lexical_paraphrase; reordering_or_redistribution; lukan_diction_reworked,5.2,"Matthew later would need to compress some material (28 Matt-only vs 4 Luke-only verses in-block). | The matched pairs carry 65 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 6 primary pairs show local reordering and 93 secondary echoes touch the block. | Luke-specific diction is heavier in this block, so Matthew later would be reworking some Lukan phrasing if direct dependence is assumed.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Matthean clustering/fulfillment additions.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.,19.0,,,,Luke 7:47–Luke 8:15,"διὰ τοῦτο λέγω ὑμῖν, πᾶσα ἁμαρτία καὶ βλασφημία ἀφεθήσεται τοῖς ἀνθρώποις, ἡ δὲ τοῦ πνεύματος βλασφημία οὐκ ⸀ἀφεθήσεται. καὶ ὃς ἐὰν εἴπῃ λόγον κατὰ τοῦ υἱοῦ τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ· ὃς δʼ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου, οὐκ ἀφεθήσεται αὐτῷ οὔτε ἐν ⸂τούτῳ τῷ⸃ αἰῶνι οὔτε ἐν τῷ μέλλοντι. Ἢ ποιήσατε τὸ δένδρον καλὸν καὶ τὸν καρπὸν αὐτοῦ καλόν, ἢ ποιήσατε τὸ δένδρον σαπρὸν καὶ τὸν καρπὸν αὐτοῦ σαπρόν· ἐκ γὰρ τοῦ καρποῦ τὸ δένδρον γινώσκεται.","οὗ χάριν, λέγω σοι, ἀφέωνται αἱ ἁμαρτίαι αὐτῆς αἱ πολλαί, ὅτι ἠγάπησεν πολύ· ᾧ δὲ ὀλίγον ἀφίεται, ὀλίγον ἀγαπᾷ. εἶπεν δὲ αὐτῇ· Ἀφέωνταί σου αἱ ἁμαρτίαι. καὶ ἤρξαντο οἱ συνανακείμενοι λέγειν ἐν ἑαυτοῖς· Τίς οὗτός ἐστιν ὃς καὶ ἁμαρτίας ἀφίησιν;"
Matthew↔Luke,16,Matt 13:37–Matt 13:37 / Luke 8:21–Luke 8:21,1,0.121777,,1.0,,,,,,,,,Matt 13:37–Matt 13:37,,,,luke_used_matthew,Matthew,Luke,Matt 13:37–Matt 13:37,Luke 8:21–Luke 8:21,expansion; lexical_paraphrase; reordering_or_redistribution,1.329,"Luke later would need to expand or clarify some material (0 Luke-only vs 0 Matt-only verses in-block). | The matched pairs carry 6 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 0 primary pairs show local reordering and 10 secondary echoes touch the block.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Lukan redistribution of Matthean clusters.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts.",1.0,,,,Luke 8:21–Luke 8:21,ὁ δὲ ἀποκριθεὶς ⸀εἶπεν· Ὁ σπείρων τὸ καλὸν σπέρμα ἐστὶν ὁ υἱὸς τοῦ ἀνθρώπου·,ὁ δὲ ἀποκριθεὶς εἶπεν πρὸς αὐτούς· Μήτηρ μου καὶ ἀδελφοί μου οὗτοί εἰσιν οἱ τὸν λόγον τοῦ θεοῦ ἀκούοντες καὶ ⸀ποιοῦντες.
Matthew↔Luke,16,Matt 13:37–Matt 13:37 / Luke 8:21–Luke 8:21,1,0.121777,,1.0,,,,,,,,,Matt 13:37–Matt 13:37,,,,matthew_used_luke,Luke,Matthew,Luke 8:21–Luke 8:21,Matt 13:37–Matt 13:37,expansion; lexical_paraphrase; reordering_or_redistribution,1.524,"Matthew span is longer here (14 vs 21 tokens) and/or leaves more Lukan span material unmatched (0 Luke-only vs 0 Matt-only verses). | The matched pairs carry 6 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 0 primary pairs show local reordering and 10 secondary echoes touch the block.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Matthean clustering/fulfillment additions.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.,1.0,,,,Luke 8:21–Luke 8:21,ὁ δὲ ἀποκριθεὶς ⸀εἶπεν· Ὁ σπείρων τὸ καλὸν σπέρμα ἐστὶν ὁ υἱὸς τοῦ ἀνθρώπου·,ὁ δὲ ἀποκριθεὶς εἶπεν πρὸς αὐτούς· Μήτηρ μου καὶ ἀδελφοί μου οὗτοί εἰσιν οἱ τὸν λόγον τοῦ θεοῦ ἀκούοντες καὶ ⸀ποιοῦντες.
Matthew↔Luke,17,Matt 13:51–Matt 13:51 / Luke 8:45–Luke 8:45,1,0.131545,,1.0,,,,,,,,,Matt 13:51–Matt 13:51,,,,luke_used_matthew,Matthew,Luke,Matt 13:51–Matt 13:51,Luke 8:45–Luke 8:45,expansion,0.996,Luke later would need to expand or clarify some material (0 Luke-only vs 0 Matt-only verses in-block).,"After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Lukan redistribution of Matthean clusters.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts.",1.0,,,,Luke 8:45–Luke 8:45,⸀Συνήκατε ταῦτα πάντα; λέγουσιν αὐτῷ· ⸀Ναί.,"καὶ εἶπεν ὁ Ἰησοῦς· Τίς ὁ ἁψάμενός μου; ἀρνουμένων δὲ πάντων εἶπεν ὁ ⸀Πέτρος· Ἐπιστάτα, οἱ ὄχλοι συνέχουσίν σε καὶ ⸀ἀποθλίβουσιν."
Matthew↔Luke,17,Matt 13:51–Matt 13:51 / Luke 8:45–Luke 8:45,1,0.131545,,1.0,,,,,,,,,Matt 13:51–Matt 13:51,,,,matthew_used_luke,Luke,Matthew,Luke 8:45–Luke 8:45,Matt 13:51–Matt 13:51,expansion,1.413,Matthew span is longer here (6 vs 21 tokens) and/or leaves more Lukan span material unmatched (0 Luke-only vs 0 Matt-only verses).,"After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Matthean clustering/fulfillment additions.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.,1.0,,,,Luke 8:45–Luke 8:45,⸀Συνήκατε ταῦτα πάντα; λέγουσιν αὐτῷ· ⸀Ναί.,"καὶ εἶπεν ὁ Ἰησοῦς· Τίς ὁ ἁψάμενός μου; ἀρνουμένων δὲ πάντων εἶπεν ὁ ⸀Πέτρος· Ἐπιστάτα, οἱ ὄχλοι συνέχουσίν σε καὶ ⸀ἀποθλίβουσιν."
Matthew↔Luke,18,Matt 14:1–Matt 14:20 / Luke 9:7–Luke 9:17,6,0.312689,,20.0,,,,,,,,,Matt 14:1–Matt 14:20,,,,luke_used_matthew,Matthew,Luke,Matt 14:1–Matt 14:20,Luke 9:7–Luke 9:17,compression; lexical_paraphrase; reordering_or_redistribution,4.93,"Luke span is shorter here (217 vs 318 tokens) and/or leaves more Matthean span material unmatched (14 Matt-only vs 5 Luke-only verses). | The matched pairs carry 16 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 3 primary pairs show local reordering and 18 secondary echoes touch the block.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Lukan redistribution of Matthean clusters.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts.",11.0,,,,Luke 9:7–Luke 9:17,"Ἐν ἐκείνῳ τῷ καιρῷ ἤκουσεν Ἡρῴδης ὁ τετραάρχης τὴν ἀκοὴν Ἰησοῦ, καὶ εἶπεν τοῖς παισὶν αὐτοῦ· Οὗτός ἐστιν Ἰωάννης ὁ βαπτιστής· αὐτὸς ἠγέρθη ἀπὸ τῶν νεκρῶν, καὶ διὰ τοῦτο αἱ δυνάμεις ἐνεργοῦσιν ἐν αὐτῷ. Ὁ γὰρ Ἡρῴδης κρατήσας τὸν Ἰωάννην ἔδησεν ⸀αὐτὸν καὶ ⸂ἐν φυλακῇ ἀπέθετο⸃ διὰ Ἡρῳδιάδα τὴν γυναῖκα Φιλίππου τοῦ ἀδελφοῦ αὐτοῦ,","Ἤκουσεν δὲ Ἡρῴδης ὁ τετραάρχης τὰ ⸀γινόμενα πάντα, καὶ διηπόρει διὰ τὸ λέγεσθαι ὑπό τινων ὅτι Ἰωάννης ⸀ἠγέρθη ἐκ νεκρῶν, ὑπό τινων δὲ ὅτι Ἠλίας ἐφάνη, ἄλλων δὲ ὅτι προφήτης ⸀τις τῶν ἀρχαίων ἀνέστη. ⸂εἶπεν δὲ⸃ ⸀ὁ Ἡρῴδης· Ἰωάννην ἐγὼ ἀπεκεφάλισα· τίς δέ ἐστιν οὗτος περὶ ⸀οὗ ἀκούω τοιαῦτα; καὶ ἐζήτει ἰδεῖν αὐτόν."
Matthew↔Luke,18,Matt 14:1–Matt 14:20 / Luke 9:7–Luke 9:17,6,0.312689,,20.0,,,,,,,,,Matt 14:1–Matt 14:20,,,,matthew_used_luke,Luke,Matthew,Luke 9:7–Luke 9:17,Matt 14:1–Matt 14:20,compression; lexical_paraphrase; reordering_or_redistribution; lukan_diction_reworked,1.375,"Matthew later would need to compress some material (14 Matt-only vs 5 Luke-only verses in-block). | The matched pairs carry 16 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 3 primary pairs show local reordering and 18 secondary echoes touch the block. | Luke-specific diction is heavier in this block, so Matthew later would be reworking some Lukan phrasing if direct dependence is assumed.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Matthean clustering/fulfillment additions.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.,11.0,,,,Luke 9:7–Luke 9:17,"Ἐν ἐκείνῳ τῷ καιρῷ ἤκουσεν Ἡρῴδης ὁ τετραάρχης τὴν ἀκοὴν Ἰησοῦ, καὶ εἶπεν τοῖς παισὶν αὐτοῦ· Οὗτός ἐστιν Ἰωάννης ὁ βαπτιστής· αὐτὸς ἠγέρθη ἀπὸ τῶν νεκρῶν, καὶ διὰ τοῦτο αἱ δυνάμεις ἐνεργοῦσιν ἐν αὐτῷ. Ὁ γὰρ Ἡρῴδης κρατήσας τὸν Ἰωάννην ἔδησεν ⸀αὐτὸν καὶ ⸂ἐν φυλακῇ ἀπέθετο⸃ διὰ Ἡρῳδιάδα τὴν γυναῖκα Φιλίππου τοῦ ἀδελφοῦ αὐτοῦ,","Ἤκουσεν δὲ Ἡρῴδης ὁ τετραάρχης τὰ ⸀γινόμενα πάντα, καὶ διηπόρει διὰ τὸ λέγεσθαι ὑπό τινων ὅτι Ἰωάννης ⸀ἠγέρθη ἐκ νεκρῶν, ὑπό τινων δὲ ὅτι Ἠλίας ἐφάνη, ἄλλων δὲ ὅτι προφήτης ⸀τις τῶν ἀρχαίων ἀνέστη. ⸂εἶπεν δὲ⸃ ⸀ὁ Ἡρῴδης· Ἰωάννην ἐγὼ ἀπεκεφάλισα· τίς δέ ἐστιν οὗτος περὶ ⸀οὗ ἀκούω τοιαῦτα; καὶ ἐζήτει ἰδεῖν αὐτόν."
Matthew↔Luke,19,Matt 15:10–Matt 15:10 / Luke 9:18–Luke 9:18,1,0.132575,,1.0,,,,,,,,,Matt 15:10–Matt 15:10,,,,luke_used_matthew,Matthew,Luke,Matt 15:10–Matt 15:10,Luke 9:18–Luke 9:18,expansion,1.045,Luke later would need to expand or clarify some material (0 Luke-only vs 0 Matt-only verses in-block).,"After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Lukan redistribution of Matthean clusters.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts.",1.0,,,,Luke 9:18–Luke 9:18,Καὶ προσκαλεσάμενος τὸν ὄχλον εἶπεν αὐτοῖς· Ἀκούετε καὶ συνίετε·,"Καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν προσευχόμενον κατὰ μόνας συνῆσαν αὐτῷ οἱ μαθηταί, καὶ ἐπηρώτησεν αὐτοὺς λέγων· Τίνα με ⸂οἱ ὄχλοι λέγουσιν⸃ εἶναι;"
Matthew↔Luke,19,Matt 15:10–Matt 15:10 / Luke 9:18–Luke 9:18,1,0.132575,,1.0,,,,,,,,,Matt 15:10–Matt 15:10,,,,matthew_used_luke,Luke,Matthew,Luke 9:18–Luke 9:18,Matt 15:10–Matt 15:10,expansion,1.434,Matthew span is longer here (9 vs 23 tokens) and/or leaves more Lukan span material unmatched (0 Luke-only vs 0 Matt-only verses).,"After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Matthean clustering/fulfillment additions.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.,1.0,,,,Luke 9:18–Luke 9:18,Καὶ προσκαλεσάμενος τὸν ὄχλον εἶπεν αὐτοῖς· Ἀκούετε καὶ συνίετε·,"Καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν προσευχόμενον κατὰ μόνας συνῆσαν αὐτῷ οἱ μαθηταί, καὶ ἐπηρώτησεν αὐτοὺς λέγων· Τίνα με ⸂οἱ ὄχλοι λέγουσιν⸃ εἶναι;"
Matthew↔Luke,20,Matt 16:14–Matt 18:5 / Luke 9:19–Luke 9:48,21,0.396067,,46.0,,,,,,,,,Matt 16:14–Matt 18:5,,,,luke_used_matthew,Matthew,Luke,Matt 16:14–Matt 18:5,Luke 9:19–Luke 9:48,compression; lexical_paraphrase; reordering_or_redistribution; matthean_diction_reduced,14.572,"Luke span is shorter here (590 vs 896 tokens) and/or leaves more Matthean span material unmatched (25 Matt-only vs 9 Luke-only verses). | The matched pairs carry 81 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 6 primary pairs show local reordering and 83 secondary echoes touch the block. | Matthew-specific diction is heavier in this block, so Luke later would be reducing some Matthean phrasing if direct dependence is assumed.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Lukan redistribution of Matthean clusters.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts.",30.0,,,,Luke 9:19–Luke 9:48,"οἱ δὲ εἶπαν· Οἱ μὲν Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἕτεροι δὲ Ἰερεμίαν ἢ ἕνα τῶν προφητῶν. λέγει αὐτοῖς· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ἀποκριθεὶς δὲ Σίμων Πέτρος εἶπεν· Σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ τοῦ ζῶντος.","οἱ δὲ ἀποκριθέντες εἶπαν· Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἄλλοι δὲ ὅτι προφήτης τις τῶν ἀρχαίων ἀνέστη. εἶπεν δὲ αὐτοῖς· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ⸂Πέτρος δὲ ἀποκριθεὶς⸃ εἶπεν· Τὸν χριστὸν τοῦ θεοῦ. Ὁ δὲ ἐπιτιμήσας αὐτοῖς παρήγγειλεν μηδενὶ ⸀λέγειν τοῦτο,"
Matthew↔Luke,20,Matt 16:14–Matt 18:5 / Luke 9:19–Luke 9:48,21,0.396067,,46.0,,,,,,,,,Matt 16:14–Matt 18:5,,,,matthew_used_luke,Luke,Matthew,Luke 9:19–Luke 9:48,Matt 16:14–Matt 18:5,compression; lexical_paraphrase; reordering_or_redistribution; lukan_diction_reworked,4.739,"Matthew later would need to compress some material (25 Matt-only vs 9 Luke-only verses in-block). | The matched pairs carry 81 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 6 primary pairs show local reordering and 83 secondary echoes touch the block. | Luke-specific diction is heavier in this block, so Matthew later would be reworking some Lukan phrasing if direct dependence is assumed.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Matthean clustering/fulfillment additions.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.,30.0,,,,Luke 9:19–Luke 9:48,"οἱ δὲ εἶπαν· Οἱ μὲν Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἕτεροι δὲ Ἰερεμίαν ἢ ἕνα τῶν προφητῶν. λέγει αὐτοῖς· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ἀποκριθεὶς δὲ Σίμων Πέτρος εἶπεν· Σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ τοῦ ζῶντος.","οἱ δὲ ἀποκριθέντες εἶπαν· Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἄλλοι δὲ ὅτι προφήτης τις τῶν ἀρχαίων ἀνέστη. εἶπεν δὲ αὐτοῖς· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ⸂Πέτρος δὲ ἀποκριθεὶς⸃ εἶπεν· Τὸν χριστὸν τοῦ θεοῦ. Ὁ δὲ ἐπιτιμήσας αὐτοῖς παρήγγειλεν μηδενὶ ⸀λέγειν τοῦτο,"
Matthew↔Luke,21,Matt 18:10–Matt 18:13 / Luke 15:3–Luke 15:7,3,0.190414,,3.0,,,,,,,,,Matt 18:10–Matt 18:13,,,,luke_used_matthew,Matthew,Luke,Matt 18:10–Matt 18:13,Luke 15:3–Luke 15:7,expansion; lexical_paraphrase; reordering_or_redistribution,1.542,"Luke later would need to expand or clarify some material (2 Luke-only vs 0 Matt-only verses in-block). | The matched pairs carry 19 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 2 primary pairs show local reordering and 12 secondary echoes touch the block.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Lukan redistribution of Matthean clusters.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts.",5.0,,,,Luke 15:3–Luke 15:7,"Ὁρᾶτε μὴ καταφρονήσητε ἑνὸς τῶν μικρῶν τούτων, λέγω γὰρ ὑμῖν ὅτι οἱ ἄγγελοι αὐτῶν ἐν οὐρανοῖς διὰ παντὸς βλέπουσι τὸ πρόσωπον τοῦ πατρός μου τοῦ ἐν ⸀οὐρανοῖς. τί ὑμῖν δοκεῖ; ἐὰν γένηταί τινι ἀνθρώπῳ ἑκατὸν πρόβατα καὶ πλανηθῇ ἓν ἐξ αὐτῶν, οὐχὶ ⸀ἀφήσει τὰ ἐνενήκοντα ἐννέα ἐπὶ τὰ ὄρη ⸀καὶ πορευθεὶς ζητεῖ τὸ πλανώμενον; καὶ ἐὰν γένηται εὑρεῖν αὐτό, ἀμὴν λέγω ὑμῖν ὅτι χαίρει ἐπʼ αὐτῷ μᾶλλον ἢ ἐπὶ τοῖς ἐνενήκοντα ἐννέα τοῖς μὴ πεπλανημένοις.","εἶπεν δὲ πρὸς αὐτοὺς τὴν παραβολὴν ταύτην λέγων· Τίς ἄνθρωπος ἐξ ὑμῶν ἔχων ἑκατὸν πρόβατα καὶ ⸀ἀπολέσας ⸂ἐξ αὐτῶν ἓν⸃ οὐ καταλείπει τὰ ἐνενήκοντα ἐννέα ἐν τῇ ἐρήμῳ καὶ πορεύεται ἐπὶ τὸ ἀπολωλὸς ἕως εὕρῃ αὐτό; καὶ εὑρὼν ἐπιτίθησιν ἐπὶ τοὺς ὤμους ⸀αὐτοῦ χαίρων,"
Matthew↔Luke,21,Matt 18:10–Matt 18:13 / Luke 15:3–Luke 15:7,3,0.190414,,3.0,,,,,,,,,Matt 18:10–Matt 18:13,,,,matthew_used_luke,Luke,Matthew,Luke 15:3–Luke 15:7,Matt 18:10–Matt 18:13,expansion; lexical_paraphrase; reordering_or_redistribution,2.097,"Matthew span is longer here (75 vs 89 tokens) and/or leaves more Lukan span material unmatched (2 Luke-only vs 0 Matt-only verses). | The matched pairs carry 19 lemma-level replacements, so direct dependence would require substantial lexical rewriting. | This block is under order pressure: 2 primary pairs show local reordering and 12 secondary echoes touch the block.","After Markan masking, common sayings/tradition has lower burden; direct use requires explaining Matthean clustering/fulfillment additions.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.,5.0,,,,Luke 15:3–Luke 15:7,"Ὁρᾶτε μὴ καταφρονήσητε ἑνὸς τῶν μικρῶν τούτων, λέγω γὰρ ὑμῖν ὅτι οἱ ἄγγελοι αὐτῶν ἐν οὐρανοῖς διὰ παντὸς βλέπουσι τὸ πρόσωπον τοῦ πατρός μου τοῦ ἐν ⸀οὐρανοῖς. τί ὑμῖν δοκεῖ; ἐὰν γένηταί τινι ἀνθρώπῳ ἑκατὸν πρόβατα καὶ πλανηθῇ ἓν ἐξ αὐτῶν, οὐχὶ ⸀ἀφήσει τὰ ἐνενήκοντα ἐννέα ἐπὶ τὰ ὄρη ⸀καὶ πορευθεὶς ζητεῖ τὸ πλανώμενον; καὶ ἐὰν γένηται εὑρεῖν αὐτό, ἀμὴν λέγω ὑμῖν ὅτι χαίρει ἐπʼ αὐτῷ μᾶλλον ἢ ἐπὶ τοῖς ἐνενήκοντα ἐννέα τοῖς μὴ πεπλανημένοις.","εἶπεν δὲ πρὸς αὐτοὺς τὴν παραβολὴν ταύτην λέγων· Τίς ἄνθρωπος ἐξ ὑμῶν ἔχων ἑκατὸν πρόβατα καὶ ⸀ἀπολέσας ⸂ἐξ αὐτῶν ἓν⸃ οὐ καταλείπει τὰ ἐνενήκοντα ἐννέα ἐν τῇ ἐρήμῳ καὶ πορεύεται ἐπὶ τὸ ἀπολωλὸς ἕως εὕρῃ αὐτό; καὶ εὑρὼν ἐπιτίθησιν ἐπὶ τοὺς ὤμους ⸀αὐτοῦ χαίρων,"
