mark_ref	matt_ref	score	pair_classes	lemma_insertions	lemma_deletions	lemma_replacements	inserted_lemmas	deleted_lemmas	moved_lemmas	mark_text	matt_text
Mark 10:20	Matt 19:20	0.220162	matt_expands;substitution;reordering	2	1	7	λεγω;αυτος;νεανισκος;πας;τις;ετι;υστερεω	δε;φημι;αυτος;διδασκαλος;πας;εκ;νεοτης;εγω	αυτος;πας	ὁ δὲ ⸀ἔφη αὐτῷ· Διδάσκαλε, ταῦτα πάντα ἐφυλαξάμην ἐκ νεότητός μου.	λέγει αὐτῷ ὁ νεανίσκος· ⸂Πάντα ταῦτα⸃ ⸀ἐφύλαξα· τί ἔτι ὑστερῶ;
Mark 10:21	Matt 19:21	0.462222	substitution;reordering	2	2	13	φημι;αυτος;ει;θελω;τελειος;ειμι;υπαγω;πωλεω;ο;υπαρχω	δε;εμβλεπω;αυτος;αγαπαω;αυτος;και;λεγω;αυτος;εις;υστερεω;υπαγω;οσος;εχω;πωλεω;ο	αυτος;ο;πωλεω;υπαγω	ὁ δὲ Ἰησοῦς ἐμβλέψας αὐτῷ ἠγάπησεν αὐτὸν καὶ εἶπεν αὐτῷ· Ἕν ⸀σε ὑστερεῖ· ὕπαγε ὅσα ἔχεις πώλησον καὶ δὸς ⸀τοῖς πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν οὐρανῷ, καὶ δεῦρο ἀκολούθει ⸀μοι.	ἔφη αὐτῷ ὁ Ἰησοῦς· Εἰ θέλεις τέλειος εἶναι, ὕπαγε πώλησόν σου τὰ ὑπάρχοντα καὶ ⸀δὸς πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν ⸀οὐρανοῖς, καὶ δεῦρο ἀκολούθει μοι.
Mark 10:22	Matt 19:22	0.681203	matt_expands;substitution;reordering	2	0	3	ακουω;δε;νεανισκος	δε;στυγναζω;επι	δε	ὁ δὲ στυγνάσας ἐπὶ τῷ λόγῳ ἀπῆλθεν λυπούμενος, ἦν γὰρ ἔχων κτήματα πολλά.	ἀκούσας δὲ ὁ νεανίσκος τὸν ⸀λόγον ἀπῆλθεν λυπούμενος, ἦν γὰρ ἔχων κτήματα πολλά.
Mark 10:23	Matt 19:23	0.336256	mark_expands;substitution;reordering	1	2	11	δε;αμην;λεγω;συ;οτι;πλουσιος;εισερχομαι;ουρανος	και;περιβλεπομαι;πως;ο;ο;χρημα;εχω;θεος;εισερχομαι	εισερχομαι	Καὶ περιβλεψάμενος ὁ Ἰησοῦς λέγει τοῖς μαθηταῖς αὐτοῦ· Πῶς δυσκόλως οἱ τὰ χρήματα ἔχοντες εἰς τὴν βασιλείαν τοῦ θεοῦ εἰσελεύσονται.	Ὁ δὲ Ἰησοῦς εἶπεν τοῖς μαθηταῖς αὐτοῦ· Ἀμὴν λέγω ὑμῖν ὅτι ⸂πλούσιος δυσκόλως⸃ εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν·
Mark 10:25	Matt 19:24	0.52323	matt_expands;substitution;reordering	4	1	4	παλιν;δε;λεγω;συ;τρυπημα;εισερχομαι	ο;τρυμαλια;ο;διερχομαι;εισερχομαι	εισερχομαι	εὐκοπώτερόν ἐστιν κάμηλον διὰ ⸂τῆς τρυμαλιᾶς τῆς⸃ ῥαφίδος ⸀διελθεῖν ἢ πλούσιον εἰς τὴν βασιλείαν τοῦ θεοῦ εἰσελθεῖν.	πάλιν δὲ λέγω ὑμῖν, εὐκοπώτερόν ἐστιν κάμηλον διὰ ⸀τρυπήματος ῥαφίδος ⸀εἰσελθεῖν ἢ πλούσιον ⸂εἰς τὴν βασιλείαν τοῦ θεοῦ⸃.
Mark 10:26	Matt 19:25	0.437028	matt_expands;substitution;reordering	4	3	2	ακουω;δε;μαθητης;σφοδρα;αρα	δε;περισσως;προς;εαυτου;και	δε	οἱ δὲ περισσῶς ἐξεπλήσσοντο λέγοντες πρὸς ⸀ἑαυτούς· Καὶ τίς δύναται σωθῆναι;	ἀκούσαντες δὲ οἱ ⸀μαθηταὶ ἐξεπλήσσοντο σφόδρα λέγοντες· Τίς ἄρα δύναται σωθῆναι;
Mark 10:27	Matt 19:26	0.759327	mark_expands;substitution;reordering	3	4	3	δε;αυτος;ουτος;ειμι;δε	αυτος;αλλα;ου;γαρ;παρα;ο;θεος	αυτος	⸀ἐμβλέψας αὐτοῖς ὁ Ἰησοῦς λέγει· Παρὰ ἀνθρώποις ἀδύνατον ἀλλʼ οὐ παρὰ θεῷ, πάντα γὰρ ⸀δυνατὰ παρὰ τῷ θεῷ.	ἐμβλέψας δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Παρὰ ἀνθρώποις τοῦτο ἀδύνατόν ἐστιν, παρὰ δὲ θεῷ πάντα δυνατά.
Mark 10:28	Matt 19:27	0.47504	matt_expands;substitution;reordering	5	0	2	τοτε;αποκρινομαι;λεγω;τις;αρα;ειμι;εγω	αρχω;λεγω	λεγω	Ἤρξατο ⸂λέγειν ὁ Πέτρος⸃ αὐτῷ· Ἰδοὺ ἡμεῖς ἀφήκαμεν πάντα καὶ ⸀ἠκολουθήκαμέν σοι.	Τότε ἀποκριθεὶς ὁ Πέτρος εἶπεν αὐτῷ· Ἰδοὺ ἡμεῖς ἀφήκαμεν πάντα καὶ ἠκολουθήσαμέν σοι· τί ἄρα ἔσται ἡμῖν;
Mark 10:30	Matt 19:29	0.390061	mark_expands;substitution;reordering	1	24	24	και;πας;οστις;αφιημι;οικια;η;αδελφος;η;αδελφη;η;πατηρ;η;μητηρ;η;γυνη;η;τεκνον;η;αγρος;ενεκεν;ο;ονομα;εγω;εκατονταπλασιων;κληρονομεω	εαν;μη;εκατονταπλασιων;νυν;εν;ο;καιρος;ουτος;οικια;αδελφος;και;αδελφη;και;μητηρ;και;τεκνον;και;αγρος;μετα;διωγμος;και;εν;ο;αιων;ο;ερχομαι	αγρος;αδελφη;αδελφος;εκατονταπλασιων;και;μητηρ;ο;οικια;τεκνον	ἐὰν μὴ λάβῃ ἑκατονταπλασίονα νῦν ἐν τῷ καιρῷ τούτῳ οἰκίας καὶ ἀδελφοὺς καὶ ἀδελφὰς καὶ ⸀μητέρας καὶ τέκνα καὶ ἀγροὺς μετὰ διωγμῶν, καὶ ἐν τῷ αἰῶνι τῷ ἐρχομένῳ ζωὴν αἰώνιον.	καὶ πᾶς ⸀ὅστις ἀφῆκεν ⸂οἰκίας ἢ⸃ ἀδελφοὺς ἢ ἀδελφὰς ἢ πατέρα ἢ μητέρα ἢ ⸂γυναῖκα ἢ⸃ τέκνα ἢ ⸀ἀγροὺς ἕνεκεν τοῦ ⸂ὀνόματός μου⸃, ⸀ἑκατονταπλασίονα λήμψεται καὶ ζωὴν αἰώνιον κληρονομήσει.
Mark 10:31	Matt 19:30	0.994802	close_match	0	1	0		ο		πολλοὶ δὲ ἔσονται πρῶτοι ἔσχατοι καὶ ⸀οἱ ἔσχατοι πρῶτοι.	πολλοὶ δὲ ἔσονται πρῶτοι ἔσχατοι καὶ ἔσχατοι πρῶτοι.
Mark 10:32	Matt 20:17	0.226991	mark_expands;substitution;reordering	0	20	19	και;αναβαινω;ο;ιησους;εις;ιεροσολυμα;παραλαμβανω;ο;δωδεκα;μαθητης;κατα;ιδιος;και;λεγω	ειμι;δε;αναβαινω;εις;ιεροσολυμα;και;ειμι;προαγω;ο;ιησους;και;θαμβεομαι;ο;δε;ακολουθεω;φοβεομαι;και;παραλαμβανω;παλιν;ο;δωδεκα;αρχω;αυτος;λεγω;ο;μελλω;αυτος;συμβαινω	αναβαινω;δωδεκα;εις;ιεροσολυμα;ιησους;και;λεγω;ο;παραλαμβανω	Ἦσαν δὲ ἐν τῇ ὁδῷ ἀναβαίνοντες εἰς Ἱεροσόλυμα, καὶ ἦν προάγων αὐτοὺς ὁ Ἰησοῦς, καὶ ἐθαμβοῦντο, ⸂οἱ δὲ⸃ ἀκολουθοῦντες ἐφοβοῦντο. καὶ παραλαβὼν πάλιν τοὺς δώδεκα ἤρξατο αὐτοῖς λέγειν τὰ μέλλοντα αὐτῷ συμβαίνειν	⸂Καὶ ἀναβαίνων ὁ⸃ Ἰησοῦς εἰς Ἱεροσόλυμα παρέλαβεν τοὺς δώδεκα ⸀μαθητὰς κατʼ ἰδίαν, ⸂καὶ ἐν τῇ ὁδῷ⸃ εἶπεν αὐτοῖς·
Mark 10:33	Matt 20:18	0.787443	mark_expands	0	7	0		οτι;ο;και;παραδιδωμι;αυτος;ο;εθνος		ὅτι Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ ⸀τοῖς γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν	Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ,
Mark 10:34	Matt 20:19	0.224006	substitution;reordering	6	5	4	παραδιδωμι;αυτος;ο;εθνος;εις;ο;σταυροω;ο;τριτος;εγειρω	αυτος;και;εμπτυω;αυτος;αυτος;αποκτεινω;μετα;τρεις;ανιστημι	αυτος	καὶ ἐμπαίξουσιν αὐτῷ καὶ ⸂ἐμπτύσουσιν αὐτῷ καὶ μαστιγώσουσιν αὐτὸν⸃ καὶ ⸀ἀποκτενοῦσιν, καὶ ⸂μετὰ τρεῖς ἡμέρας⸃ ἀναστήσεται.	καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν εἰς τὸ ἐμπαῖξαι καὶ μαστιγῶσαι καὶ σταυρῶσαι, καὶ τῇ τρίτῃ ἡμέρᾳ ⸀ἐγερθήσεται.
Mark 10:35	Matt 20:20	0.203635	substitution;reordering	0	0	16	τοτε;προσερχομαι;ο;μητηρ;μετα;ο;υιος;προσκυνεω;και;τις;παρα;αυτος	και;προσπορευομαι;ιακωβος;και;ιωαννης;λεγω;διδασκαλος;θελω;ινα;ος;εαν;συ;ποιεω;εγω	και	Καὶ προσπορεύονται αὐτῷ Ἰάκωβος καὶ Ἰωάννης ⸀οἱ υἱοὶ Ζεβεδαίου λέγοντες ⸀αὐτῷ· Διδάσκαλε, θέλομεν ἵνα ὃ ἐὰν αἰτήσωμέν ⸀σε ποιήσῃς ἡμῖν.	Τότε προσῆλθεν αὐτῷ ἡ μήτηρ τῶν υἱῶν Ζεβεδαίου μετὰ τῶν υἱῶν αὐτῆς προσκυνοῦσα καὶ αἰτοῦσά τι ⸀παρʼ αὐτοῦ.
Mark 10:37	Matt 20:21	0.286716	mark_expands;substitution;reordering	1	2	14	τις;θελω;λεγω;αυτος;λεγω;ινα;καθιζω;ουτος;ο;δυο;υιος;συ;ευωνυμος;συ;βασιλεια	διδωμι;ινα;συ;αριστερος;καθιζω;δοξα	ινα;καθιζω;συ	οἱ δὲ εἶπαν αὐτῷ· Δὸς ἡμῖν ἵνα εἷς ⸂σου ἐκ δεξιῶν⸃ καὶ εἷς ἐξ ⸀ἀριστερῶν καθίσωμεν ἐν τῇ δόξῃ σου.	ὁ δὲ εἶπεν αὐτῇ· Τί θέλεις; λέγει αὐτῷ· Εἰπὲ ἵνα καθίσωσιν οὗτοι οἱ δύο υἱοί μου εἷς ἐκ δεξιῶν ⸀σου καὶ εἷς ἐξ εὐωνύμων σου ἐν τῇ βασιλείᾳ σου.
Mark 10:38	Matt 20:22	0.582217	matt_expands;substitution;reordering	3	2	7	αποκρινομαι;δε;μελλω;λεγω;αυτος;δυναμαι	δε;αυτος;η;ο;βαπτισμα;ος;εγω;βαπτιζω;βαπτιζω	αυτος;δε	ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· Οὐκ οἴδατε τί αἰτεῖσθε· δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ πίνω, ⸀ἢ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι βαπτισθῆναι;	ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· Οὐκ οἴδατε τί αἰτεῖσθε· δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ μέλλω ⸀πίνειν; λέγουσιν αὐτῷ· Δυνάμεθα.
Mark 10:40	Matt 20:23	0.687536	matt_expands	11	0	1	λεγω;αυτος;ο;μεν;ποτηριον;εγω;πινω;και;υπο;ο;πατηρ;εγω	η		τὸ δὲ καθίσαι ἐκ δεξιῶν μου ⸀ἢ ἐξ εὐωνύμων οὐκ ἔστιν ἐμὸν δοῦναι, ἀλλʼ οἷς ἡτοίμασται.	⸀λέγει αὐτοῖς· Τὸ μὲν ποτήριόν μου ⸀πίεσθε, τὸ δὲ καθίσαι ἐκ δεξιῶν μου καὶ ἐξ ⸀εὐωνύμων οὐκ ἔστιν ⸀ἐμὸν δοῦναι, ἀλλʼ οἷς ἡτοίμασται ὑπὸ τοῦ πατρός μου.
Mark 10:41	Matt 20:24	0.379279	substitution	0	1	3	ο;δυο;αδελφος	αρχω;ιακωβος;και;ιωαννης		Καὶ ἀκούσαντες οἱ δέκα ἤρξαντο ἀγανακτεῖν περὶ Ἰακώβου καὶ Ἰωάννου.	Καὶ ἀκούσαντες οἱ δέκα ἠγανάκτησαν περὶ τῶν δύο ἀδελφῶν.
Mark 10:42	Matt 20:25	0.60992	mark_expands;substitution;reordering	0	4	5	ο;δε;ιησους;αρχων	και;ο;ιησους;αυτος;δοκεω;αρχω;αυτος	ιησους;ο	⸂καὶ προσκαλεσάμενος αὐτοὺς ὁ Ἰησοῦς⸃ λέγει αὐτοῖς· Οἴδατε ὅτι οἱ δοκοῦντες ἄρχειν τῶν ἐθνῶν κατακυριεύουσιν αὐτῶν καὶ οἱ μεγάλοι αὐτῶν κατεξουσιάζουσιν αὐτῶν.	ὁ δὲ Ἰησοῦς προσκαλεσάμενος αὐτοὺς εἶπεν· Οἴδατε ὅτι οἱ ἄρχοντες τῶν ἐθνῶν κατακυριεύουσιν αὐτῶν καὶ οἱ μεγάλοι κατεξουσιάζουσιν αὐτῶν.
Mark 10:43	Matt 20:26	0.995642	mark_expands;reordering	2	3	0	εν;συ	δε;εν;συ	εν;συ	οὐχ οὕτως δέ ⸀ἐστιν ἐν ὑμῖν· ἀλλʼ ὃς ⸀ἂν θέλῃ ⸂μέγας γενέσθαι⸃ ἐν ὑμῖν, ἔσται ὑμῶν διάκονος,	οὐχ οὕτως ⸀ἔσται ἐν ὑμῖν· ἀλλʼ ὃς ⸀ἂν θέλῃ ἐν ὑμῖν μέγας γενέσθαι ἔσται ὑμῶν διάκονος,
Mark 10:44	Matt 20:27	0.768817	close_match	0	0	1	συ	πας		καὶ ὃς ⸀ἂν θέλῃ ⸂ἐν ὑμῖν εἶναι⸃ πρῶτος, ἔσται πάντων δοῦλος·	καὶ ὃς ⸀ἂν θέλῃ ἐν ὑμῖν εἶναι πρῶτος ⸀ἔσται ὑμῶν δοῦλος·
Mark 10:45	Matt 20:28	0.908783	substitution	0	0	2	ωσπερ	και;γαρ		καὶ γὰρ ὁ υἱὸς τοῦ ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι ἀλλὰ διακονῆσαι καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν.	ὥσπερ ὁ υἱὸς τοῦ ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι ἀλλὰ διακονῆσαι καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν.
Mark 10:46	Matt 20:29	0.19691	mark_expands;substitution	0	5	14	ακολουθεω;πολυς	και;ερχομαι;εις;ιεριχω;και;ο;μαθητης;και;ικανος;ο;υιος;τιμαιος;βαρτιμαιος;τυφλος;προσαιτης;καθημαι;παρα;ο;οδος		Καὶ ἔρχονται εἰς Ἰεριχώ. καὶ ἐκπορευομένου αὐτοῦ ἀπὸ Ἰεριχὼ καὶ τῶν μαθητῶν αὐτοῦ καὶ ὄχλου ἱκανοῦ ⸀ὁ υἱὸς Τιμαίου Βαρτιμαῖος ⸀τυφλὸς ⸂προσαίτης ἐκάθητο παρὰ τὴν ὁδόν⸃.	Καὶ ἐκπορευομένων αὐτῶν ἀπὸ Ἰεριχὼ ἠκολούθησεν αὐτῷ ὄχλος πολύς.
Mark 10:47	Matt 20:30	0.354315	matt_expands;substitution;reordering	10	4	4	ιδου;δυο;τυφλος;καθημαι;παρα;ο;οδος;παραγω;κυριος;ελεαω;εγω	ο;ναζαρηνος;ειμι;αρχω;και;ιησους;ελεαω;εγω	εγω;ελεαω;ο	καὶ ἀκούσας ὅτι Ἰησοῦς ὁ ⸀Ναζαρηνός ἐστιν ἤρξατο κράζειν καὶ λέγειν· ⸀Υἱὲ Δαυὶδ Ἰησοῦ, ἐλέησόν με.	καὶ ἰδοὺ δύο τυφλοὶ καθήμενοι παρὰ τὴν ὁδόν, ἀκούσαντες ὅτι Ἰησοῦς παράγει, ἔκραξαν λέγοντες· ⸂Κύριε, ἐλέησον ἡμᾶς⸃, ⸀υἱὸς Δαυίδ.
Mark 10:48	Matt 20:31	0.439743	matt_expands;substitution;reordering	4	3	5	ο;δε;οχλος;μεγας;λεγω;κυριος;ελεαω;εγω	και;πολυς;πολυς;μαλλον;ελεαω;εγω	εγω;ελεαω	καὶ ἐπετίμων αὐτῷ πολλοὶ ἵνα σιωπήσῃ· ὁ δὲ πολλῷ μᾶλλον ἔκραζεν· Υἱὲ Δαυίδ, ἐλέησόν με.	ὁ δὲ ὄχλος ἐπετίμησεν αὐτοῖς ἵνα σιωπήσωσιν· οἱ δὲ μεῖζον ⸀ἔκραξαν λέγοντες· ⸂Κύριε, ἐλέησον ἡμᾶς⸃, ⸀υἱὸς Δαυίδ.
Mark 10:49	Matt 20:32	0.316928	mark_expands;substitution	0	4	4	τις;θελω;ποιεω	λεγω;φωνεω;ο;τυφλος;αυτος;θαρσεω;εγειρω;φωνεω		καὶ στὰς ὁ Ἰησοῦς εἶπεν· ⸂Φωνήσατε αὐτόν⸃. καὶ φωνοῦσι τὸν τυφλὸν λέγοντες αὐτῷ· Θάρσει, ⸀ἔγειρε, φωνεῖ σε.	καὶ στὰς ὁ Ἰησοῦς ἐφώνησεν αὐτοὺς καὶ εἶπεν· Τί θέλετε ποιήσω ὑμῖν;
Mark 10:52	Matt 20:34	0.212401	mark_expands;substitution;reordering	0	9	6	σπλαγχνιζομαι;δε;απτω;ο;ομμα;ευθεως	και;λεγω;υπαγω;ο;πιστις;συ;σωζω;συ;ευθυς;εν;ο;οδος	ο	⸂καὶ ὁ⸃ Ἰησοῦς εἶπεν αὐτῷ· Ὕπαγε, ἡ πίστις σου σέσωκέν σε. καὶ ⸀εὐθὺς ἀνέβλεψεν, καὶ ἠκολούθει ⸀αὐτῷ ἐν τῇ ὁδῷ.	σπλαγχνισθεὶς δὲ ὁ Ἰησοῦς ἥψατο τῶν ⸀ὀμμάτων αὐτῶν, καὶ εὐθέως ⸀ἀνέβλεψαν καὶ ἠκολούθησαν αὐτῷ.
Mark 11:1	Matt 21:1	0.622686	matt_expands;substitution;reordering	4	2	3	και;ερχομαι;εις;τοτε;ιησους	και;βηθανια;προς;ο;αυτος	και	Καὶ ὅτε ἐγγίζουσιν εἰς Ἱεροσόλυμα εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ Ὄρος τῶν Ἐλαιῶν, ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ	Καὶ ὅτε ἤγγισαν εἰς Ἱεροσόλυμα καὶ ἦλθον εἰς Βηθφαγὴ ⸀εἰς τὸ Ὄρος τῶν Ἐλαιῶν, τότε ⸀Ἰησοῦς ἀπέστειλεν δύο μαθητὰς
Mark 11:2	Matt 21:2	0.262626	mark_expands;substitution;reordering	0	10	11	πορευομαι;ευθεως;ευρισκω;ονος;δεω;και;πωλος;μετα;αγω;εγω	και;υπαγω;ευθυς;εισπορευομαι;εις;ευρισκω;πωλος;δεω;επι;ος;ουδεις;ουπω;ανθρωπος;καθιζω;αυτος;και;φερω	δεω;ευρισκω;και;πωλος	καὶ λέγει αὐτοῖς· Ὑπάγετε εἰς τὴν κώμην τὴν κατέναντι ὑμῶν, καὶ ⸀εὐθὺς εἰσπορευόμενοι εἰς αὐτὴν εὑρήσετε πῶλον δεδεμένον ἐφʼ ὃν οὐδεὶς ⸀οὔπω ἀνθρώπων ⸀ἐκάθισεν· ⸂λύσατε αὐτὸν καὶ φέρετε⸃.	λέγων αὐτοῖς· ⸀Πορεύεσθε εἰς τὴν κώμην τὴν ⸀κατέναντι ὑμῶν, καὶ ⸀εὐθέως εὑρήσετε ὄνον δεδεμένην καὶ πῶλον μετʼ αὐτῆς· λύσαντες ⸀ἀγάγετέ μοι.
Mark 11:3	Matt 21:3	0.647275	mark_expands;reordering	2	6	0	δε;αποστελλω	ποιεω;ουτος;και;αποστελλω;παλιν;ωδε	αποστελλω	καὶ ἐάν τις ὑμῖν εἴπῃ· Τί ποιεῖτε τοῦτο; εἴπατε ⸀ὅτι Ὁ κύριος αὐτοῦ χρείαν ἔχει· καὶ ⸀εὐθὺς αὐτὸν ἀποστέλλει ⸀πάλιν ὧδε.	καὶ ἐάν τις ὑμῖν εἴπῃ τι, ἐρεῖτε ὅτι Ὁ κύριος αὐτῶν χρείαν ἔχει· ⸀εὐθὺς δὲ ⸀ἀποστελεῖ αὐτούς.
Mark 11:5	Matt 21:5	0.102987	matt_expands;substitution;reordering	13	0	10	λεγω;ο;θυγατηρ;σιων;ιδου;ο;βασιλευς;συ;ερχομαι;συ;πραυς;επιβαινω;επι;ονος;και;επι;υιος;υποζυγιον	τις;ο;εκει;ιστημι;λεγω;αυτος;τις;ποιεω;λυω;ο	λεγω;ο	καί τινες τῶν ἐκεῖ ἑστηκότων ἔλεγον αὐτοῖς· Τί ποιεῖτε λύοντες τὸν πῶλον;	Εἴπατε τῇ θυγατρὶ Σιών· Ἰδοὺ ὁ βασιλεύς σου ἔρχεταί σοι πραῢς καὶ ἐπιβεβηκὼς ἐπὶ ὄνον καὶ ⸀ἐπὶ πῶλον υἱὸν ὑποζυγίου.
Mark 11:6	Matt 21:6	0.12886	mark_expands;substitution;reordering	2	5	5	πορευομαι;δε;μαθητης;και;ποιεω;καθως;συντασσω	δε;λεγω;καθως;λεγω;και;αφιημι;αυτος	δε;καθως;και	οἱ δὲ εἶπαν αὐτοῖς καθὼς ⸀εἶπεν ὁ Ἰησοῦς· καὶ ἀφῆκαν αὐτούς.	πορευθέντες δὲ οἱ μαθηταὶ καὶ ποιήσαντες καθὼς ⸀συνέταξεν αὐτοῖς ὁ Ἰησοῦς
Mark 11:7	Matt 21:7	0.17963	mark_expands;substitution;reordering	6	8	2	αγω;ο;ονος;επιτιθημι;επι;και;επικαθιζω;επανω	φερω;προς;ο;ιησους;επιβαλλω;και;καθιζω;επι;αυτος	επι;και;ο	καὶ ⸀φέρουσιν τὸν πῶλον πρὸς τὸν Ἰησοῦν, καὶ ⸀ἐπιβάλλουσιν αὐτῷ τὰ ἱμάτια αὐτῶν, καὶ ἐκάθισεν ἐπʼ ⸀αὐτόν.	ἤγαγον τὴν ὄνον καὶ τὸν πῶλον, καὶ ἐπέθηκαν ⸀ἐπʼ αὐτῶν τὰ ⸀ἱμάτια, καὶ ἐπεκάθισεν ἐπάνω αὐτῶν.
Mark 11:8	Matt 21:8	0.393421	matt_expands;substitution;reordering	3	1	13	ο;δε;οχλος;στρωννυμι;εαυτου;εν;κλαδος;απο;δενδρον;και;στρωννυμι;εν;ο;οδος	και;αυτος;στρωννυμι;εις;στιβας;εκ;αγρος	και;στρωννυμι	⸂καὶ πολλοὶ⸃ τὰ ἱμάτια αὐτῶν ἔστρωσαν εἰς τὴν ὁδόν, ἄλλοι δὲ στιβάδας ⸂κόψαντες ἐκ τῶν ἀγρῶν⸃.	ὁ δὲ πλεῖστος ὄχλος ἔστρωσαν ἑαυτῶν τὰ ἱμάτια ἐν τῇ ὁδῷ, ἄλλοι δὲ ἔκοπτον κλάδους ἀπὸ τῶν δένδρων καὶ ἐστρώννυον ἐν τῇ ὁδῷ.
Mark 11:9	Matt 21:9	0.589081	matt_expands;substitution	9	0	3	ο;δε;οχλος;αυτος;λεγω;ο;υιος;δαυιδ;ωσαννα;εν;ο;υψιστος	και		καὶ οἱ προάγοντες καὶ οἱ ἀκολουθοῦντες ⸀ἔκραζον· Ὡσαννά· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου·	οἱ δὲ ὄχλοι οἱ προάγοντες ⸀αὐτὸν καὶ οἱ ἀκολουθοῦντες ἔκραζον λέγοντες· Ὡσαννὰ τῷ υἱῷ Δαυίδ· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου· Ὡσαννὰ ἐν τοῖς ὑψίστοις.
Mark 11:11	Matt 21:10	0.21409	substitution;reordering	1	0	16	αυτος;σειω;πας;πολις;λεγω;τις;ουτος	εις;ιερος;και;περιβλεπομαι;πας;οψε;ηδη;ο;ωρα;εξερχομαι;εις;βηθανια;μετα;ο;δωδεκα	πας	Καὶ εἰσῆλθεν εἰς ⸀Ἱεροσόλυμα εἰς τὸ ἱερόν· καὶ περιβλεψάμενος πάντα ⸀ὀψὲ ἤδη οὔσης τῆς ὥρας ἐξῆλθεν εἰς Βηθανίαν μετὰ τῶν δώδεκα.	καὶ εἰσελθόντος αὐτοῦ εἰς Ἱεροσόλυμα ἐσείσθη πᾶσα ἡ πόλις λέγουσα· Τίς ἐστιν οὗτος;
Mark 11:15	Matt 21:12	0.64079	mark_expands;reordering	3	6	1	ιησους;και;πας;καταστρεφω	και;ερχομαι;εις;ιεροσολυμα;αρχω;ο;καταστρεφω	και;καταστρεφω	Καὶ ἔρχονται εἰς Ἱεροσόλυμα. καὶ ⸀εἰσελθὼν εἰς τὸ ἱερὸν ἤρξατο ἐκβάλλειν τοὺς πωλοῦντας καὶ ⸀τοὺς ἀγοράζοντας ἐν τῷ ἱερῷ, καὶ τὰς τραπέζας τῶν κολλυβιστῶν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστερὰς κατέστρεψεν	Καὶ εἰσῆλθεν ⸀Ἰησοῦς εἰς τὸ ⸀ἱερόν, καὶ ἐξέβαλεν πάντας τοὺς πωλοῦντας καὶ ἀγοράζοντας ἐν τῷ ἱερῷ καὶ τὰς τραπέζας τῶν κολλυβιστῶν κατέστρεψεν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστεράς,
Mark 11:17	Matt 21:13	0.729798	mark_expands;reordering	1	8	0	αυτος	και;διδασκω;ου;οτι;πας;ο;εθνος;αυτος	αυτος	καὶ ἐδίδασκεν ⸂καὶ ἔλεγεν⸃ ⸀αὐτοῖς· Οὐ γέγραπται ὅτι Ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται πᾶσιν τοῖς ἔθνεσιν; ὑμεῖς δὲ ⸀πεποιήκατε αὐτὸν σπήλαιον λῃστῶν.	καὶ λέγει αὐτοῖς· Γέγραπται· Ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται, ὑμεῖς δὲ αὐτὸν ⸀ποιεῖτε σπήλαιον λῃστῶν.
