mark_ref,matt_ref,macro_block,micro_block,score,wj_content,wj_bigram,sr_content,wj_all,rare_inter,pair_classes,lemma_insertions,lemma_deletions,lemma_replacements,lemma_moved_tokens,common_lemmas,mark_only_lemmas,matt_only_lemmas,mark_variant_note_count,matt_variant_note_count,mark_text,matt_text
Mark 10:16,Matt 19:15,18,32,0.117479,0.111083,0.0,0.25,0.174913,4.634148,matt_expands;substitution,2,1,4,,αυτος;και;ο;χειρ,εναγκαλιζομαι;επι;κατευλογεω;τιθημι,εκειθεν;επιτιθημι;πορευομαι,1,1,καὶ ἐναγκαλισάμενος αὐτὰ ⸂κατευλόγει τιθεὶς τὰς χεῖρας ἐπʼ αὐτά⸃.,καὶ ἐπιθεὶς ⸂τὰς χεῖρας αὐτοῖς⸃ ἐπορεύθη ἐκεῖθεν.
Mark 10:17,Matt 19:16,18,32,0.381656,0.398251,0.178493,0.571429,0.435347,30.776127,substitution;reordering,2,2,12,εις;τις,αγαθος;αιωνιος;αυτος;διδασκαλος;εις;ζωη;ινα;και;ποιεω;τις,γονυπετεω;εκπορευομαι;επερωταω;κληρονομεω;οδος;προστρεχω,εχω;ιδου;λεγω;προσερχομαι,0,3,"Καὶ ἐκπορευομένου αὐτοῦ εἰς ὁδὸν προσδραμὼν εἷς καὶ γονυπετήσας αὐτὸν ἐπηρώτα αὐτόν· Διδάσκαλε ἀγαθέ, τί ποιήσω ἵνα ζωὴν αἰώνιον κληρονομήσω;","Καὶ ἰδοὺ εἷς προσελθὼν ⸂αὐτῷ εἶπεν⸃· ⸀Διδάσκαλε, τί ἀγαθὸν ποιήσω ἵνα ⸀σχῶ ζωὴν αἰώνιον;"
Mark 10:18,Matt 19:17,18,32,0.175227,0.187109,0.0,0.3,0.310276,11.650943,substitution,0,1,13,,αγαθος;αυτος;δε;εγω;ει;εις;λεγω;ο;τις,θεος;ιησους;μη;ουδεις,ειμι;εισερχομαι;εντολη;ερωταω;ζωη;θελω;περι;τηρεω,0,3,ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ· Τί με λέγεις ἀγαθόν; οὐδεὶς ἀγαθὸς εἰ μὴ εἷς ὁ θεός.,"ὁ δὲ εἶπεν αὐτῷ· Τί με ⸂ἐρωτᾷς περὶ τοῦ ἀγαθοῦ; εἷς ἐστιν ὁ ἀγαθός⸃· εἰ δὲ θέλεις ⸂εἰς τὴν ζωὴν εἰσελθεῖν⸃, ⸀τήρησον τὰς ἐντολάς."
Mark 10:19,Matt 19:18,18,32,0.262333,0.374082,0.0,0.307692,0.324571,26.71229,mark_expands;substitution;reordering,3,9,8,ο,κλεπτω;μοιχευω;ο;φονευω;ψευδομαρτυρεω,αποστερεω;εντολη;και;μη;μητηρ;οιδα;πατηρ;συ;τιμαω,αυτος;δε;ιησους;λεγω;ου;ποιος,1,1,"τὰς ἐντολὰς οἶδας· Μὴ ⸂φονεύσῃς, Μὴ μοιχεύσῃς⸃, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Μὴ ἀποστερήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν μητέρα.","λέγει αὐτῷ· Ποίας; ὁ δὲ Ἰησοῦς ⸀εἶπεν· Τὸ Οὐ φονεύσεις, Οὐ μοιχεύσεις, Οὐ κλέψεις, Οὐ ψευδομαρτυρήσεις,"
Mark 10:20,Matt 19:20,18,32,0.220162,0.207855,0.120043,0.363636,0.238891,10.60661,matt_expands;substitution;reordering,2,1,7,αυτος;πας,αυτος;ο;ουτος;πας;φυλασσω,δε;διδασκαλος;εγω;εκ;νεοτης;φημι,ετι;λεγω;νεανισκος;τις;υστερεω,1,2,"ὁ δὲ ⸀ἔφη αὐτῷ· Διδάσκαλε, ταῦτα πάντα ἐφυλαξάμην ἐκ νεότητός μου.",λέγει αὐτῷ ὁ νεανίσκος· ⸂Πάντα ταῦτα⸃ ⸀ἐφύλαξα· τί ἔτι ὑστερῶ;
Mark 10:21,Matt 19:21,18,32,0.462222,0.4903,0.250162,0.645161,0.50014,50.198552,substitution;reordering,2,2,13,αυτος;ο;πωλεω;υπαγω,ακολουθεω;αυτος;δευρο;διδωμι;εγω;εν;εχω;θησαυρος;ιησους;και;ο;ουρανος;πτωχος;πωλεω;συ;υπαγω,αγαπαω;δε;εις;εμβλεπω;λεγω;οσος;υστερεω,ει;ειμι;θελω;τελειος;υπαρχω;φημι,3,2,"ὁ δὲ Ἰησοῦς ἐμβλέψας αὐτῷ ἠγάπησεν αὐτὸν καὶ εἶπεν αὐτῷ· Ἕν ⸀σε ὑστερεῖ· ὕπαγε ὅσα ἔχεις πώλησον καὶ δὸς ⸀τοῖς πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν οὐρανῷ, καὶ δεῦρο ἀκολούθει ⸀μοι.","ἔφη αὐτῷ ὁ Ἰησοῦς· Εἰ θέλεις τέλειος εἶναι, ὕπαγε πώλησόν σου τὰ ὑπάρχοντα καὶ ⸀δὸς πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν ⸀οὐρανοῖς, καὶ δεῦρο ἀκολούθει μοι."
Mark 10:22,Matt 19:22,18,32,0.681203,0.640872,0.654652,0.823529,0.644424,32.273375,matt_expands;substitution;reordering,2,0,3,δε,απερχομαι;γαρ;δε;ειμι;εχω;κτημα;λογος;λυπεω;ο;πολυς,επι;στυγναζω,ακουω;νεανισκος,0,1,"ὁ δὲ στυγνάσας ἐπὶ τῷ λόγῳ ἀπῆλθεν λυπούμενος, ἦν γὰρ ἔχων κτήματα πολλά.","ἀκούσας δὲ ὁ νεανίσκος τὸν ⸀λόγον ἀπῆλθεν λυπούμενος, ἦν γὰρ ἔχων κτήματα πολλά."
Mark 10:23,Matt 19:23,18,32,0.336256,0.394421,0.088335,0.5,0.366829,24.59608,mark_expands;substitution;reordering,1,2,11,εισερχομαι,αυτος;βασιλεια;δυσκολως;εις;εισερχομαι;ιησους;λεγω;μαθητης;ο,εχω;θεος;και;περιβλεπομαι;πως;χρημα,αμην;δε;οτι;ουρανος;πλουσιος;συ,0,1,Καὶ περιβλεψάμενος ὁ Ἰησοῦς λέγει τοῖς μαθηταῖς αὐτοῦ· Πῶς δυσκόλως οἱ τὰ χρήματα ἔχοντες εἰς τὴν βασιλείαν τοῦ θεοῦ εἰσελεύσονται.,Ὁ δὲ Ἰησοῦς εἶπεν τοῖς μαθηταῖς αὐτοῦ· Ἀμὴν λέγω ὑμῖν ὅτι ⸂πλούσιος δυσκόλως⸃ εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν·
Mark 10:25,Matt 19:24,18,32,0.52323,0.591997,0.247703,0.666667,0.615717,42.489169,matt_expands;substitution;reordering,4,1,4,εισερχομαι,βασιλεια;δια;ειμι;εις;εισερχομαι;ευκοπωτερος;η;θεος;καμηλος;ο;πλουσιος;ραφις,διερχομαι;τρυμαλια,δε;λεγω;παλιν;συ;τρυπημα,2,3,εὐκοπώτερόν ἐστιν κάμηλον διὰ ⸂τῆς τρυμαλιᾶς τῆς⸃ ῥαφίδος ⸀διελθεῖν ἢ πλούσιον εἰς τὴν βασιλείαν τοῦ θεοῦ εἰσελθεῖν.,"πάλιν δὲ λέγω ὑμῖν, εὐκοπώτερόν ἐστιν κάμηλον διὰ ⸀τρυπήματος ῥαφίδος ⸀εἰσελθεῖν ἢ πλούσιον ⸂εἰς τὴν βασιλείαν τοῦ θεοῦ⸃."
Mark 10:26,Matt 19:25,18,32,0.437028,0.458195,0.231519,0.666667,0.396271,17.712908,matt_expands;substitution;reordering,4,3,2,δε,δε;δυναμαι;εκπλησσομαι;λεγω;ο;σωζω;τις,εαυτου;και;περισσως;προς,ακουω;αρα;μαθητης;σφοδρα,1,1,οἱ δὲ περισσῶς ἐξεπλήσσοντο λέγοντες πρὸς ⸀ἑαυτούς· Καὶ τίς δύναται σωθῆναι;,ἀκούσαντες δὲ οἱ ⸀μαθηταὶ ἐξεπλήσσοντο σφόδρα λέγοντες· Τίς ἄρα δύναται σωθῆναι;
Mark 10:27,Matt 19:26,18,32,0.759327,0.871429,0.511308,0.842105,0.709356,35.832267,mark_expands;substitution;reordering,3,4,3,αυτος,αδυνατος;ανθρωπος;αυτος;δυνατος;εμβλεπω;θεος;ιησους;λεγω;ο;παρα;πας,αλλα;γαρ;ου,δε;ειμι;ουτος,2,0,"⸀ἐμβλέψας αὐτοῖς ὁ Ἰησοῦς λέγει· Παρὰ ἀνθρώποις ἀδύνατον ἀλλʼ οὐ παρὰ θεῷ, πάντα γὰρ ⸀δυνατὰ παρὰ τῷ θεῷ.","ἐμβλέψας δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Παρὰ ἀνθρώποις τοῦτο ἀδύνατόν ἐστιν, παρὰ δὲ θεῷ πάντα δυνατά."
Mark 10:28,Matt 19:27,18,32,0.47504,0.555165,0.216135,0.571429,0.568964,18.794988,matt_expands;substitution;reordering,5,0,2,λεγω,ακολουθεω;αυτος;αφιημι;εγω;ιδου;και;λεγω;ο;πας;πετρος;συ,αρχω,αποκρινομαι;αρα;ειμι;τις;τοτε,2,0,Ἤρξατο ⸂λέγειν ὁ Πέτρος⸃ αὐτῷ· Ἰδοὺ ἡμεῖς ἀφήκαμεν πάντα καὶ ⸀ἠκολουθήκαμέν σοι.,Τότε ἀποκριθεὶς ὁ Πέτρος εἶπεν αὐτῷ· Ἰδοὺ ἡμεῖς ἀφήκαμεν πάντα καὶ ἠκολουθήσαμέν σοι· τί ἄρα ἔσται ἡμῖν;
Mark 10:30,Matt 19:29,18,32,0.390061,0.479739,0.142077,0.5,0.386587,54.880278,mark_expands;substitution;reordering,1,24,24,αγρος;αδελφη;αδελφος;εκατονταπλασιων;και;μητηρ;ο;οικια;τεκνον,αγρος;αδελφη;αδελφος;αιωνιος;εκατονταπλασιων;ζωη;και;λαμβανω;μητηρ;ο;οικια;τεκνον,αιων;διωγμος;εαν;εν;ερχομαι;καιρος;μετα;μη;νυν;ουτος,αφιημι;γυνη;εγω;ενεκεν;η;κληρονομεω;ονομα;οστις;πας;πατηρ,1,6,"ἐὰν μὴ λάβῃ ἑκατονταπλασίονα νῦν ἐν τῷ καιρῷ τούτῳ οἰκίας καὶ ἀδελφοὺς καὶ ἀδελφὰς καὶ ⸀μητέρας καὶ τέκνα καὶ ἀγροὺς μετὰ διωγμῶν, καὶ ἐν τῷ αἰῶνι τῷ ἐρχομένῳ ζωὴν αἰώνιον.","καὶ πᾶς ⸀ὅστις ἀφῆκεν ⸂οἰκίας ἢ⸃ ἀδελφοὺς ἢ ἀδελφὰς ἢ πατέρα ἢ μητέρα ἢ ⸂γυναῖκα ἢ⸃ τέκνα ἢ ⸀ἀγροὺς ἕνεκεν τοῦ ⸂ὀνόματός μου⸃, ⸀ἑκατονταπλασίονα λήμψεται καὶ ζωὴν αἰώνιον κληρονομήσει."
Mark 10:31,Matt 19:30,18,32,0.994802,1.0,1.0,1.0,0.948022,16.881391,close_match,0,1,0,,δε;ειμι;εσχατος;και;πολυς;πρωτος,ο,,1,0,πολλοὶ δὲ ἔσονται πρῶτοι ἔσχατοι καὶ ⸀οἱ ἔσχατοι πρῶτοι.,πολλοὶ δὲ ἔσονται πρῶτοι ἔσχατοι καὶ ἔσχατοι πρῶτοι.
Mark 10:32,Matt 20:17,19,33,0.226991,0.35061,0.0,0.153846,0.384477,31.163903,mark_expands;substitution;reordering,0,20,19,αναβαινω;δωδεκα;εις;ιεροσολυμα;ιησους;και;λεγω;ο;παραλαμβανω,αναβαινω;αυτος;δωδεκα;εις;εν;ιεροσολυμα;ιησους;και;λεγω;ο;οδος;παραλαμβανω,ακολουθεω;αρχω;δε;ειμι;θαμβεομαι;μελλω;παλιν;προαγω;συμβαινω;φοβεομαι,ιδιος;κατα;μαθητης,1,3,"Ἦσαν δὲ ἐν τῇ ὁδῷ ἀναβαίνοντες εἰς Ἱεροσόλυμα, καὶ ἦν προάγων αὐτοὺς ὁ Ἰησοῦς, καὶ ἐθαμβοῦντο, ⸂οἱ δὲ⸃ ἀκολουθοῦντες ἐφοβοῦντο. καὶ παραλαβὼν πάλιν τοὺς δώδεκα ἤρξατο αὐτοῖς λέγειν τὰ μέλλοντα αὐτῷ συμβαίνειν","⸂Καὶ ἀναβαίνων ὁ⸃ Ἰησοῦς εἰς Ἱεροσόλυμα παρέλαβεν τοὺς δώδεκα ⸀μαθητὰς κατʼ ἰδίαν, ⸂καὶ ἐν τῇ ὁδῷ⸃ εἶπεν αὐτοῖς·"
Mark 10:33,Matt 20:18,19,33,0.787443,0.788197,0.698938,0.857143,0.865906,44.099829,mark_expands,0,7,0,,αναβαινω;ανθρωπος;αρχιερευς;αυτος;γραμματευς;εις;θανατος;ιδου;ιεροσολυμα;και;κατακρινω;ο;παραδιδωμι;υιος,εθνος;οτι,,1,0,"ὅτι Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ ⸀τοῖς γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν","Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ,"
Mark 10:34,Matt 20:19,19,33,0.224006,0.26138,0.0,0.4,0.263847,17.362197,substitution;reordering,6,5,4,αυτος,αυτος;εμπαιζω;ημερα;και;μαστιγοω,ανιστημι;αποκτεινω;εμπτυω;μετα;τρεις,εγειρω;εθνος;εις;ο;παραδιδωμι;σταυροω;τριτος,3,1,"καὶ ἐμπαίξουσιν αὐτῷ καὶ ⸂ἐμπτύσουσιν αὐτῷ καὶ μαστιγώσουσιν αὐτὸν⸃ καὶ ⸀ἀποκτενοῦσιν, καὶ ⸂μετὰ τρεῖς ἡμέρας⸃ ἀναστήσεται.","καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν εἰς τὸ ἐμπαῖξαι καὶ μαστιγῶσαι καὶ σταυρῶσαι, καὶ τῇ τρίτῃ ἡμέρᾳ ⸀ἐγερθήσεται."
Mark 10:35,Matt 20:20,19,33,0.203635,0.226812,0.062407,0.333333,0.193008,15.17153,substitution;reordering,0,0,16,και,αιτεω;αυτος;ζεβεδαιος;και;ο;υιος,διδασκαλος;εαν;εγω;θελω;ιακωβος;ινα;ιωαννης;λεγω;ος;ποιεω;προσπορευομαι;συ,μετα;μητηρ;παρα;προσερχομαι;προσκυνεω;τις;τοτε,3,1,"Καὶ προσπορεύονται αὐτῷ Ἰάκωβος καὶ Ἰωάννης ⸀οἱ υἱοὶ Ζεβεδαίου λέγοντες ⸀αὐτῷ· Διδάσκαλε, θέλομεν ἵνα ὃ ἐὰν αἰτήσωμέν ⸀σε ποιήσῃς ἡμῖν.",Τότε προσῆλθεν αὐτῷ ἡ μήτηρ τῶν υἱῶν Ζεβεδαίου μετὰ τῶν υἱῶν αὐτῆς προσκυνοῦσα καὶ αἰτοῦσά τι ⸀παρʼ αὐτοῦ.
Mark 10:37,Matt 20:21,19,33,0.286716,0.295192,0.119492,0.4,0.440065,16.992837,mark_expands;substitution;reordering,1,2,14,ινα;καθιζω;συ,αυτος;δε;δεξιος;εγω;εις;εκ;εν;ινα;καθιζω;και;λεγω;ο;συ,αριστερος;διδωμι;δοξα,βασιλεια;δυο;ευωνυμος;θελω;ουτος;τις;υιος,2,1,οἱ δὲ εἶπαν αὐτῷ· Δὸς ἡμῖν ἵνα εἷς ⸂σου ἐκ δεξιῶν⸃ καὶ εἷς ἐξ ⸀ἀριστερῶν καθίσωμεν ἐν τῇ δόξῃ σου.,ὁ δὲ εἶπεν αὐτῇ· Τί θέλεις; λέγει αὐτῷ· Εἰπὲ ἵνα καθίσωσιν οὗτοι οἱ δύο υἱοί μου εἷς ἐκ δεξιῶν ⸀σου καὶ εἷς ἐξ εὐωνύμων σου ἐν τῇ βασιλείᾳ σου.
Mark 10:38,Matt 20:22,19,33,0.582217,0.603823,0.408456,0.72,0.643829,33.733153,matt_expands;substitution;reordering,3,2,7,αυτος;δε,αιτεω;αυτος;δε;δυναμαι;εγω;ιησους;λεγω;ο;οιδα;ος;ου;πινω;ποτηριον;τις,βαπτιζω;βαπτισμα;η,αποκρινομαι;μελλω,1,1,"ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· Οὐκ οἴδατε τί αἰτεῖσθε· δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ πίνω, ⸀ἢ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι βαπτισθῆναι;",ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· Οὐκ οἴδατε τί αἰτεῖσθε· δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ μέλλω ⸀πίνειν; λέγουσιν αὐτῷ· Δυνάμεθα.
Mark 10:40,Matt 20:23,19,33,0.687536,0.690268,0.620213,0.8,0.618624,39.144404,matt_expands,11,0,1,,αλλα;δε;δεξιος;διδωμι;εγω;ειμι;εκ;εμος;ετοιμαζω;ευωνυμος;καθιζω;ο;ος;ου,η,αυτος;και;λεγω;μεν;πατηρ;πινω;ποτηριον;υπο,1,4,"τὸ δὲ καθίσαι ἐκ δεξιῶν μου ⸀ἢ ἐξ εὐωνύμων οὐκ ἔστιν ἐμὸν δοῦναι, ἀλλʼ οἷς ἡτοίμασται.","⸀λέγει αὐτοῖς· Τὸ μὲν ποτήριόν μου ⸀πίεσθε, τὸ δὲ καθίσαι ἐκ δεξιῶν μου καὶ ἐξ ⸀εὐωνύμων οὐκ ἔστιν ⸀ἐμὸν δοῦναι, ἀλλʼ οἷς ἡτοίμασται ὑπὸ τοῦ πατρός μου."
Mark 10:41,Matt 20:24,19,33,0.379279,0.419744,0.123655,0.545455,0.503897,17.2379,substitution,0,1,3,,αγανακτεω;ακουω;δεκα;και;ο;περι,αρχω;ιακωβος;ιωαννης,αδελφος;δυο,0,0,Καὶ ἀκούσαντες οἱ δέκα ἤρξαντο ἀγανακτεῖν περὶ Ἰακώβου καὶ Ἰωάννου.,Καὶ ἀκούσαντες οἱ δέκα ἠγανάκτησαν περὶ τῶν δύο ἀδελφῶν.
Mark 10:42,Matt 20:25,19,33,0.60992,0.70074,0.30493,0.736842,0.709867,40.190566,mark_expands;substitution;reordering,0,4,5,ιησους;ο,αυτος;εθνος;ιησους;και;κατακυριευω;κατεξουσιαζω;λεγω;μεγας;ο;οιδα;οτι;προσκαλεομαι,αρχω;δοκεω,αρχων;δε,1,0,⸂καὶ προσκαλεσάμενος αὐτοὺς ὁ Ἰησοῦς⸃ λέγει αὐτοῖς· Οἴδατε ὅτι οἱ δοκοῦντες ἄρχειν τῶν ἐθνῶν κατακυριεύουσιν αὐτῶν καὶ οἱ μεγάλοι αὐτῶν κατεξουσιάζουσιν αὐτῶν.,ὁ δὲ Ἰησοῦς προσκαλεσάμενος αὐτοὺς εἶπεν· Οἴδατε ὅτι οἱ ἄρχοντες τῶν ἐθνῶν κατακυριεύουσιν αὐτῶν καὶ οἱ μεγάλοι κατεξουσιάζουσιν αὐτῶν.
Mark 10:43,Matt 20:26,19,33,0.995642,1.0,1.0,1.0,0.956416,29.18885,mark_expands;reordering,2,3,0,εν;συ,αλλα;αν;γινομαι;διακονος;ειμι;εν;θελω;μεγας;ος;ου;ουτως;συ,δε,,3,2,"οὐχ οὕτως δέ ⸀ἐστιν ἐν ὑμῖν· ἀλλʼ ὃς ⸀ἂν θέλῃ ⸂μέγας γενέσθαι⸃ ἐν ὑμῖν, ἔσται ὑμῶν διάκονος,","οὐχ οὕτως ⸀ἔσται ἐν ὑμῖν· ἀλλʼ ὃς ⸀ἂν θέλῃ ἐν ὑμῖν μέγας γενέσθαι ἔσται ὑμῶν διάκονος,"
Mark 10:44,Matt 20:27,19,33,0.768817,0.834424,0.484556,0.909091,0.903698,16.34026,close_match,0,0,1,,αν;δουλος;ειμι;εν;θελω;και;ος;πρωτος;συ,πας,,2,2,"καὶ ὃς ⸀ἂν θέλῃ ⸂ἐν ὑμῖν εἶναι⸃ πρῶτος, ἔσται πάντων δοῦλος·",καὶ ὃς ⸀ἂν θέλῃ ἐν ὑμῖν εἶναι πρῶτος ⸀ἔσται ὑμῶν δοῦλος·
Mark 10:45,Matt 20:28,19,33,0.908783,0.907752,0.897438,0.952381,0.854592,40.033664,substitution,0,0,2,,αλλα;ανθρωπος;αντι;αυτος;διακονεω;διδωμι;ερχομαι;και;λυτρον;ο;ου;πολυς;υιος;ψυχη,γαρ,ωσπερ,0,0,καὶ γὰρ ὁ υἱὸς τοῦ ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι ἀλλὰ διακονῆσαι καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν.,ὥσπερ ὁ υἱὸς τοῦ ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι ἀλλὰ διακονῆσαι καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν.
Mark 10:46,Matt 20:29,19,33,0.19691,0.209155,0.061618,0.315789,0.242279,17.025725,mark_expands;substitution,0,5,14,,απο;αυτος;εκπορευομαι;ιεριχω;και;οχλος,βαρτιμαιος;εις;ερχομαι;ικανος;καθημαι;μαθητης;ο;οδος;παρα;προσαιτης;τιμαιος;τυφλος;υιος,ακολουθεω;πολυς,3,0,Καὶ ἔρχονται εἰς Ἰεριχώ. καὶ ἐκπορευομένου αὐτοῦ ἀπὸ Ἰεριχὼ καὶ τῶν μαθητῶν αὐτοῦ καὶ ὄχλου ἱκανοῦ ⸀ὁ υἱὸς Τιμαίου Βαρτιμαῖος ⸀τυφλὸς ⸂προσαίτης ἐκάθητο παρὰ τὴν ὁδόν⸃.,Καὶ ἐκπορευομένων αὐτῶν ἀπὸ Ἰεριχὼ ἠκολούθησεν αὐτῷ ὄχλος πολύς.
Mark 10:47,Matt 20:30,19,33,0.354315,0.397751,0.136539,0.5,0.411918,29.304468,matt_expands;substitution;reordering,10,4,4,εγω;ελεαω;ο,ακουω;δαυιδ;εγω;ελεαω;ιησους;και;κραζω;λεγω;ο;οτι;υιος,αρχω;ειμι;ναζαρηνος,δυο;ιδου;καθημαι;κυριος;οδος;παρα;παραγω;τυφλος,2,2,"καὶ ἀκούσας ὅτι Ἰησοῦς ὁ ⸀Ναζαρηνός ἐστιν ἤρξατο κράζειν καὶ λέγειν· ⸀Υἱὲ Δαυὶδ Ἰησοῦ, ἐλέησόν με.","καὶ ἰδοὺ δύο τυφλοὶ καθήμενοι παρὰ τὴν ὁδόν, ἀκούσαντες ὅτι Ἰησοῦς παράγει, ἔκραξαν λέγοντες· ⸂Κύριε, ἐλέησον ἡμᾶς⸃, ⸀υἱὸς Δαυίδ."
Mark 10:48,Matt 20:31,19,33,0.439743,0.574261,0.051071,0.526316,0.632946,32.519623,matt_expands;substitution;reordering,4,3,5,εγω;ελεαω,αυτος;δαυιδ;δε;εγω;ελεαω;επιτιμαω;ινα;κραζω;ο;σιωπαω;υιος,και;μαλλον;πολυς,κυριος;λεγω;μεγας;οχλος,0,3,"καὶ ἐπετίμων αὐτῷ πολλοὶ ἵνα σιωπήσῃ· ὁ δὲ πολλῷ μᾶλλον ἔκραζεν· Υἱὲ Δαυίδ, ἐλέησόν με.","ὁ δὲ ὄχλος ἐπετίμησεν αὐτοῖς ἵνα σιωπήσωσιν· οἱ δὲ μεῖζον ⸀ἔκραξαν λέγοντες· ⸂Κύριε, ἐλέησον ἡμᾶς⸃, ⸀υἱὸς Δαυίδ."
Mark 10:49,Matt 20:32,19,33,0.316928,0.393899,0.080254,0.375,0.446095,15.950156,mark_expands;substitution,0,4,4,,αυτος;ιησους;ιστημι;και;λεγω;ο;συ;φωνεω,εγειρω;θαρσεω;τυφλος,θελω;ποιεω;τις,2,0,"καὶ στὰς ὁ Ἰησοῦς εἶπεν· ⸂Φωνήσατε αὐτόν⸃. καὶ φωνοῦσι τὸν τυφλὸν λέγοντες αὐτῷ· Θάρσει, ⸀ἔγειρε, φωνεῖ σε.",καὶ στὰς ὁ Ἰησοῦς ἐφώνησεν αὐτοὺς καὶ εἶπεν· Τί θέλετε ποιήσω ὑμῖν;
Mark 10:52,Matt 20:34,19,34,0.212401,0.210527,0.078202,0.375,0.231129,13.934131,mark_expands;substitution;reordering,0,9,6,ο,ακολουθεω;αναβλεπω;αυτος;ιησους;και;ο,εν;ευθυς;λεγω;οδος;πιστις;συ;σωζω;υπαγω,απτω;δε;ευθεως;ομμα;σπλαγχνιζομαι,3,2,"⸂καὶ ὁ⸃ Ἰησοῦς εἶπεν αὐτῷ· Ὕπαγε, ἡ πίστις σου σέσωκέν σε. καὶ ⸀εὐθὺς ἀνέβλεψεν, καὶ ἠκολούθει ⸀αὐτῷ ἐν τῇ ὁδῷ.","σπλαγχνισθεὶς δὲ ὁ Ἰησοῦς ἥψατο τῶν ⸀ὀμμάτων αὐτῶν, καὶ εὐθέως ⸀ἀνέβλεψαν καὶ ἠκολούθησαν αὐτῷ."
Mark 11:1,Matt 21:1,19,34,0.622686,0.722862,0.265901,0.8,0.70923,43.416235,matt_expands;substitution;reordering,4,2,3,και,αποστελλω;βηθφαγη;δυο;εγγιζω;εις;ελαια;ιεροσολυμα;και;μαθητης;ο;ορος;οτε,αυτος;βηθανια;προς,ερχομαι;ιησους;τοτε,0,2,"Καὶ ὅτε ἐγγίζουσιν εἰς Ἱεροσόλυμα εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ Ὄρος τῶν Ἐλαιῶν, ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ","Καὶ ὅτε ἤγγισαν εἰς Ἱεροσόλυμα καὶ ἦλθον εἰς Βηθφαγὴ ⸀εἰς τὸ Ὄρος τῶν Ἐλαιῶν, τότε ⸀Ἰησοῦς ἀπέστειλεν δύο μαθητὰς"
Mark 11:2,Matt 21:2,19,34,0.262626,0.316347,0.0,0.416667,0.369366,30.336373,mark_expands;substitution;reordering,0,10,11,δεω;ευρισκω;και;πωλος,αυτος;δεω;εις;ευρισκω;και;κατεναντι;κωμη;λεγω;λυω;ο;πωλος;συ,ανθρωπος;εισπορευομαι;επι;ευθυς;καθιζω;ος;ουδεις;ουπω;υπαγω;φερω,αγω;εγω;ευθεως;μετα;ονος;πορευομαι,4,4,"καὶ λέγει αὐτοῖς· Ὑπάγετε εἰς τὴν κώμην τὴν κατέναντι ὑμῶν, καὶ ⸀εὐθὺς εἰσπορευόμενοι εἰς αὐτὴν εὑρήσετε πῶλον δεδεμένον ἐφʼ ὃν οὐδεὶς ⸀οὔπω ἀνθρώπων ⸀ἐκάθισεν· ⸂λύσατε αὐτὸν καὶ φέρετε⸃.","λέγων αὐτοῖς· ⸀Πορεύεσθε εἰς τὴν κώμην τὴν ⸀κατέναντι ὑμῶν, καὶ ⸀εὐθέως εὑρήσετε ὄνον δεδεμένην καὶ πῶλον μετʼ αὐτῆς· λύσαντες ⸀ἀγάγετέ μοι."
