book,ref,chapter,verse,token_count_morphgnt,content_token_count_morphgnt,normalized_tokens_morphgnt,content_tokens_morphgnt,lemma_tokens_all,lemma_tokens_content,pos_sequence,long_ending_status
Luke,Luke 17:16,17,16,14,6,και επεσεν επι προσωπον παρα τουσ ποδασ αυτου ευχαριστων αυτω και αυτοσ ην σαμαριτησ,επεσεν προσωπον ποδασ ευχαριστων ην σαμαριτησ,και πιπτω επι προσωπον παρα ο πουσ αυτοσ ευχαριστεω αυτοσ και αυτοσ ειμι σαμαριτησ,πιπτω προσωπον πουσ ευχαριστεω ειμι σαμαριτησ,C- V- P- N- P- RA N- RP V- RP C- RP V- N-,main_text
Luke,Luke 17:17,17,17,13,7,αποκριθεισ δε ο ιησουσ ειπεν ουχι οι δεκα εκαθαρισθησαν οι δε εννεα που,αποκριθεισ ιησουσ ειπεν δεκα εκαθαρισθησαν εννεα που,αποκρινομαι δε ο ιησουσ λεγω ουχι ο δεκα καθαριζω ο δε εννεα που,αποκρινομαι ιησουσ λεγω δεκα καθαριζω εννεα που,V- C- RA N- V- X- RA A- V- RA C- A- D-,main_text
Luke,Luke 17:18,17,18,12,8,ου ευρεθησαν υποστρεψαντεσ δουναι δοξαν τω θεω ει μη ο αλλογενησ ουτοσ,ου ευρεθησαν υποστρεψαντεσ δουναι δοξαν θεω μη αλλογενησ,ου ευρισκω υποστρεφω διδωμι δοξα ο θεοσ ει μη ο αλλογενησ ουτοσ,ου ευρισκω υποστρεφω διδωμι δοξα θεοσ μη αλλογενησ,D- V- V- V- N- RA N- C- D- RA A- RD,main_text
Luke,Luke 17:19,17,19,10,5,και ειπεν αυτω αναστασ πορευου η πιστισ σου σεσωκεν σε,ειπεν αναστασ πορευου πιστισ σεσωκεν,και λεγω αυτοσ ανιστημι πορευομαι ο πιστισ συ σωζω συ,λεγω ανιστημι πορευομαι πιστισ σωζω,C- V- RP V- V- RA N- RP V- RP,main_text
Luke,Luke 17:20,17,20,23,13,επερωτηθεισ δε υπο των φαρισαιων ποτε ερχεται η βασιλεια του θεου απεκριθη αυτοισ και ειπεν ου ερχεται η βασιλεια του θεου μετα παρατηρησεωσ,επερωτηθεισ φαρισαιων ποτε ερχεται βασιλεια θεου απεκριθη ειπεν ου ερχεται βασιλεια θεου παρατηρησεωσ,επερωταω δε υπο ο φαρισαιοσ ποτε ερχομαι ο βασιλεια ο θεοσ αποκρινομαι αυτοσ και λεγω ου ερχομαι ο βασιλεια ο θεοσ μετα παρατηρησισ,επερωταω φαρισαιοσ ποτε ερχομαι βασιλεια θεοσ αποκρινομαι λεγω ου ερχομαι βασιλεια θεοσ παρατηρησισ,V- C- P- RA N- D- V- RA N- RA N- V- RP C- V- D- V- RA N- RA N- P- N-,main_text
Luke,Luke 17:21,17,21,15,6,ουδε ερουσιν ιδου ωδε η εκει ιδου γαρ η βασιλεια του θεου εντοσ υμων εστιν,ερουσιν ωδε εκει βασιλεια θεου εστιν,ουδε λεγω ιδου ωδε η εκει ιδου γαρ ο βασιλεια ο θεοσ εντοσ συ ειμι,λεγω ωδε εκει βασιλεια θεοσ ειμι,C- V- X- D- C- D- X- C- RA N- RA N- P- RP V-,main_text
Luke,Luke 17:22,17,22,20,13,ειπεν δε προσ τουσ μαθητασ ελευσονται ημεραι οτε επιθυμησετε μιαν των ημερων του υιου του ανθρωπου ιδειν και ου οψεσθε,ειπεν μαθητασ ελευσονται ημεραι οτε επιθυμησετε μιαν ημερων υιου ανθρωπου ιδειν ου οψεσθε,λεγω δε προσ ο μαθητησ ερχομαι ημερα οτε επιθυμεω εισ ο ημερα ο υιοσ ο ανθρωποσ οραω και ου οραω,λεγω μαθητησ ερχομαι ημερα οτε επιθυμεω εισ ημερα υιοσ ανθρωποσ οραω ου οραω,V- C- P- RA N- V- N- D- V- A- RA N- RA N- RA N- V- C- D- V-,main_text
Luke,Luke 17:23,17,23,11,6,και ερουσιν υμιν ιδου εκει ιδου ωδε μη απελθητε μηδε διωξητε,ερουσιν εκει ωδε μη απελθητε διωξητε,και λεγω συ ιδου εκει ιδου ωδε μη απερχομαι μηδε διωκω,λεγω εκει ωδε μη απερχομαι διωκω,C- V- RP X- D- X- D- D- V- C- V-,main_text
Luke,Luke 17:24,17,24,25,10,ωσπερ γαρ η αστραπη αστραπτουσα εκ τησ υπο τον ουρανον εισ την υπο ουρανον λαμπει ουτωσ εσται ο υιοσ του ανθρωπου εν τη ημερα αυτου,αστραπη αστραπτουσα ουρανον ουρανον λαμπει ουτωσ εσται υιοσ ανθρωπου ημερα,ωσπερ γαρ ο αστραπη αστραπτω εκ ο υπο ο ουρανοσ εισ ο υπο ουρανοσ λαμπω ουτωσ ειμι ο υιοσ ο ανθρωποσ εν ο ημερα αυτοσ,αστραπη αστραπτω ουρανοσ ουρανοσ λαμπω ουτωσ ειμι υιοσ ανθρωποσ ημερα,C- C- RA N- V- P- RA P- RA N- P- RA P- N- V- D- V- RA N- RA N- P- RA N- RP,main_text
Luke,Luke 17:25,17,25,12,6,πρωτον δε δει αυτον πολλα παθειν και αποδοκιμασθηναι απο τησ γενεασ ταυτησ,πρωτον δει πολλα παθειν αποδοκιμασθηναι γενεασ,πρωτοσ δε δεω αυτοσ πολυσ πασχω και αποδοκιμαζω απο ο γενεα ουτοσ,πρωτοσ δεω πολυσ πασχω αποδοκιμαζω γενεα,A- C- V- RP A- V- C- V- P- RA N- RD,main_text
Luke,Luke 17:26,17,26,17,9,και καθωσ εγενετο εν ταισ ημεραισ νωε ουτωσ εσται και εν ταισ ημεραισ του υιου του ανθρωπου,εγενετο ημεραισ νωε ουτωσ εσται και ημεραισ υιου ανθρωπου,και καθωσ γινομαι εν ο ημερα νωε ουτωσ ειμι και εν ο ημερα ο υιοσ ο ανθρωποσ,γινομαι ημερα νωε ουτωσ ειμι και ημερα υιοσ ανθρωποσ,C- C- V- P- RA N- N- D- V- D- P- RA N- RA N- RA N-,main_text
Luke,Luke 17:27,17,27,19,12,ησθιον επινον εγαμουν εγαμιζοντο αχρι ησ ημερασ εισηλθεν νωε εισ την κιβωτον και ηλθεν ο κατακλυσμοσ και απωλεσεν παντασ,ησθιον επινον εγαμουν εγαμιζοντο ημερασ εισηλθεν νωε κιβωτον ηλθεν κατακλυσμοσ απωλεσεν παντασ,εσθιω πινω γαμεω γαμιζω αχρι οσ ημερα εισερχομαι νωε εισ ο κιβωτοσ και ερχομαι ο κατακλυσμοσ και απολλυμι πασ,εσθιω πινω γαμεω γαμιζω ημερα εισερχομαι νωε κιβωτοσ ερχομαι κατακλυσμοσ απολλυμι πασ,V- V- V- V- P- RR N- V- N- P- RA N- C- V- RA N- C- V- A-,main_text
Luke,Luke 17:28,17,28,13,10,ομοιωσ καθωσ εγενετο εν ταισ ημεραισ λωτ ησθιον επινον ηγοραζον επωλουν εφυτευον ωκοδομουν,ομοιωσ εγενετο ημεραισ λωτ ησθιον επινον ηγοραζον επωλουν εφυτευον ωκοδομουν,ομοιωσ καθωσ γινομαι εν ο ημερα λωτ εσθιω πινω αγοραζω πωλεω φυτευω οικοδομεω,ομοιωσ γινομαι ημερα λωτ εσθιω πινω αγοραζω πωλεω φυτευω οικοδομεω,D- C- V- P- RA N- N- V- V- V- V- V- V-,main_text
Luke,Luke 17:29,17,29,16,10,η δε ημερα εξηλθεν λωτ απο σοδομων εβρεξεν πυρ και θειον απο ουρανου και απωλεσεν παντασ,ημερα εξηλθεν λωτ σοδομων εβρεξεν πυρ θειον ουρανου απωλεσεν παντασ,οσ δε ημερα εξερχομαι λωτ απο σοδομα βρεχω πυρ και θειον απο ουρανοσ και απολλυμι πασ,ημερα εξερχομαι λωτ σοδομα βρεχω πυρ θειον ουρανοσ απολλυμι πασ,RR C- N- V- N- P- N- V- N- C- N- P- N- C- V- A-,main_text
Luke,Luke 17:30,17,30,11,6,κατα τα αυτα εσται η ημερα ο υιοσ του ανθρωπου αποκαλυπτεται,αυτα εσται ημερα υιοσ ανθρωπου αποκαλυπτεται,κατα ο αυτοσ ειμι οσ ημερα ο υιοσ ο ανθρωποσ αποκαλυπτω,αυτοσ ειμι ημερα υιοσ ανθρωποσ αποκαλυπτω,P- RA A- V- RR N- RA N- RA N- V-,main_text
Luke,Luke 17:31,17,31,30,13,εν εκεινη τη ημερα οσ εσται επι του δωματοσ και τα σκευη αυτου εν τη οικια μη καταβατω αραι αυτα και ο εν αγρω ομοιωσ μη επιστρεψατω εισ τα οπισω,ημερα εσται δωματοσ σκευη οικια μη καταβατω αραι αγρω ομοιωσ μη επιστρεψατω οπισω,εν εκεινοσ ο ημερα οσ ειμι επι ο δωμα και ο σκευοσ αυτοσ εν ο οικια μη καταβαινω αιρω αυτοσ και ο εν αγροσ ομοιωσ μη επιστρεφω εισ ο οπισω,ημερα ειμι δωμα σκευοσ οικια μη καταβαινω αιρω αγροσ ομοιωσ μη επιστρεφω οπισω,P- RD RA N- RR V- P- RA N- C- RA N- RP P- RA N- D- V- V- RP C- RA P- N- D- D- V- P- RA D-,main_text
Luke,Luke 17:32,17,32,4,3,μνημονευετε τησ γυναικοσ λωτ,μνημονευετε γυναικοσ λωτ,μνημονευω ο γυνη λωτ,μνημονευω γυνη λωτ,V- RA N- N-,main_text
Luke,Luke 17:33,17,33,15,6,οσ εαν ζητηση την ψυχην αυτου περιποιησασθαι απολεσει αυτην οσ δε αν απολεση ζωογονησει αυτην,ζητηση ψυχην περιποιησασθαι απολεσει απολεση ζωογονησει,οσ εαν ζητεω ο ψυχη αυτοσ περιποιεομαι απολλυμι αυτοσ οσ δε αν απολλυμι ζωογονεω αυτοσ,ζητεω ψυχη περιποιεομαι απολλυμι απολλυμι ζωογονεω,RR X- V- RA N- RP V- V- RP RR C- X- V- V- RP,main_text
Luke,Luke 17:34,17,34,17,10,λεγω υμιν ταυτη τη νυκτι εσονται δυο επι κλινησ μιασ ο εισ παραλημφθησεται και ο ετεροσ αφεθησεται,λεγω νυκτι εσονται δυο κλινησ μιασ εισ παραλημφθησεται ετεροσ αφεθησεται,λεγω συ ουτοσ ο νυξ ειμι δυο επι κλινη εισ ο εισ παραλαμβανω και ο ετεροσ αφιημι,λεγω νυξ ειμι δυο κλινη εισ εισ παραλαμβανω ετεροσ αφιημι,V- RP RD RA N- V- A- P- N- A- RA A- V- C- RA A- V-,main_text
Luke,Luke 17:35,17,35,13,8,εσονται δυο αληθουσαι επι το αυτο η μια παραλημφθησεται η δε ετερα αφεθησεται,εσονται δυο αληθουσαι αυτο μια παραλημφθησεται ετερα αφεθησεται,ειμι δυο αληθω επι ο αυτοσ ο εισ παραλαμβανω ο δε ετεροσ αφιημι,ειμι δυο αληθω αυτοσ εισ παραλαμβανω ετεροσ αφιημι,V- A- V- P- RA A- RA A- V- RA C- A- V-,main_text
Luke,Luke 17:37,17,37,18,10,και αποκριθεντεσ λεγουσιν αυτω που κυριε ο δε ειπεν αυτοισ οπου το σωμα εκει και οι αετοι επισυναχθησονται,αποκριθεντεσ λεγουσιν που κυριε ειπεν σωμα εκει και αετοι επισυναχθησονται,και αποκρινομαι λεγω αυτοσ που κυριοσ ο δε λεγω αυτοσ οπου ο σωμα εκει και ο αετοσ επισυναγω,αποκρινομαι λεγω που κυριοσ λεγω σωμα εκει και αετοσ επισυναγω,C- V- V- RP D- N- RA C- V- RP C- RA N- D- D- RA N- V-,main_text
Luke,Luke 18:1,18,1,13,7,ελεγεν δε παραβολην αυτοισ προσ το δειν παντοτε προσευχεσθαι αυτουσ και μη εγκακειν,ελεγεν παραβολην δειν παντοτε προσευχεσθαι μη εγκακειν,λεγω δε παραβολη αυτοσ προσ ο δεω παντοτε προσευχομαι αυτοσ και μη εγκακεω,λεγω παραβολη δεω παντοτε προσευχομαι μη εγκακεω,V- C- N- RP P- RA V- D- V- RP C- D- V-,main_text
Luke,Luke 18:2,18,2,15,10,λεγων κριτησ τισ ην εν τινι πολει τον θεον μη φοβουμενοσ και ανθρωπον μη εντρεπομενοσ,λεγων κριτησ ην πολει θεον μη φοβουμενοσ ανθρωπον μη εντρεπομενοσ,λεγω κριτησ τισ ειμι εν τισ πολισ ο θεοσ μη φοβεομαι και ανθρωποσ μη εντρεπω,λεγω κριτησ ειμι πολισ θεοσ μη φοβεομαι ανθρωποσ μη εντρεπω,V- N- RI V- P- RI N- RA N- D- V- C- N- D- V-,main_text
Luke,Luke 18:3,18,3,18,7,χηρα δε ην εν τη πολει εκεινη και ηρχετο προσ αυτον λεγουσα εκδικησον με απο του αντιδικου μου,χηρα ην πολει ηρχετο λεγουσα εκδικησον αντιδικου,χηρα δε ειμι εν ο πολισ εκεινοσ και ερχομαι προσ αυτοσ λεγω εκδικεω εγω απο ο αντιδικοσ εγω,χηρα ειμι πολισ ερχομαι λεγω εκδικεω αντιδικοσ,A- C- V- P- RA N- RD C- V- P- RP V- V- RP P- RA N- RP,main_text
Luke,Luke 18:4,18,4,20,10,και ου ηθελεν επι χρονον μετα ταυτα δε ειπεν εν εαυτω ει και τον θεον ου φοβουμαι ουδε ανθρωπον εντρεπομαι,ου ηθελεν χρονον ειπεν και θεον ου φοβουμαι ανθρωπον εντρεπομαι,και ου θελω επι χρονοσ μετα ουτοσ δε λεγω εν εαυτου ει και ο θεοσ ου φοβεομαι ουδε ανθρωποσ εντρεπω,ου θελω χρονοσ λεγω και θεοσ ου φοβεομαι ανθρωποσ εντρεπω,C- D- V- P- N- P- RD C- V- P- RP C- D- RA N- D- V- C- N- V-,main_text
Luke,Luke 18:5,18,5,18,8,δια γε το παρεχειν μοι κοπον την χηραν ταυτην εκδικησω αυτην ινα μη εισ τελοσ ερχομενη υπωπιαζη με,παρεχειν κοπον χηραν εκδικησω μη τελοσ ερχομενη υπωπιαζη,δια γε ο παρεχω εγω κοποσ ο χηρα ουτοσ εκδικεω αυτοσ ινα μη εισ τελοσ ερχομαι υπωπιαζω εγω,παρεχω κοποσ χηρα εκδικεω μη τελοσ ερχομαι υπωπιαζω,P- X- RA V- RP N- RA A- RD V- RP C- D- P- N- V- V- RP,main_text
Luke,Luke 18:6,18,6,11,6,ειπεν δε ο κυριοσ ακουσατε τι ο κριτησ τησ αδικιασ λεγει,ειπεν κυριοσ ακουσατε κριτησ αδικιασ λεγει,λεγω δε ο κυριοσ ακουω τισ ο κριτησ ο αδικια λεγω,λεγω κυριοσ ακουω κριτησ αδικια λεγω,V- C- RA N- V- RI RA N- RA N- V-,main_text
Luke,Luke 18:7,18,7,21,8,ο δε θεοσ ου μη ποιηση την εκδικησιν των εκλεκτων αυτου των βοωντων αυτω ημερασ και νυκτοσ και μακροθυμει επι αυτοισ,θεοσ ποιηση εκδικησιν εκλεκτων βοωντων ημερασ νυκτοσ μακροθυμει,ο δε θεοσ ου μη ποιεω ο εκδικησισ ο εκλεκτοσ αυτοσ ο βοαω αυτοσ ημερα και νυξ και μακροθυμεω επι αυτοσ,θεοσ ποιεω εκδικησισ εκλεκτοσ βοαω ημερα νυξ μακροθυμεω,RA C- N- X- X- V- RA N- RA A- RP RA V- RP N- C- N- C- V- P- RP,main_text
Luke,Luke 18:8,18,8,22,10,λεγω υμιν οτι ποιησει την εκδικησιν αυτων εν ταχει πλην ο υιοσ του ανθρωπου ελθων αρα ευρησει την πιστιν επι τησ γησ,λεγω ποιησει εκδικησιν ταχει υιοσ ανθρωπου ελθων ευρησει πιστιν γησ,λεγω συ οτι ποιεω ο εκδικησισ αυτοσ εν ταχοσ πλην ο υιοσ ο ανθρωποσ ερχομαι αρα ευρισκω ο πιστισ επι ο γη,λεγω ποιεω εκδικησισ ταχοσ υιοσ ανθρωποσ ερχομαι ευρισκω πιστισ γη,V- RP C- V- RA N- RP P- N- C- RA N- RA N- V- X- V- RA N- P- RA N-,main_text
Luke,Luke 18:9,18,9,19,8,ειπεν δε και προσ τινασ τουσ πεποιθοτασ επι εαυτοισ οτι εισιν δικαιοι και εξουθενουντασ τουσ λοιπουσ την παραβολην ταυτην,ειπεν και πεποιθοτασ εισιν δικαιοι εξουθενουντασ λοιπουσ παραβολην,λεγω δε και προσ τισ ο πειθω επι εαυτου οτι ειμι δικαιοσ και εξουθενεω ο λοιποσ ο παραβολη ουτοσ,λεγω και πειθω ειμι δικαιοσ εξουθενεω λοιποσ παραβολη,V- C- D- P- RI RA V- P- RP C- V- A- C- V- RA A- RA N- RD,main_text
Luke,Luke 18:10,18,10,14,9,ανθρωποι δυο ανεβησαν εισ το ιερον προσευξασθαι ο εισ φαρισαιοσ και ο ετεροσ τελωνησ,ανθρωποι δυο ανεβησαν ιερον προσευξασθαι εισ φαρισαιοσ ετεροσ τελωνησ,ανθρωποσ δυο αναβαινω εισ ο ιεροσ προσευχομαι ο εισ φαρισαιοσ και ο ετεροσ τελωνησ,ανθρωποσ δυο αναβαινω ιεροσ προσευχομαι εισ φαρισαιοσ ετεροσ τελωνησ,N- A- V- P- RA A- V- RA A- N- C- RA A- N-,main_text
Luke,Luke 18:11,18,11,28,14,ο φαρισαιοσ σταθεισ προσ εαυτον ταυτα προσηυχετο ο θεοσ ευχαριστω σοι οτι ου ειμι ωσπερ οι λοιποι των ανθρωπων αρπαγεσ αδικοι μοιχοι η και ωσ ουτοσ ο τελωνησ,φαρισαιοσ σταθεισ προσηυχετο θεοσ ευχαριστω ου ειμι λοιποι ανθρωπων αρπαγεσ αδικοι μοιχοι και τελωνησ,ο φαρισαιοσ ιστημι προσ εαυτου ουτοσ προσευχομαι ο θεοσ ευχαριστεω συ οτι ου ειμι ωσπερ ο λοιποσ ο ανθρωποσ αρπαξ αδικοσ μοιχοσ η και ωσ ουτοσ ο τελωνησ,φαρισαιοσ ιστημι προσευχομαι θεοσ ευχαριστεω ου ειμι λοιποσ ανθρωποσ αρπαξ αδικοσ μοιχοσ και τελωνησ,RA N- V- P- RP RD V- RA N- V- RP C- D- V- C- RA A- RA N- A- A- N- C- D- C- RD RA N-,main_text
Luke,Luke 18:12,18,12,8,6,νηστευω δισ του σαββατου αποδεκατω παντα οσα κτωμαι,νηστευω δισ σαββατου αποδεκατω παντα κτωμαι,νηστευω δισ ο σαββατον αποδεκατοω πασ οσοσ κταομαι,νηστευω δισ σαββατον αποδεκατοω πασ κταομαι,V- D- RA N- V- A- RR V-,main_text
Luke,Luke 18:13,18,13,26,15,ο δε τελωνησ μακροθεν εστωσ ου ηθελεν ουδε τουσ οφθαλμουσ επαραι εισ τον ουρανον αλλα ετυπτεν το στηθοσ αυτου λεγων ο θεοσ ιλασθητι μοι τω αμαρτωλω,τελωνησ μακροθεν εστωσ ου ηθελεν ουδε οφθαλμουσ επαραι ουρανον ετυπτεν στηθοσ λεγων θεοσ ιλασθητι αμαρτωλω,ο δε τελωνησ μακροθεν ιστημι ου θελω ουδε ο οφθαλμοσ επαιρω εισ ο ουρανοσ αλλα τυπτω ο στηθοσ αυτοσ λεγω ο θεοσ ιλασκομαι εγω ο αμαρτωλοσ,τελωνησ μακροθεν ιστημι ου θελω ουδε οφθαλμοσ επαιρω ουρανοσ τυπτω στηθοσ λεγω θεοσ ιλασκομαι αμαρτωλοσ,RA C- N- D- V- D- V- D- RA N- V- P- RA N- C- V- RA N- RP V- RA N- V- RP RA A-,main_text
Luke,Luke 18:14,18,14,22,9,λεγω υμιν κατεβη ουτοσ δεδικαιωμενοσ εισ τον οικον αυτου παρα εκεινον οτι πασ ο υψων εαυτον ταπεινωθησεται ο δε ταπεινων εαυτον υψωθησεται,λεγω κατεβη δεδικαιωμενοσ οικον πασ υψων ταπεινωθησεται ταπεινων υψωθησεται,λεγω συ καταβαινω ουτοσ δικαιοω εισ ο οικοσ αυτοσ παρα εκεινοσ οτι πασ ο υψοω εαυτου ταπεινοω ο δε ταπεινοω εαυτου υψοω,λεγω καταβαινω δικαιοω οικοσ πασ υψοω ταπεινοω ταπεινοω υψοω,V- RP V- RD V- P- RA N- RP P- RD C- A- RA V- RP V- RA C- V- RP V-,main_text
Luke,Luke 18:15,18,15,15,7,προσεφερον δε αυτω και τα βρεφη ινα αυτων απτηται ιδοντεσ δε οι μαθηται επετιμων αυτοισ,προσεφερον και βρεφη απτηται ιδοντεσ μαθηται επετιμων,προσφερω δε αυτοσ και ο βρεφοσ ινα αυτοσ απτω οραω δε ο μαθητησ επιτιμαω αυτοσ,προσφερω και βρεφοσ απτω οραω μαθητησ επιτιμαω,V- C- RP D- RA N- C- RP V- V- C- RA N- V- RP,main_text
Luke,Luke 18:16,18,16,24,11,ο δε ιησουσ προσεκαλεσατο αυτα λεγων αφετε τα παιδια ερχεσθαι προσ με και μη κωλυετε αυτα των γαρ τοιουτων εστιν η βασιλεια του θεου,ιησουσ προσεκαλεσατο λεγων αφετε παιδια ερχεσθαι μη κωλυετε εστιν βασιλεια θεου,ο δε ιησουσ προσκαλεομαι αυτοσ λεγω αφιημι ο παιδιον ερχομαι προσ εγω και μη κωλυω αυτοσ ο γαρ τοιουτοσ ειμι ο βασιλεια ο θεοσ,ιησουσ προσκαλεομαι λεγω αφιημι παιδιον ερχομαι μη κωλυω ειμι βασιλεια θεοσ,RA C- N- V- RP V- V- RA N- V- P- RP C- D- V- RP RA C- RD V- RA N- RA N-,main_text
Luke,Luke 18:17,18,17,18,9,αμην λεγω υμιν οσ αν μη δεξηται την βασιλειαν του θεου ωσ παιδιον ου μη εισελθη εισ αυτην,λεγω μη δεξηται βασιλειαν θεου παιδιον ου μη εισελθη,αμην λεγω συ οσ αν μη δεχομαι ο βασιλεια ο θεοσ ωσ παιδιον ου μη εισερχομαι εισ αυτοσ,λεγω μη δεχομαι βασιλεια θεοσ παιδιον ου μη εισερχομαι,X- V- RP RR X- D- V- RA N- RA N- C- N- D- D- V- P- RP,main_text
Luke,Luke 18:18,18,18,13,9,και επηρωτησεν τισ αυτον αρχων λεγων διδασκαλε αγαθε τι ποιησασ ζωην αιωνιον κληρονομησω,επηρωτησεν αρχων λεγων διδασκαλε αγαθε ποιησασ ζωην αιωνιον κληρονομησω,και επερωταω τισ αυτοσ αρχων λεγω διδασκαλοσ αγαθοσ τισ ποιεω ζωη αιωνιοσ κληρονομεω,επερωταω αρχων λεγω διδασκαλοσ αγαθοσ ποιεω ζωη αιωνιοσ κληρονομεω,C- V- RI RP N- V- N- A- RI V- N- A- V-,main_text
Luke,Luke 18:19,18,19,16,9,ειπεν δε αυτω ο ιησουσ τι με λεγεισ αγαθον ουδεισ αγαθοσ ει μη εισ ο θεοσ,ειπεν ιησουσ λεγεισ αγαθον ουδεισ αγαθοσ μη εισ θεοσ,λεγω δε αυτοσ ο ιησουσ τισ εγω λεγω αγαθοσ ουδεισ αγαθοσ ει μη εισ ο θεοσ,λεγω ιησουσ λεγω αγαθοσ ουδεισ αγαθοσ μη εισ θεοσ,V- C- RP RA N- RI RP V- A- A- A- C- D- A- RA N-,main_text
Luke,Luke 18:20,18,20,18,13,τασ εντολασ οιδασ μη μοιχευσησ μη φονευσησ μη κλεψησ μη ψευδομαρτυρησησ τιμα τον πατερα σου και την μητερα,εντολασ οιδασ μη μοιχευσησ μη φονευσησ μη κλεψησ μη ψευδομαρτυρησησ τιμα πατερα μητερα,ο εντολη οιδα μη μοιχευω μη φονευω μη κλεπτω μη ψευδομαρτυρεω τιμαω ο πατηρ συ και ο μητηρ,εντολη οιδα μη μοιχευω μη φονευω μη κλεπτω μη ψευδομαρτυρεω τιμαω πατηρ μητηρ,RA N- V- D- V- D- V- D- V- D- V- V- RA N- RP C- RA N-,main_text
Luke,Luke 18:21,18,21,9,4,ο δε ειπεν ταυτα παντα εφυλαξα εκ νεοτητοσ μου,ειπεν παντα εφυλαξα νεοτητοσ,ο δε λεγω ουτοσ πασ φυλασσω εκ νεοτησ εγω,λεγω πασ φυλασσω νεοτησ,RA C- V- RD A- V- P- N- RP,main_text
Luke,Luke 18:22,18,22,26,16,ακουσασ δε ο ιησουσ ειπεν αυτω ετι εν σοι λειπει παντα οσα εχεισ πωλησον και διαδοσ πτωχοισ και εξεισ θησαυρον εν ουρανοισ και δευρο ακολουθει μοι,ακουσασ ιησουσ ειπεν ετι εν λειπει παντα εχεισ πωλησον διαδοσ πτωχοισ εξεισ θησαυρον ουρανοισ δευρο ακολουθει,ακουω δε ο ιησουσ λεγω αυτοσ ετι εισ συ λειπω πασ οσοσ εχω πωλεω και διαδιδωμι πτωχοσ και εχω θησαυροσ εν ουρανοσ και δευρο ακολουθεω εγω,ακουω ιησουσ λεγω ετι εισ λειπω πασ εχω πωλεω διαδιδωμι πτωχοσ εχω θησαυροσ ουρανοσ δευρο ακολουθεω,V- C- RA N- V- RP D- A- RP V- A- RR V- V- C- V- A- C- V- N- P- N- C- D- V- RP,main_text
Luke,Luke 18:23,18,23,10,6,ο δε ακουσασ ταυτα περιλυποσ εγενηθη ην γαρ πλουσιοσ σφοδρα,ακουσασ περιλυποσ εγενηθη ην πλουσιοσ σφοδρα,ο δε ακουω ουτοσ περιλυποσ γινομαι ειμι γαρ πλουσιοσ σφοδρα,ακουω περιλυποσ γινομαι ειμι πλουσιοσ σφοδρα,RA C- V- RD A- V- V- C- A- D-,main_text
Luke,Luke 18:24,18,24,18,10,ιδων δε αυτον ο ιησουσ ειπεν πωσ δυσκολωσ οι τα χρηματα εχοντεσ εισ την βασιλειαν του θεου εισπορευονται,ιδων ιησουσ ειπεν πωσ δυσκολωσ χρηματα εχοντεσ βασιλειαν θεου εισπορευονται,οραω δε αυτοσ ο ιησουσ λεγω πωσ δυσκολωσ ο ο χρημα εχω εισ ο βασιλεια ο θεοσ εισπορευομαι,οραω ιησουσ λεγω πωσ δυσκολωσ χρημα εχω βασιλεια θεοσ εισπορευομαι,V- C- RP RA N- V- D- D- RA RA N- V- P- RA N- RA N- V-,main_text
Luke,Luke 18:25,18,25,16,10,ευκοπωτερον γαρ εστιν καμηλον δια τρηματοσ βελονησ εισελθειν η πλουσιον εισ την βασιλειαν του θεου εισελθειν,ευκοπωτερον εστιν καμηλον τρηματοσ βελονησ εισελθειν πλουσιον βασιλειαν θεου εισελθειν,ευκοπωτεροσ γαρ ειμι καμηλοσ δια τρημα βελονη εισερχομαι η πλουσιοσ εισ ο βασιλεια ο θεοσ εισερχομαι,ευκοπωτεροσ ειμι καμηλοσ τρημα βελονη εισερχομαι πλουσιοσ βασιλεια θεοσ εισερχομαι,A- C- V- N- P- N- N- V- C- A- P- RA N- RA N- V-,main_text
Luke,Luke 18:26,18,26,8,4,ειπαν δε οι ακουσαντεσ και τισ δυναται σωθηναι,ειπαν ακουσαντεσ δυναται σωθηναι,λεγω δε ο ακουω και τισ δυναμαι σωζω,λεγω ακουω δυναμαι σωζω,V- C- RA V- C- RI V- V-,main_text
Luke,Luke 18:27,18,27,12,6,ο δε ειπεν τα αδυνατα παρα ανθρωποισ δυνατα παρα τω θεω εστιν,ειπεν αδυνατα ανθρωποισ δυνατα θεω εστιν,ο δε λεγω ο αδυνατοσ παρα ανθρωποσ δυνατοσ παρα ο θεοσ ειμι,λεγω αδυνατοσ ανθρωποσ δυνατοσ θεοσ ειμι,RA C- V- RA A- P- N- A- P- RA N- V-,main_text
Luke,Luke 18:28,18,28,11,5,ειπεν δε ο πετροσ ιδου ημεισ αφεντεσ τα ιδια ηκολουθησαμεν σοι,ειπεν πετροσ αφεντεσ ιδια ηκολουθησαμεν,λεγω δε ο πετροσ ιδου εγω αφιημι ο ιδιοσ ακολουθεω συ,λεγω πετροσ αφιημι ιδιοσ ακολουθεω,V- C- RA N- X- RP V- RA A- V- RP,main_text
