direction_id,pair,source,target,source_ref,target_ref,score,pair_classes,source_token_count,target_token_count,shared_content_token_count,token_jaccard,max_exact_run_len,max_exact_run,target_inserted_or_source_absent_tokens,source_deleted_or_target_absent_tokens,lemma_replacements_or_substitutions,moved_lemmas,source_text,target_text,directional_reading
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 22:16,Mark 12:14,0.530643,mark_expands;substitution;reordering,18,23,12,0.4286,6,μελει ουδενοσ βλεπεισ εισ προσωπον ανθρωπων,αληθειασ;αλλ;δουναι;δωμεν;ελθοντεσ;εξεστιν;επ;καισαρι;κηνσον;λεγουσιν,αληθεια;αποστελλουσιν;ηρωδιανων;λεγοντεσ;μαθητασ;τουσ,8,αληθεια;αυτος;διδασκω;θεος;ο;οδος,"καὶ ἀποστέλλουσιν αὐτῷ τοὺς μαθητὰς αὐτῶν μετὰ τῶν Ἡρῳδιανῶν ⸀λέγοντες· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ τὴν ὁδὸν τοῦ θεοῦ ἐν ἀληθείᾳ διδάσκεις, καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων·","⸀καὶ ἐλθόντες λέγουσιν αὐτῷ· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων, ἀλλʼ ἐπʼ ἀληθείας τὴν ὁδὸν τοῦ θεοῦ διδάσκεις· ἔξεστιν ⸂δοῦναι κῆνσον Καίσαρι⸃ ἢ οὔ; δῶμεν ἢ μὴ δῶμεν;",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 12:14,Matt 22:16,0.530643,mark_expands;substitution;reordering,23,18,12,0.4286,6,μελει ουδενοσ βλεπεισ εισ προσωπον ανθρωπων,αληθεια;αποστελλουσιν;ηρωδιανων;λεγοντεσ;μαθητασ;τουσ,αληθειασ;αλλ;δουναι;δωμεν;ελθοντεσ;εξεστιν;επ;καισαρι;κηνσον;λεγουσιν,8,αληθεια;αυτος;διδασκω;θεος;ο;οδος,"⸀καὶ ἐλθόντες λέγουσιν αὐτῷ· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων, ἀλλʼ ἐπʼ ἀληθείας τὴν ὁδὸν τοῦ θεοῦ διδάσκεις· ἔξεστιν ⸂δοῦναι κῆνσον Καίσαρι⸃ ἢ οὔ; δῶμεν ἢ μὴ δῶμεν;","καὶ ἀποστέλλουσιν αὐτῷ τοὺς μαθητὰς αὐτῶν μετὰ τῶν Ἡρῳδιανῶν ⸀λέγοντες· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ τὴν ὁδὸν τοῦ θεοῦ ἐν ἀληθείᾳ διδάσκεις, καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων·",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 14:7,Matt 26:11,0.534219,mark_expands,15,9,7,0.5385,6,παντοτε τουσ πτωχουσ εχετε μεθ εαυτων,,αυτοισ;δυνασθε;ευ;θελητε;οταν;ποιησαι,0,,"πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθʼ ἑαυτῶν, καὶ ὅταν θέλητε δύνασθε ⸀αὐτοῖς εὖ ποιῆσαι, ἐμὲ δὲ οὐ πάντοτε ἔχετε·","πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθʼ ἑαυτῶν, ἐμὲ δὲ οὐ πάντοτε ἔχετε·",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 22:29,Mark 12:24,0.6972,substitution;reordering,9,10,8,0.7273,6,πλανασθε ειδοτεσ τασ γραφασ μηδε δυναμιν,εφη;τουτο,αποκριθεισ,5,αυτος,Ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Πλανᾶσθε μὴ εἰδότες τὰς γραφὰς μηδὲ τὴν δύναμιν τοῦ θεοῦ·,⸂ἔφη αὐτοῖς ὁ Ἰησοῦς⸃· Οὐ διὰ τοῦτο πλανᾶσθε μὴ εἰδότες τὰς γραφὰς μηδὲ τὴν δύναμιν τοῦ θεοῦ;,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 12:24,Matt 22:29,0.6972,substitution;reordering,10,9,8,0.7273,6,πλανασθε ειδοτεσ τασ γραφασ μηδε δυναμιν,αποκριθεισ,εφη;τουτο,5,αυτος,⸂ἔφη αὐτοῖς ὁ Ἰησοῦς⸃· Οὐ διὰ τοῦτο πλανᾶσθε μὴ εἰδότες τὰς γραφὰς μηδὲ τὴν δύναμιν τοῦ θεοῦ;,Ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Πλανᾶσθε μὴ εἰδότες τὰς γραφὰς μηδὲ τὴν δύναμιν τοῦ θεοῦ·,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_luke,Mark↔Luke,Luke,Mark,Luke 20:28,Mark 12:19,0.6186,primary_chain,17,16,11,0.6111,6,διδασκαλε μωυσησ εγραψεν τινοσ αδελφοσ αποθανη,αφη;καταλιπη;τεκνον,ατεκνοσ;εχων;λεγοντεσ;ουτοσ,,,"λέγοντες· Διδάσκαλε, Μωϋσῆς ἔγραψεν ἡμῖν, ἐάν τινος ἀδελφὸς ἀποθάνῃ ἔχων γυναῖκα, καὶ οὗτος ἄτεκνος ⸀ᾖ, ἵνα λάβῃ ὁ ἀδελφὸς αὐτοῦ τὴν γυναῖκα καὶ ἐξαναστήσῃ σπέρμα τῷ ἀδελφῷ αὐτοῦ.","Διδάσκαλε, Μωϋσῆς ἔγραψεν ἡμῖν ὅτι ἐάν τινος ἀδελφὸς ἀποθάνῃ καὶ καταλίπῃ γυναῖκα καὶ ⸂μὴ ἀφῇ τέκνον⸃, ἵνα λάβῃ ὁ ἀδελφὸς αὐτοῦ τὴν ⸀γυναῖκα καὶ ἐξαναστήσῃ σπέρμα τῷ ἀδελφῷ αὐτοῦ.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 13:7,Matt 24:6,0.732003,matt_expands,11,13,9,0.6,5,θροεισθε δει γενεσθαι αλλ ουπω,ακουειν;εστιν;μελλησετε;ορατε,ακουσητε;οταν,1,,"ὅταν δὲ ⸀ἀκούσητε πολέμους καὶ ἀκοὰς πολέμων, μὴ θροεῖσθε· ⸀δεῖ γενέσθαι, ἀλλʼ οὔπω τὸ τέλος.","μελλήσετε δὲ ἀκούειν πολέμους καὶ ἀκοὰς πολέμων· ὁρᾶτε, μὴ θροεῖσθε· δεῖ ⸀γὰρ γενέσθαι, ἀλλʼ οὔπω ἐστὶν τὸ τέλος.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_luke,Mark↔Luke,Luke,Mark,Luke 20:33,Mark 12:23,0.5931,primary_chain,9,10,7,0.6364,5,γυνη επτα εσχον αυτην γυναικα,αναστωσιν;εσται;οταν,γινεται,,,⸂ἡ γυνὴ οὖν ἐν τῇ⸃ ἀναστάσει τίνος αὐτῶν γίνεται γυνή; οἱ γὰρ ἑπτὰ ἔσχον αὐτὴν γυναῖκα.,ἐν τῇ ἀναστάσει ⸂ὅταν ἀναστῶσιν⸃ τίνος αὐτῶν ἔσται γυνή; οἱ γὰρ ἑπτὰ ἔσχον αὐτὴν γυναῖκα.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_mark,Mark↔Luke,Mark,Luke,Mark 12:23,Luke 20:33,0.5931,primary_chain,10,9,7,0.6364,5,γυνη επτα εσχον αυτην γυναικα,γινεται,αναστωσιν;εσται;οταν,,,ἐν τῇ ἀναστάσει ⸂ὅταν ἀναστῶσιν⸃ τίνος αὐτῶν ἔσται γυνή; οἱ γὰρ ἑπτὰ ἔσχον αὐτὴν γυναῖκα.,⸂ἡ γυνὴ οὖν ἐν τῇ⸃ ἀναστάσει τίνος αὐτῶν γίνεται γυνή; οἱ γὰρ ἑπτὰ ἔσχον αὐτὴν γυναῖκα.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 24:6,Mark 13:7,0.732003,matt_expands,13,11,9,0.6,5,θροεισθε δει γενεσθαι αλλ ουπω,ακουσητε;οταν,ακουειν;εστιν;μελλησετε;ορατε,1,,"μελλήσετε δὲ ἀκούειν πολέμους καὶ ἀκοὰς πολέμων· ὁρᾶτε, μὴ θροεῖσθε· δεῖ ⸀γὰρ γενέσθαι, ἀλλʼ οὔπω ἐστὶν τὸ τέλος.","ὅταν δὲ ⸀ἀκούσητε πολέμους καὶ ἀκοὰς πολέμων, μὴ θροεῖσθε· ⸀δεῖ γενέσθαι, ἀλλʼ οὔπω τὸ τέλος.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_mark,Mark↔Luke,Mark,Luke,Mark 12:14,Luke 20:21,0.3295,primary_chain,23,14,8,0.2963,5,αλλ επ αληθειασ οδον διδασκεισ,επηρωτησαν;λαμβανεισ;λεγεισ;λεγοντεσ;ορθωσ,αληθησ;ανθρωπων;αυτω;βλεπεισ;δουναι;δωμεν;εισ;ελθοντεσ;εξεστιν;καισαρι;κηνσον;λεγουσιν;μελει;ουδενοσ,,,"⸀καὶ ἐλθόντες λέγουσιν αὐτῷ· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων, ἀλλʼ ἐπʼ ἀληθείας τὴν ὁδὸν τοῦ θεοῦ διδάσκεις· ἔξεστιν ⸂δοῦναι κῆνσον Καίσαρι⸃ ἢ οὔ; δῶμεν ἢ μὴ δῶμεν;","καὶ ἐπηρώτησαν αὐτὸν λέγοντες· Διδάσκαλε, οἴδαμεν ὅτι ὀρθῶς λέγεις καὶ διδάσκεις καὶ οὐ λαμβάνεις πρόσωπον, ἀλλʼ ἐπʼ ἀληθείας τὴν ὁδὸν τοῦ θεοῦ διδάσκεις·",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 24:15,Mark 13:14,0.361576,mark_expands;substitution;reordering,13,14,7,0.35,5,οταν ιδητε βδελυγμα τησ ερημωσεωσ,δει;εισ;εστηκοτα;ιουδαια;οπου;ορη;φευγετωσαν,αγιω;δανιηλ;εστοσ;προφητου;ρηθεν;τοπω,4,εν;ο,"Ὅταν οὖν ἴδητε τὸ βδέλυγμα τῆς ἐρημώσεως τὸ ῥηθὲν διὰ Δανιὴλ τοῦ προφήτου ⸀ἑστὸς ἐν τόπῳ ἁγίῳ, ὁ ἀναγινώσκων νοείτω,","Ὅταν δὲ ἴδητε τὸ βδέλυγμα τῆς ἐρημώσεως ⸀ἑστηκότα ὅπου οὐ δεῖ, ὁ ἀναγινώσκων νοείτω, τότε οἱ ἐν τῇ Ἰουδαίᾳ φευγέτωσαν εἰς τὰ ὄρη,",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_mark,Mark↔Luke,Mark,Luke,Mark 12:40,Luke 20:47,0.6735,primary_chain,11,11,9,0.6923,5,τασ οικιασ χηρων προφασει μακρα,κατεσθιουσιν;προσευχονται,κατεσθιοντεσ;προσευχομενοι,,,οἱ κατεσθίοντες τὰς οἰκίας τῶν χηρῶν καὶ προφάσει μακρὰ προσευχόμενοι· οὗτοι λήμψονται περισσότερον κρίμα.,οἳ κατεσθίουσιν τὰς οἰκίας τῶν χηρῶν καὶ προφάσει μακρὰ προσεύχονται· οὗτοι λήμψονται περισσότερον κρίμα.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 24:13,Mark 13:13,0.483052,mark_expands,5,8,5,0.625,5,υπομεινασ εισ τελοσ ουτοσ σωθησεται,εσεσθε;μισουμενοι;ονομα,,0,,ὁ δὲ ὑπομείνας εἰς τέλος οὗτος σωθήσεται.,καὶ ἔσεσθε μισούμενοι ὑπὸ πάντων διὰ τὸ ὄνομά μου. ὁ δὲ ὑπομείνας εἰς τέλος οὗτος σωθήσεται.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 4:23,Mark 1:21,0.117302,matt_expands;substitution;reordering,16,9,0,0.0,0,,εδιδασκεν;εισ;εισπορευονται;ευθυσ;καφαρναουμ;σαββασιν;συναγωγην;τοισ,βασιλειασ;γαλιλαια;διδασκων;ευαγγελιον;θεραπευων;κηρυσσων;λαω;μαλακιαν;νοσον;ολη;πασαν;περιηγεν;συναγωγαισ;ταισ;τησ,7,και,"Καὶ περιῆγεν ⸂ἐν ὅλῃ τῇ Γαλιλαίᾳ⸃, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων τὸ εὐαγγέλιον τῆς βασιλείας καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν μαλακίαν ἐν τῷ λαῷ.",Καὶ εἰσπορεύονται εἰς Καφαρναούμ. καὶ ⸀εὐθὺς τοῖς σάββασιν ⸂ἐδίδασκεν εἰς τὴν συναγωγήν⸃.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 1:21,Matt 4:23,0.117302,matt_expands;substitution;reordering,9,16,0,0.0,0,,βασιλειασ;γαλιλαια;διδασκων;ευαγγελιον;θεραπευων;κηρυσσων;λαω;μαλακιαν;νοσον;ολη;πασαν;περιηγεν;συναγωγαισ;ταισ;τησ,εδιδασκεν;εισ;εισπορευονται;ευθυσ;καφαρναουμ;σαββασιν;συναγωγην;τοισ,7,και,Καὶ εἰσπορεύονται εἰς Καφαρναούμ. καὶ ⸀εὐθὺς τοῖς σάββασιν ⸂ἐδίδασκεν εἰς τὴν συναγωγήν⸃.,"Καὶ περιῆγεν ⸂ἐν ὅλῃ τῇ Γαλιλαίᾳ⸃, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων τὸ εὐαγγέλιον τῆς βασιλείας καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν μαλακίαν ἐν τῷ λαῷ.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 13:10,Mark 4:10,0.108511,mark_expands;substitution;reordering,7,8,0,0.0,0,,δωδεκα;εγενετο;ηρωτων;μονασ;οτε;παραβολασ;τασ;τοισ,αυτοισ;αυτω;ειπαν;λαλεισ;μαθηται;παραβολαισ;προσελθοντεσ,10,ο;παραβολη,Καὶ προσελθόντες οἱ μαθηταὶ εἶπαν αὐτῷ· Διὰ τί ἐν παραβολαῖς λαλεῖς αὐτοῖς;,"⸂Καὶ ὅτε⸃ ἐγένετο κατὰ μόνας, ⸀ἠρώτων αὐτὸν οἱ περὶ αὐτὸν σὺν τοῖς δώδεκα ⸂τὰς παραβολάς⸃.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 4:10,Matt 13:10,0.108511,mark_expands;substitution;reordering,8,7,0,0.0,0,,αυτοισ;αυτω;ειπαν;λαλεισ;μαθηται;παραβολαισ;προσελθοντεσ,δωδεκα;εγενετο;ηρωτων;μονασ;οτε;παραβολασ;τασ;τοισ,10,ο;παραβολη,"⸂Καὶ ὅτε⸃ ἐγένετο κατὰ μόνας, ⸀ἠρώτων αὐτὸν οἱ περὶ αὐτὸν σὺν τοῖς δώδεκα ⸂τὰς παραβολάς⸃.",Καὶ προσελθόντες οἱ μαθηταὶ εἶπαν αὐτῷ· Διὰ τί ἐν παραβολαῖς λαλεῖς αὐτοῖς;,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_matthew,Matthew↔Luke,Matthew,Luke,Matt 12:32,Luke 7:48,0.119677,matt_expands;substitution;reordering,18,2,0,0.0,0,,αμαρτιαι;αφεωνται,αγιου;αιωνι;ανθρωπου;αυτω;αφεθησεται;ειπη;λογον;μελλοντι;οσ;ουτε;πνευματοσ;τουτω;υιου,3,δέ;αὐτός;ἀφίημι;λέγω,"καὶ ὃς ἐὰν εἴπῃ λόγον κατὰ τοῦ υἱοῦ τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ· ὃς δ’ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου, οὐκ ἀφεθήσεται αὐτῷ οὔτε ἐν ⸂τούτῳ τῷ⸃ αἰῶνι οὔτε ἐν τῷ μέλλοντι.",εἶπεν δὲ αὐτῇ· Ἀφέωνταί σου αἱ ἁμαρτίαι.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_luke,Matthew↔Luke,Luke,Matthew,Luke 7:48,Matt 12:32,0.119677,matt_expands;substitution;reordering,2,18,0,0.0,0,,αγιου;αιωνι;ανθρωπου;αυτω;αφεθησεται;ειπη;λογον;μελλοντι;οσ;ουτε;πνευματοσ;τουτω;υιου,αμαρτιαι;αφεωνται,3,δέ;αὐτός;ἀφίημι;λέγω,εἶπεν δὲ αὐτῇ· Ἀφέωνταί σου αἱ ἁμαρτίαι.,"καὶ ὃς ἐὰν εἴπῃ λόγον κατὰ τοῦ υἱοῦ τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ· ὃς δ’ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου, οὐκ ἀφεθήσεται αὐτῷ οὔτε ἐν ⸂τούτῳ τῷ⸃ αἰῶνι οὔτε ἐν τῷ μέλλοντι.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 13:18,Mark 4:14,0.217046,matt_expands;reordering,4,3,0,0.0,0,,λογον;σπειρει;σπειρων,ακουσατε;παραβολην;σπειραντοσ;υμεισ,0,ο,Ὑμεῖς οὖν ἀκούσατε τὴν παραβολὴν τοῦ ⸀σπείραντος.,ὁ σπείρων τὸν λόγον σπείρει.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 4:14,Matt 13:18,0.217046,matt_expands;reordering,3,4,0,0.0,0,,ακουσατε;παραβολην;σπειραντοσ;υμεισ,λογον;σπειρει;σπειρων,0,ο,ὁ σπείρων τὸν λόγον σπείρει.,Ὑμεῖς οὖν ἀκούσατε τὴν παραβολὴν τοῦ ⸀σπείραντος.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_matthew,Matthew↔Luke,Matthew,Luke,Matt 13:51,Luke 8:45,0.131545,luke_expands;substitution,5,9,0,0.0,0,,αποθλιβουσιν;αρνουμενων;αψαμενοσ;επιστατα;ιησουσ;οχλοι;πετροσ;συνεχουσιν;τισ,αυτω;λεγουσιν;ναι;συνηκατε;ταυτα,4,πᾶς;λέγω,⸀Συνήκατε ταῦτα πάντα; λέγουσιν αὐτῷ· ⸀Ναί.,"καὶ εἶπεν ὁ Ἰησοῦς· Τίς ὁ ἁψάμενός μου; ἀρνουμένων δὲ πάντων εἶπεν ὁ ⸀Πέτρος· Ἐπιστάτα, οἱ ὄχλοι συνέχουσίν σε καὶ ⸀ἀποθλίβουσιν.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_luke,Matthew↔Luke,Luke,Matthew,Luke 8:45,Matt 13:51,0.131545,luke_expands;substitution,9,5,0,0.0,0,,αυτω;λεγουσιν;ναι;συνηκατε;ταυτα,αποθλιβουσιν;αρνουμενων;αψαμενοσ;επιστατα;ιησουσ;οχλοι;πετροσ;συνεχουσιν;τισ,4,πᾶς;λέγω,"καὶ εἶπεν ὁ Ἰησοῦς· Τίς ὁ ἁψάμενός μου; ἀρνουμένων δὲ πάντων εἶπεν ὁ ⸀Πέτρος· Ἐπιστάτα, οἱ ὄχλοι συνέχουσίν σε καὶ ⸀ἀποθλίβουσιν.",⸀Συνήκατε ταῦτα πάντα; λέγουσιν αὐτῷ· ⸀Ναί.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_luke,Matthew↔Luke,Luke,Matthew,Luke 23:21,Matt 27:22,0.159717,matt_expands;reordering,4,8,0,0.0,0,,αυτοισ;λεγομενον;λεγουσιν;παντεσ;πιλατοσ;ποιησω;σταυρωθητω;χριστον,επεφωνουν;λεγοντεσ;σταυρου,0,σταυρόω;αὐτός;λέγω;ὁ,οἱ δὲ ἐπεφώνουν λέγοντες· ⸂Σταύρου σταύρου⸃ αὐτόν.,λέγει αὐτοῖς ὁ Πιλᾶτος· Τί οὖν ποιήσω Ἰησοῦν τὸν λεγόμενον χριστόν; ⸀λέγουσιν πάντες· Σταυρωθήτω.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_matthew,Matthew↔Luke,Matthew,Luke,Matt 27:22,Luke 23:21,0.159717,matt_expands;reordering,8,4,0,0.0,0,,επεφωνουν;λεγοντεσ;σταυρου,αυτοισ;λεγομενον;λεγουσιν;παντεσ;πιλατοσ;ποιησω;σταυρωθητω;χριστον,0,σταυρόω;αὐτός;λέγω;ὁ,λέγει αὐτοῖς ὁ Πιλᾶτος· Τί οὖν ποιήσω Ἰησοῦν τὸν λεγόμενον χριστόν; ⸀λέγουσιν πάντες· Σταυρωθήτω.,οἱ δὲ ἐπεφώνουν λέγοντες· ⸂Σταύρου σταύρου⸃ αὐτόν.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_matthew,Matthew↔Luke,Matthew,Luke,Matt 27:62,Luke 23:54,0.207407,matt_expands;substitution,9,4,0,0.0,0,,επεφωσκεν;ημερα;παρασκευησ;σαββατον,αρχιερεισ;επαυριον;εστιν;ητισ;παρασκευην;πιλατον;προσ;συνηχθησαν;φαρισαιοι,4,καί;παρασκευή;εἰμί,"Τῇ δὲ ἐπαύριον, ἥτις ἐστὶν μετὰ τὴν παρασκευήν, συνήχθησαν οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι πρὸς Πιλᾶτον","καὶ ἡμέρα ἦν ⸂παρασκευῆς, καὶ⸃ σάββατον ἐπέφωσκεν.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_luke,Matthew↔Luke,Luke,Matthew,Luke 23:54,Matt 27:62,0.207407,matt_expands;substitution,4,9,0,0.0,0,,αρχιερεισ;επαυριον;εστιν;ητισ;παρασκευην;πιλατον;προσ;συνηχθησαν;φαρισαιοι,επεφωσκεν;ημερα;παρασκευησ;σαββατον,4,καί;παρασκευή;εἰμί,"καὶ ἡμέρα ἦν ⸂παρασκευῆς, καὶ⸃ σάββατον ἐπέφωσκεν.","Τῇ δὲ ἐπαύριον, ἥτις ἐστὶν μετὰ τὴν παρασκευήν, συνήχθησαν οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι πρὸς Πιλᾶτον",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_matthew,Matthew↔Luke,Matthew,Luke,Matt 13:18,Luke 8:11,0.13513,luke_expands;substitution,4,5,0,0.0,0,,εστιν;λογοσ;παραβολη;σποροσ,ακουσατε;παραβολην;σπειραντοσ;υμεισ,4,,Ὑμεῖς οὖν ἀκούσατε τὴν παραβολὴν τοῦ ⸀σπείραντος.,Ἔστιν δὲ αὕτη ἡ παραβολή· Ὁ σπόρος ἐστὶν ὁ λόγος τοῦ θεοῦ.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_luke,Matthew↔Luke,Luke,Matthew,Luke 8:11,Matt 13:18,0.13513,luke_expands;substitution,5,4,0,0.0,0,,ακουσατε;παραβολην;σπειραντοσ;υμεισ,εστιν;λογοσ;παραβολη;σποροσ,4,,Ἔστιν δὲ αὕτη ἡ παραβολή· Ὁ σπόρος ἐστὶν ὁ λόγος τοῦ θεοῦ.,Ὑμεῖς οὖν ἀκούσατε τὴν παραβολὴν τοῦ ⸀σπείραντος.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_matthew,Matthew↔Luke,Matthew,Luke,Matt 26:73,Luke 22:58,0.142511,matt_expands;substitution;reordering,8,8,0,0.0,0,,ανθρωπε;βραχυ;ειμι;ετεροσ;εφη;ιδων;πετροσ,αληθωσ;δηλον;εστωτεσ;λαλια;μικρον;πετρω;ποιει;προσελθοντεσ,10,δέ;καί;αὐτός;ὁ;Πέτρος;εἰμί;σύ;ἐκ,"μετὰ μικρὸν δὲ προσελθόντες οἱ ἑστῶτες εἶπον τῷ Πέτρῳ· Ἀληθῶς καὶ σὺ ἐξ αὐτῶν εἶ, καὶ γὰρ ἡ λαλιά σου δῆλόν σε ποιεῖ·","καὶ μετὰ βραχὺ ἕτερος ἰδὼν αὐτὸν ἔφη· Καὶ σὺ ἐξ αὐτῶν εἶ· ὁ δὲ Πέτρος ⸀ἔφη· Ἄνθρωπε, οὐκ εἰμί.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_luke,Matthew↔Luke,Luke,Matthew,Luke 22:58,Matt 26:73,0.142511,matt_expands;substitution;reordering,8,8,0,0.0,0,,αληθωσ;δηλον;εστωτεσ;λαλια;μικρον;πετρω;ποιει;προσελθοντεσ,ανθρωπε;βραχυ;ειμι;ετεροσ;εφη;ιδων;πετροσ,10,δέ;καί;αὐτός;ὁ;Πέτρος;εἰμί;σύ;ἐκ,"καὶ μετὰ βραχὺ ἕτερος ἰδὼν αὐτὸν ἔφη· Καὶ σὺ ἐξ αὐτῶν εἶ· ὁ δὲ Πέτρος ⸀ἔφη· Ἄνθρωπε, οὐκ εἰμί.","μετὰ μικρὸν δὲ προσελθόντες οἱ ἑστῶτες εἶπον τῷ Πέτρῳ· Ἀληθῶς καὶ σὺ ἐξ αὐτῶν εἶ, καὶ γὰρ ἡ λαλιά σου δῆλόν σε ποιεῖ·",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
