source_book,source_ref,target_book,target_ref,target_window_n_verses,rank_within_source,score,token_weighted_jaccard,stem_weighted_jaccard,lcs_len,lcs_ratio,max_exact_run_len,max_exact_run,shared_bigrams,shared_trigrams,shared_fourgrams,shared_content_token_count,shared_content_tokens,source_text,target_text,negative_space_flags,formula_risk,case_priority_score
Eph,Eph 5:31,Mark,Mark 10:8-10,3,,0.3882,0.2521,0.2463,7,0.3333,7,και εσονται οι δυο εισ σαρκα μιαν,6,5,4,7,ανθρωποσ δυο εισ εσονται μιαν σαρκα τουτου,"ἀντὶ τούτου καταλείψει ἄνθρωπος ⸀τὸν ⸀πατέρα καὶ ⸀τὴν μητέρα καὶ προσκολληθήσεται ⸂τῇ γυναικὶ⸃ αὐτοῦ, καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν.",καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν· ὥστε οὐκέτι εἰσὶν δύο ἀλλὰ μία σάρξ· ὃ οὖν ὁ θεὸς συνέζευξεν ἄνθρωπος μὴ χωριζέτω. Καὶ ⸂εἰς τὴν οἰκίαν⸃ πάλιν οἱ μαθηταὶ ⸂περὶ τούτου⸃ ⸀ἐπηρώτων αὐτόν.,gen2_one_flesh,high,0.5732
Eph,Eph 6:2,Luke,Luke 18:20-23,4,,0.3876,0.0716,0.0721,8,0.6154,7,τιμα τον πατερα σου και την μητερα,6,5,4,3,μητερα πατερα τιμα,"τίμα τὸν πατέρα σου καὶ τὴν μητέρα, ἥτις ἐστὶν ἐντολὴ πρώτη ἐν ἐπαγγελίᾳ,","τὰς ἐντολὰς οἶδας· Μὴ μοιχεύσῃς, Μὴ φονεύσῃς, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν ⸀μητέρα. ὁ δὲ εἶπεν· Ταῦτα πάντα ⸀ἐφύλαξα ἐκ νεότητος ⸀μου. ἀκούσας ⸀δὲ ὁ Ἰησοῦς εἶπεν αὐτῷ· Ἔτι ἕν σοι λείπει· πάντα ὅσα ἔχεις πώλησον καὶ διάδος πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν ⸀οὐρανοῖς, καὶ δεῦρο ἀκολούθει μοι. ὁ δὲ ἀκούσας ταῦτα περίλυπος ⸀ἐγενήθη, ἦν γὰρ πλούσιος σφόδρα.",exod20_honor_father_mother,high,0.5726
1Tim,1Tim 5:18,Luke,Luke 10:4-7,4,10.0,0.2876,0.0903,0.0831,8,0.5333,5,ο εργατησ του μισθου αυτου,4,3,2,3,αξιοσ εργατησ μισθου,"λέγει γὰρ ἡ γραφή· Βοῦν ἀλοῶντα οὐ φιμώσεις, καί· Ἄξιος ὁ ἐργάτης τοῦ μισθοῦ αὐτοῦ.","μὴ βαστάζετε βαλλάντιον, μὴ πήραν, ⸀μὴ ὑποδήματα, καὶ μηδένα κατὰ τὴν ὁδὸν ἀσπάσησθε. εἰς ἣν δʼ ἂν ⸂εἰσέλθητε οἰκίαν⸃ πρῶτον λέγετε· Εἰρήνη τῷ οἴκῳ τούτῳ. καὶ ἐὰν ⸂ᾖ ἐκεῖ⸃ υἱὸς εἰρήνης, ἐπαναπαήσεται ἐπʼ αὐτὸν ἡ εἰρήνη ὑμῶν· εἰ δὲ μήγε, ἐφʼ ὑμᾶς ἀνακάμψει. ἐν αὐτῇ δὲ τῇ οἰκίᾳ μένετε, ἐσθίοντες καὶ πίνοντες τὰ παρʼ αὐτῶν, ἄξιος γὰρ ὁ ἐργάτης τοῦ μισθοῦ ⸀αὐτοῦ. μὴ μεταβαίνετε ἐξ οἰκίας εἰς οἰκίαν.",nonfungible_phrase_candidate,low,0.5726
Eph,Eph 6:2,Luke,Luke 18:19-22,4,,0.3872,0.0709,0.0715,8,0.6154,7,τιμα τον πατερα σου και την μητερα,6,5,4,3,μητερα πατερα τιμα,"τίμα τὸν πατέρα σου καὶ τὴν μητέρα, ἥτις ἐστὶν ἐντολὴ πρώτη ἐν ἐπαγγελίᾳ,","εἶπεν δὲ αὐτῷ ὁ Ἰησοῦς· Τί με λέγεις ἀγαθόν; οὐδεὶς ἀγαθὸς εἰ μὴ εἷς ὁ θεός. τὰς ἐντολὰς οἶδας· Μὴ μοιχεύσῃς, Μὴ φονεύσῃς, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν ⸀μητέρα. ὁ δὲ εἶπεν· Ταῦτα πάντα ⸀ἐφύλαξα ἐκ νεότητος ⸀μου. ἀκούσας ⸀δὲ ὁ Ἰησοῦς εἶπεν αὐτῷ· Ἔτι ἕν σοι λείπει· πάντα ὅσα ἔχεις πώλησον καὶ διάδος πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν ⸀οὐρανοῖς, καὶ δεῦρο ἀκολούθει μοι.",exod20_honor_father_mother,high,0.5722
Eph,Eph 6:2,Mark,Mark 10:19-21,3,,0.3872,0.0708,0.0712,8,0.6154,7,τιμα τον πατερα σου και την μητερα,6,5,4,3,μητερα πατερα τιμα,"τίμα τὸν πατέρα σου καὶ τὴν μητέρα, ἥτις ἐστὶν ἐντολὴ πρώτη ἐν ἐπαγγελίᾳ,","τὰς ἐντολὰς οἶδας· Μὴ ⸂φονεύσῃς, Μὴ μοιχεύσῃς⸃, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Μὴ ἀποστερήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν μητέρα. ὁ δὲ ⸀ἔφη αὐτῷ· Διδάσκαλε, ταῦτα πάντα ἐφυλαξάμην ἐκ νεότητός μου. ὁ δὲ Ἰησοῦς ἐμβλέψας αὐτῷ ἠγάπησεν αὐτὸν καὶ εἶπεν αὐτῷ· Ἕν ⸀σε ὑστερεῖ· ὕπαγε ὅσα ἔχεις πώλησον καὶ δὸς ⸀τοῖς πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν οὐρανῷ, καὶ δεῦρο ἀκολούθει ⸀μοι.",exod20_honor_father_mother,high,0.5722
Eph,Eph 6:2,Mark,Mark 10:17-20,4,,0.3871,0.0705,0.0712,7,0.5385,7,τιμα τον πατερα σου και την μητερα,6,5,4,3,μητερα πατερα τιμα,"τίμα τὸν πατέρα σου καὶ τὴν μητέρα, ἥτις ἐστὶν ἐντολὴ πρώτη ἐν ἐπαγγελίᾳ,","Καὶ ἐκπορευομένου αὐτοῦ εἰς ὁδὸν προσδραμὼν εἷς καὶ γονυπετήσας αὐτὸν ἐπηρώτα αὐτόν· Διδάσκαλε ἀγαθέ, τί ποιήσω ἵνα ζωὴν αἰώνιον κληρονομήσω; ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ· Τί με λέγεις ἀγαθόν; οὐδεὶς ἀγαθὸς εἰ μὴ εἷς ὁ θεός. τὰς ἐντολὰς οἶδας· Μὴ ⸂φονεύσῃς, Μὴ μοιχεύσῃς⸃, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Μὴ ἀποστερήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν μητέρα. ὁ δὲ ⸀ἔφη αὐτῷ· Διδάσκαλε, ταῦτα πάντα ἐφυλαξάμην ἐκ νεότητός μου.",exod20_honor_father_mother,high,0.5721
Gal,Gal 5:14,Luke,Luke 10:25-28,4,,0.2871,0.0961,0.0956,9,0.5625,5,τον πλησιον σου ωσ σεαυτον,5,3,2,4,αγαπησεισ πλησιον σεαυτον ωσ,"ὁ γὰρ πᾶς νόμος ἐν ἑνὶ λόγῳ ⸀πεπλήρωται, ἐν τῷ· Ἀγαπήσεις τὸν πλησίον σου ὡς ⸀σεαυτόν.","Καὶ ἰδοὺ νομικός τις ἀνέστη ἐκπειράζων ⸀αὐτὸν λέγων· Διδάσκαλε, τί ποιήσας ζωὴν αἰώνιον κληρονομήσω; ὁ δὲ εἶπεν πρὸς αὐτόν· Ἐν τῷ νόμῳ τί γέγραπται; πῶς ἀναγινώσκεις; ὁ δὲ ἀποκριθεὶς εἶπεν· Ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης ⸀τῆς καρδίας σου καὶ ⸂ἐν ὅλῃ τῇ ψυχῇ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ ἰσχύϊ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ διανοίᾳ⸃ σου, καὶ τὸν πλησίον σου ὡς σεαυτόν. εἶπεν δὲ αὐτῷ· Ὀρθῶς ἀπεκρίθης· τοῦτο ποίει καὶ ζήσῃ.",nonfungible_phrase_candidate,low,0.5721
1Cor,1Cor 6:16,Mark,Mark 10:7-9,3,7.0,0.287,0.1474,0.1485,6,0.3158,5,οι δυο εισ σαρκα μιαν,4,3,2,5,δυο εισ εσονται μιαν σαρκα,"⸀ἢ οὐκ οἴδατε ὅτι ὁ κολλώμενος τῇ πόρνῃ ἓν σῶμά ἐστιν; Ἔσονται γάρ, φησίν, οἱ δύο εἰς σάρκα μίαν.","ἕνεκεν τούτου καταλείψει ἄνθρωπος τὸν πατέρα αὐτοῦ καὶ τὴν μητέρα ⸂καὶ προσκολληθήσεται πρὸς τὴν γυναῖκα αὐτοῦ⸃, καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν· ὥστε οὐκέτι εἰσὶν δύο ἀλλὰ μία σάρξ· ὃ οὖν ὁ θεὸς συνέζευξεν ἄνθρωπος μὴ χωριζέτω.",nonfungible_phrase_candidate,low,0.572
1Cor,1Cor 6:16,Matt,Matt 19:5-6,2,8.0,0.2865,0.1466,0.1476,7,0.3684,5,οι δυο εισ σαρκα μιαν,4,3,2,5,δυο εισ εσονται μιαν σαρκα,"⸀ἢ οὐκ οἴδατε ὅτι ὁ κολλώμενος τῇ πόρνῃ ἓν σῶμά ἐστιν; Ἔσονται γάρ, φησίν, οἱ δύο εἰς σάρκα μίαν.","καὶ εἶπεν· ⸀Ἕνεκα τούτου καταλείψει ἄνθρωπος τὸν πατέρα καὶ τὴν μητέρα καὶ ⸀κολληθήσεται τῇ γυναικὶ αὐτοῦ, καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν; ὥστε οὐκέτι εἰσὶν δύο ἀλλὰ σὰρξ μία. ὃ οὖν ὁ θεὸς συνέζευξεν ἄνθρωπος μὴ χωριζέτω.",nonfungible_phrase_candidate,low,0.5715
Jas,Jas 2:8,Luke,Luke 10:25-27,3,,0.2855,0.1019,0.1021,6,0.375,5,τον πλησιον σου ωσ σεαυτον,4,3,2,4,αγαπησεισ πλησιον σεαυτον ωσ,"Εἰ μέντοι νόμον τελεῖτε βασιλικὸν κατὰ τὴν γραφήν Ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν, καλῶς ποιεῖτε·","Καὶ ἰδοὺ νομικός τις ἀνέστη ἐκπειράζων ⸀αὐτὸν λέγων· Διδάσκαλε, τί ποιήσας ζωὴν αἰώνιον κληρονομήσω; ὁ δὲ εἶπεν πρὸς αὐτόν· Ἐν τῷ νόμῳ τί γέγραπται; πῶς ἀναγινώσκεις; ὁ δὲ ἀποκριθεὶς εἶπεν· Ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης ⸀τῆς καρδίας σου καὶ ⸂ἐν ὅλῃ τῇ ψυχῇ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ ἰσχύϊ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ διανοίᾳ⸃ σου, καὶ τὸν πλησίον σου ὡς σεαυτόν.",nonfungible_phrase_candidate,low,0.5705
Eph,Eph 6:2,Mark,Mark 10:16-19,4,,0.385,0.0666,0.0672,7,0.5385,7,τιμα τον πατερα σου και την μητερα,6,5,4,3,μητερα πατερα τιμα,"τίμα τὸν πατέρα σου καὶ τὴν μητέρα, ἥτις ἐστὶν ἐντολὴ πρώτη ἐν ἐπαγγελίᾳ,","καὶ ἐναγκαλισάμενος αὐτὰ ⸂κατευλόγει τιθεὶς τὰς χεῖρας ἐπʼ αὐτά⸃. Καὶ ἐκπορευομένου αὐτοῦ εἰς ὁδὸν προσδραμὼν εἷς καὶ γονυπετήσας αὐτὸν ἐπηρώτα αὐτόν· Διδάσκαλε ἀγαθέ, τί ποιήσω ἵνα ζωὴν αἰώνιον κληρονομήσω; ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ· Τί με λέγεις ἀγαθόν; οὐδεὶς ἀγαθὸς εἰ μὴ εἷς ὁ θεός. τὰς ἐντολὰς οἶδας· Μὴ ⸂φονεύσῃς, Μὴ μοιχεύσῃς⸃, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Μὴ ἀποστερήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν μητέρα.",exod20_honor_father_mother,high,0.57
Jas,Jas 2:8,Luke,Luke 10:26-29,4,,0.285,0.1008,0.1016,6,0.375,5,τον πλησιον σου ωσ σεαυτον,4,3,2,4,αγαπησεισ πλησιον σεαυτον ωσ,"Εἰ μέντοι νόμον τελεῖτε βασιλικὸν κατὰ τὴν γραφήν Ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν, καλῶς ποιεῖτε·","ὁ δὲ εἶπεν πρὸς αὐτόν· Ἐν τῷ νόμῳ τί γέγραπται; πῶς ἀναγινώσκεις; ὁ δὲ ἀποκριθεὶς εἶπεν· Ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης ⸀τῆς καρδίας σου καὶ ⸂ἐν ὅλῃ τῇ ψυχῇ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ ἰσχύϊ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ διανοίᾳ⸃ σου, καὶ τὸν πλησίον σου ὡς σεαυτόν. εἶπεν δὲ αὐτῷ· Ὀρθῶς ἀπεκρίθης· τοῦτο ποίει καὶ ζήσῃ. Ὁ δὲ θέλων ⸀δικαιῶσαι ἑαυτὸν εἶπεν πρὸς τὸν Ἰησοῦν· Καὶ τίς ἐστίν μου πλησίον;",nonfungible_phrase_candidate,low,0.57
1Cor,1Cor 11:24,Luke,Luke 22:17-20,4,8.0,0.4145,0.2379,0.2409,17,0.8947,6,τουτο ποιειτε εισ την εμην αναμνησιν,11,7,3,9,αναμνησιν εισ εκλασεν εμην εστιν ευχαριστησασ ποιειτε σωμα τουτο,καὶ εὐχαριστήσας ἔκλασεν καὶ ⸀εἶπεν· Τοῦτό μού ἐστιν τὸ σῶμα τὸ ὑπὲρ ⸀ὑμῶν· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν.,"καὶ δεξάμενος ποτήριον εὐχαριστήσας εἶπεν· Λάβετε τοῦτο καὶ διαμερίσατε ⸂εἰς ἑαυτούς⸃· λέγω γὰρ ὑμῖν, ⸀οὐ μὴ πίω ἀπὸ τοῦ ⸂νῦν ἀπὸ τοῦ⸃ γενήματος τῆς ἀμπέλου ἕως ⸀οὗ ἡ βασιλεία τοῦ θεοῦ ἔλθῃ. καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν. ⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃.",lord_supper_remembrance,high,0.5695
Eph,Eph 5:31,Mark,Mark 10:8-9,2,,0.3845,0.242,0.2443,7,0.3333,7,και εσονται οι δυο εισ σαρκα μιαν,6,5,4,6,ανθρωποσ δυο εισ εσονται μιαν σαρκα,"ἀντὶ τούτου καταλείψει ἄνθρωπος ⸀τὸν ⸀πατέρα καὶ ⸀τὴν μητέρα καὶ προσκολληθήσεται ⸂τῇ γυναικὶ⸃ αὐτοῦ, καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν.",καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν· ὥστε οὐκέτι εἰσὶν δύο ἀλλὰ μία σάρξ· ὃ οὖν ὁ θεὸς συνέζευξεν ἄνθρωπος μὴ χωριζέτω.,gen2_one_flesh,high,0.5695
Eph,Eph 6:2,Mark,Mark 10:18-21,4,,0.3831,0.0629,0.0634,8,0.6154,7,τιμα τον πατερα σου και την μητερα,6,5,4,3,μητερα πατερα τιμα,"τίμα τὸν πατέρα σου καὶ τὴν μητέρα, ἥτις ἐστὶν ἐντολὴ πρώτη ἐν ἐπαγγελίᾳ,","ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ· Τί με λέγεις ἀγαθόν; οὐδεὶς ἀγαθὸς εἰ μὴ εἷς ὁ θεός. τὰς ἐντολὰς οἶδας· Μὴ ⸂φονεύσῃς, Μὴ μοιχεύσῃς⸃, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Μὴ ἀποστερήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν μητέρα. ὁ δὲ ⸀ἔφη αὐτῷ· Διδάσκαλε, ταῦτα πάντα ἐφυλαξάμην ἐκ νεότητός μου. ὁ δὲ Ἰησοῦς ἐμβλέψας αὐτῷ ἠγάπησεν αὐτὸν καὶ εἶπεν αὐτῷ· Ἕν ⸀σε ὑστερεῖ· ὕπαγε ὅσα ἔχεις πώλησον καὶ δὸς ⸀τοῖς πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν οὐρανῷ, καὶ δεῦρο ἀκολούθει ⸀μοι.",exod20_honor_father_mother,high,0.5681
2Pet,2Pet 1:17,Mark,Mark 9:7,1,3.0,0.2822,0.1419,0.1433,7,0.35,5,ο υιοσ μου ο αγαπητοσ,5,3,2,5,αγαπητοσ εστιν ουτοσ τησ υιοσ,"λαβὼν γὰρ παρὰ θεοῦ πατρὸς τιμὴν καὶ δόξαν φωνῆς ἐνεχθείσης αὐτῷ τοιᾶσδε ὑπὸ τῆς μεγαλοπρεποῦς δόξης· ⸂Ὁ υἱός μου ὁ ἀγαπητός μου οὗτός ἐστιν⸃, εἰς ὃν ἐγὼ εὐδόκησα—","καὶ ἐγένετο νεφέλη ἐπισκιάζουσα αὐτοῖς, καὶ ⸀ἐγένετο φωνὴ ἐκ τῆς νεφέλης· Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός, ⸂ἀκούετε αὐτοῦ⸃.",nonfungible_phrase_candidate,low,0.5672
Eph,Eph 6:2,Mark,Mark 10:19-22,4,,0.3812,0.0594,0.0597,8,0.6154,7,τιμα τον πατερα σου και την μητερα,6,5,4,3,μητερα πατερα τιμα,"τίμα τὸν πατέρα σου καὶ τὴν μητέρα, ἥτις ἐστὶν ἐντολὴ πρώτη ἐν ἐπαγγελίᾳ,","τὰς ἐντολὰς οἶδας· Μὴ ⸂φονεύσῃς, Μὴ μοιχεύσῃς⸃, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Μὴ ἀποστερήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν μητέρα. ὁ δὲ ⸀ἔφη αὐτῷ· Διδάσκαλε, ταῦτα πάντα ἐφυλαξάμην ἐκ νεότητός μου. ὁ δὲ Ἰησοῦς ἐμβλέψας αὐτῷ ἠγάπησεν αὐτὸν καὶ εἶπεν αὐτῷ· Ἕν ⸀σε ὑστερεῖ· ὕπαγε ὅσα ἔχεις πώλησον καὶ δὸς ⸀τοῖς πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν οὐρανῷ, καὶ δεῦρο ἀκολούθει ⸀μοι. ὁ δὲ στυγνάσας ἐπὶ τῷ λόγῳ ἀπῆλθεν λυπούμενος, ἦν γὰρ ἔχων κτήματα πολλά.",exod20_honor_father_mother,high,0.5662
Gal,Gal 5:14,Luke,Luke 10:24-27,4,,0.2807,0.0834,0.0838,9,0.5625,5,τον πλησιον σου ωσ σεαυτον,5,3,2,4,αγαπησεισ πλησιον σεαυτον ωσ,"ὁ γὰρ πᾶς νόμος ἐν ἑνὶ λόγῳ ⸀πεπλήρωται, ἐν τῷ· Ἀγαπήσεις τὸν πλησίον σου ὡς ⸀σεαυτόν.","λέγω γὰρ ὑμῖν ὅτι πολλοὶ προφῆται καὶ βασιλεῖς ἠθέλησαν ἰδεῖν ἃ ὑμεῖς βλέπετε καὶ οὐκ εἶδαν, καὶ ἀκοῦσαι ἃ ἀκούετε καὶ οὐκ ἤκουσαν. Καὶ ἰδοὺ νομικός τις ἀνέστη ἐκπειράζων ⸀αὐτὸν λέγων· Διδάσκαλε, τί ποιήσας ζωὴν αἰώνιον κληρονομήσω; ὁ δὲ εἶπεν πρὸς αὐτόν· Ἐν τῷ νόμῳ τί γέγραπται; πῶς ἀναγινώσκεις; ὁ δὲ ἀποκριθεὶς εἶπεν· Ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης ⸀τῆς καρδίας σου καὶ ⸂ἐν ὅλῃ τῇ ψυχῇ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ ἰσχύϊ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ διανοίᾳ⸃ σου, καὶ τὸν πλησίον σου ὡς σεαυτόν.",nonfungible_phrase_candidate,low,0.5657
1Cor,1Cor 6:16,Mark,Mark 10:7-10,4,9.0,0.2803,0.1346,0.1357,6,0.3158,5,οι δυο εισ σαρκα μιαν,4,3,2,5,δυο εισ εσονται μιαν σαρκα,"⸀ἢ οὐκ οἴδατε ὅτι ὁ κολλώμενος τῇ πόρνῃ ἓν σῶμά ἐστιν; Ἔσονται γάρ, φησίν, οἱ δύο εἰς σάρκα μίαν.","ἕνεκεν τούτου καταλείψει ἄνθρωπος τὸν πατέρα αὐτοῦ καὶ τὴν μητέρα ⸂καὶ προσκολληθήσεται πρὸς τὴν γυναῖκα αὐτοῦ⸃, καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν· ὥστε οὐκέτι εἰσὶν δύο ἀλλὰ μία σάρξ· ὃ οὖν ὁ θεὸς συνέζευξεν ἄνθρωπος μὴ χωριζέτω. Καὶ ⸂εἰς τὴν οἰκίαν⸃ πάλιν οἱ μαθηταὶ ⸂περὶ τούτου⸃ ⸀ἐπηρώτων αὐτόν.",nonfungible_phrase_candidate,low,0.5653
1Cor,1Cor 6:16,Mark,Mark 10:6-8,3,10.0,0.2798,0.1336,0.1344,6,0.3158,5,οι δυο εισ σαρκα μιαν,4,3,2,5,δυο εισ εσονται μιαν σαρκα,"⸀ἢ οὐκ οἴδατε ὅτι ὁ κολλώμενος τῇ πόρνῃ ἓν σῶμά ἐστιν; Ἔσονται γάρ, φησίν, οἱ δύο εἰς σάρκα μίαν.","ἀπὸ δὲ ἀρχῆς κτίσεως ἄρσεν καὶ θῆλυ ἐποίησεν ⸀αὐτούς· ἕνεκεν τούτου καταλείψει ἄνθρωπος τὸν πατέρα αὐτοῦ καὶ τὴν μητέρα ⸂καὶ προσκολληθήσεται πρὸς τὴν γυναῖκα αὐτοῦ⸃, καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν· ὥστε οὐκέτι εἰσὶν δύο ἀλλὰ μία σάρξ·",nonfungible_phrase_candidate,low,0.5648
1John,1John 3:13,John,John 15:17-19,3,3.0,0.3541,0.1337,0.1356,5,0.625,4,μισει υμασ ο κοσμοσ,3,2,1,3,κοσμοσ μισει υμασ,"⸀μὴ θαυμάζετε, ⸀ἀδελφοί, εἰ μισεῖ ὑμᾶς ὁ κόσμος.","ταῦτα ἐντέλλομαι ὑμῖν ἵνα ἀγαπᾶτε ἀλλήλους. Εἰ ὁ κόσμος ὑμᾶς μισεῖ, γινώσκετε ὅτι ἐμὲ πρῶτον ⸀ὑμῶν μεμίσηκεν. εἰ ἐκ τοῦ κόσμου ἦτε, ὁ κόσμος ἂν τὸ ἴδιον ἐφίλει· ὅτι δὲ ἐκ τοῦ κόσμου οὐκ ἐστέ, ἀλλʼ ἐγὼ ἐξελεξάμην ὑμᾶς ἐκ τοῦ κόσμου, διὰ τοῦτο μισεῖ ὑμᾶς ὁ κόσμος.",nonfungible_phrase_candidate,low,0.5641
1Cor,1Cor 11:24,Luke,Luke 22:18-21,4,9.0,0.4085,0.2258,0.2301,17,0.8947,6,τουτο ποιειτε εισ την εμην αναμνησιν,11,7,3,9,αναμνησιν εισ εκλασεν εμην εστιν ευχαριστησασ ποιειτε σωμα τουτο,καὶ εὐχαριστήσας ἔκλασεν καὶ ⸀εἶπεν· Τοῦτό μού ἐστιν τὸ σῶμα τὸ ὑπὲρ ⸀ὑμῶν· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν.,"λέγω γὰρ ὑμῖν, ⸀οὐ μὴ πίω ἀπὸ τοῦ ⸂νῦν ἀπὸ τοῦ⸃ γενήματος τῆς ἀμπέλου ἕως ⸀οὗ ἡ βασιλεία τοῦ θεοῦ ἔλθῃ. καὶ λαβὼν ἄρτον εὐχαριστήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς λέγων· Τοῦτό ἐστιν τὸ σῶμά μου ⸂[τὸ ὑπὲρ ὑμῶν διδόμενον· τοῦτο ποιεῖτε εἰς τὴν ἐμὴν ἀνάμνησιν. ⸄καὶ τὸ ποτήριον ὡσαύτως⸅ μετὰ τὸ δειπνῆσαι, λέγων· Τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ἐν τῷ αἵματί μου, τὸ ὑπὲρ ὑμῶν ἐκχυννόμενον]⸃. πλὴν ἰδοὺ ἡ χεὶρ τοῦ παραδιδόντος με μετʼ ἐμοῦ ἐπὶ τῆς τραπέζης·",lord_supper_remembrance,high,0.5635
Jas,Jas 2:8,Luke,Luke 10:25-28,4,,0.2781,0.0877,0.0878,6,0.375,5,τον πλησιον σου ωσ σεαυτον,4,3,2,4,αγαπησεισ πλησιον σεαυτον ωσ,"Εἰ μέντοι νόμον τελεῖτε βασιλικὸν κατὰ τὴν γραφήν Ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν, καλῶς ποιεῖτε·","Καὶ ἰδοὺ νομικός τις ἀνέστη ἐκπειράζων ⸀αὐτὸν λέγων· Διδάσκαλε, τί ποιήσας ζωὴν αἰώνιον κληρονομήσω; ὁ δὲ εἶπεν πρὸς αὐτόν· Ἐν τῷ νόμῳ τί γέγραπται; πῶς ἀναγινώσκεις; ὁ δὲ ἀποκριθεὶς εἶπεν· Ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης ⸀τῆς καρδίας σου καὶ ⸂ἐν ὅλῃ τῇ ψυχῇ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ ἰσχύϊ⸃ σου καὶ ⸂ἐν ὅλῃ τῇ διανοίᾳ⸃ σου, καὶ τὸν πλησίον σου ὡς σεαυτόν. εἶπεν δὲ αὐτῷ· Ὀρθῶς ἀπεκρίθης· τοῦτο ποίει καὶ ζήσῃ.",nonfungible_phrase_candidate,low,0.5631
