rank_in_chain,mark_idx,matt_idx,mark_ref,matt_ref,score,lemma_dice,token_dice,bigram_dice,trigram_dice,lcs_len,lcs_ratio,content_dice,mark_variant_note_count,matt_variant_note_count,mark_bracketed,matt_bracketed,mark_text,matt_text
185,392,638,Mark 10:23,Matt 19:23,0.467163,0.543711,0.461538,0.216216,0.114286,3,0.157895,0.563166,0,0,False,False,Καὶ περιβλεψάμενος ὁ Ἰησοῦς λέγει τοῖς μαθηταῖς αὐτοῦ· Πῶς δυσκόλως οἱ τὰ χρήματα ἔχοντες εἰς τὴν βασιλείαν τοῦ θεοῦ εἰσελεύσονται.,Ὁ δὲ Ἰησοῦς εἶπεν τοῖς μαθηταῖς αὐτοῦ· Ἀμὴν λέγω ὑμῖν ὅτι ⸂πλούσιος δυσκόλως⸃ εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν·
186,394,639,Mark 10:25,Matt 19:24,0.619198,0.754202,0.742857,0.545455,0.451613,7,0.411765,0.743898,2,0,False,False,εὐκοπώτερόν ἐστιν κάμηλον διὰ ⸂τῆς τρυμαλιᾶς τῆς⸃ ῥαφίδος ⸀διελθεῖν ἢ πλούσιον εἰς τὴν βασιλείαν τοῦ θεοῦ εἰσελθεῖν.,"πάλιν δὲ λέγω ὑμῖν, εὐκοπώτερόν ἐστιν κάμηλον διὰ ⸀τρυπήματος ῥαφίδος ⸀εἰσελθεῖν ἢ πλούσιον ⸂εἰς τὴν βασιλείαν τοῦ θεοῦ⸃."
187,395,640,Mark 10:26,Matt 19:25,0.477983,0.567614,0.636364,0.1,0.0,2,0.181818,0.541388,1,0,False,False,οἱ δὲ περισσῶς ἐξεπλήσσοντο λέγοντες πρὸς ⸀ἑαυτούς· Καὶ τίς δύναται σωθῆναι;,ἀκούσαντες δὲ οἱ ⸀μαθηταὶ ἐξεπλήσσοντο σφόδρα λέγοντες· Τίς ἄρα δύναται σωθῆναι;
188,396,641,Mark 10:27,Matt 19:26,0.565865,0.763452,0.647059,0.1875,0.0,2,0.125,0.912413,2,0,False,False,"⸀ἐμβλέψας αὐτοῖς ὁ Ἰησοῦς λέγει· Παρὰ ἀνθρώποις ἀδύνατον ἀλλʼ οὐ παρὰ θεῷ, πάντα γὰρ ⸀δυνατὰ παρὰ τῷ θεῷ.","ἐμβλέψας δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Παρὰ ἀνθρώποις τοῦτο ἀδύνατόν ἐστιν, παρὰ δὲ θεῷ πάντα δυνατά."
189,397,642,Mark 10:28,Matt 19:27,0.591056,0.70331,0.62069,0.444444,0.32,6,0.5,0.648501,2,0,False,False,Ἤρξατο ⸂λέγειν ὁ Πέτρος⸃ αὐτῷ· Ἰδοὺ ἡμεῖς ἀφήκαμεν πάντα καὶ ⸀ἠκολουθήκαμέν σοι.,Τότε ἀποκριθεὶς ὁ Πέτρος εἶπεν αὐτῷ· Ἰδοὺ ἡμεῖς ἀφήκαμεν πάντα καὶ ἠκολουθήσαμέν σοι· τί ἄρα ἔσται ἡμῖν;
190,398,644,Mark 10:29,Matt 19:29,0.472238,0.615531,0.551724,0.464286,0.296296,5,0.172414,0.522294,2,0,False,False,"⸂ἔφη ὁ Ἰησοῦς⸃· Ἀμὴν λέγω ὑμῖν, οὐδείς ἐστιν ὃς ἀφῆκεν οἰκίαν ἢ ἀδελφοὺς ἢ ἀδελφὰς ἢ ⸂μητέρα ἢ πατέρα⸃ ἢ τέκνα ἢ ἀγροὺς ἕνεκεν ἐμοῦ καὶ ἕνεκεν τοῦ εὐαγγελίου,","καὶ πᾶς ⸀ὅστις ἀφῆκεν ⸂οἰκίας ἢ⸃ ἀδελφοὺς ἢ ἀδελφὰς ἢ πατέρα ἢ μητέρα ἢ ⸂γυναῖκα ἢ⸃ τέκνα ἢ ⸀ἀγροὺς ἕνεκεν τοῦ ⸂ὀνόματός μου⸃, ⸀ἑκατονταπλασίονα λήμψεται καὶ ζωὴν αἰώνιον κληρονομήσει."
191,400,645,Mark 10:31,Matt 19:30,0.78855,0.982364,0.941176,0.8,0.615385,6,0.75,1.0,1,0,False,False,πολλοὶ δὲ ἔσονται πρῶτοι ἔσχατοι καὶ ⸀οἱ ἔσχατοι πρῶτοι.,πολλοὶ δὲ ἔσονται πρῶτοι ἔσχατοι καὶ ἔσχατοι πρῶτοι.
192,401,662,Mark 10:32,Matt 20:17,0.493775,0.537179,0.48,0.208333,0.043478,3,0.166667,0.546307,1,0,False,False,"Ἦσαν δὲ ἐν τῇ ὁδῷ ἀναβαίνοντες εἰς Ἱεροσόλυμα, καὶ ἦν προάγων αὐτοὺς ὁ Ἰησοῦς, καὶ ἐθαμβοῦντο, ⸂οἱ δὲ⸃ ἀκολουθοῦντες ἐφοβοῦντο. καὶ παραλαβὼν πάλιν τοὺς δώδεκα ἤρξατο αὐτοῖς λέγειν τὰ μέλλοντα αὐτῷ συμβαίνειν","⸂Καὶ ἀναβαίνων ὁ⸃ Ἰησοῦς εἰς Ἱεροσόλυμα παρέλαβεν τοὺς δώδεκα ⸀μαθητὰς κατʼ ἰδίαν, ⸂καὶ ἐν τῇ ὁδῷ⸃ εἶπεν αὐτοῖς·"
193,402,663,Mark 10:33,Matt 20:18,0.744622,0.86854,0.837209,0.780488,0.717949,13,0.722222,0.893213,1,0,False,False,"ὅτι Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ ⸀τοῖς γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν","Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ,"
194,403,664,Mark 10:34,Matt 20:19,0.384831,0.434622,0.30303,0.0,0.0,1,0.0625,0.393352,3,0,False,False,"καὶ ἐμπαίξουσιν αὐτῷ καὶ ⸂ἐμπτύσουσιν αὐτῷ καὶ μαστιγώσουσιν αὐτὸν⸃ καὶ ⸀ἀποκτενοῦσιν, καὶ ⸂μετὰ τρεῖς ἡμέρας⸃ ἀναστήσεται.","καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν εἰς τὸ ἐμπαῖξαι καὶ μαστιγῶσαι καὶ σταυρῶσαι, καὶ τῇ τρίτῃ ἡμέρᾳ ⸀ἐγερθήσεται."
195,406,666,Mark 10:37,Matt 20:21,0.48139,0.624665,0.571429,0.170213,0.044444,3,0.15,0.471214,2,0,False,False,οἱ δὲ εἶπαν αὐτῷ· Δὸς ἡμῖν ἵνα εἷς ⸂σου ἐκ δεξιῶν⸃ καὶ εἷς ἐξ ⸀ἀριστερῶν καθίσωμεν ἐν τῇ δόξῃ σου.,ὁ δὲ εἶπεν αὐτῇ· Τί θέλεις; λέγει αὐτῷ· Εἰπὲ ἵνα καθίσωσιν οὗτοι οἱ δύο υἱοί μου εἷς ἐκ δεξιῶν ⸀σου καὶ εἷς ἐξ εὐωνύμων σου ἐν τῇ βασιλείᾳ σου.
196,407,667,Mark 10:38,Matt 20:22,0.58755,0.704828,0.651163,0.487805,0.410256,10,0.5,0.703566,1,0,False,False,"ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· Οὐκ οἴδατε τί αἰτεῖσθε· δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ πίνω, ⸀ἢ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι βαπτισθῆναι;",ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· Οὐκ οἴδατε τί αἰτεῖσθε· δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ μέλλω ⸀πίνειν; λέγουσιν αὐτῷ· Δυνάμεθα.
197,409,668,Mark 10:40,Matt 20:23,0.658337,0.738238,0.697674,0.634146,0.564103,9,0.5625,0.756718,1,0,False,False,"τὸ δὲ καθίσαι ἐκ δεξιῶν μου ⸀ἢ ἐξ εὐωνύμων οὐκ ἔστιν ἐμὸν δοῦναι, ἀλλʼ οἷς ἡτοίμασται.","⸀λέγει αὐτοῖς· Τὸ μὲν ποτήριόν μου ⸀πίεσθε, τὸ δὲ καθίσαι ἐκ δεξιῶν μου καὶ ἐξ ⸀εὐωνύμων οὐκ ἔστιν ⸀ἐμὸν δοῦναι, ἀλλʼ οἷς ἡτοίμασται ὑπὸ τοῦ πατρός μου."
198,410,669,Mark 10:41,Matt 20:24,0.567176,0.648267,0.526316,0.352941,0.266667,4,0.444444,0.646272,0,0,False,False,Καὶ ἀκούσαντες οἱ δέκα ἤρξαντο ἀγανακτεῖν περὶ Ἰακώβου καὶ Ἰωάννου.,Καὶ ἀκούσαντες οἱ δέκα ἠγανάκτησαν περὶ τῶν δύο ἀδελφῶν.
199,411,670,Mark 10:42,Matt 20:25,0.716206,0.819396,0.780488,0.512821,0.324324,7,0.368421,0.815996,1,0,False,False,⸂καὶ προσκαλεσάμενος αὐτοὺς ὁ Ἰησοῦς⸃ λέγει αὐτοῖς· Οἴδατε ὅτι οἱ δοκοῦντες ἄρχειν τῶν ἐθνῶν κατακυριεύουσιν αὐτῶν καὶ οἱ μεγάλοι αὐτῶν κατεξουσιάζουσιν αὐτῶν.,ὁ δὲ Ἰησοῦς προσκαλεσάμενος αὐτοὺς εἶπεν· Οἴδατε ὅτι οἱ ἄρχοντες τῶν ἐθνῶν κατακυριεύουσιν αὐτῶν καὶ οἱ μεγάλοι κατεξουσιάζουσιν αὐτῶν.
200,412,671,Mark 10:43,Matt 20:26,0.832524,0.981598,0.909091,0.645161,0.344828,6,0.375,1.0,3,0,False,False,"οὐχ οὕτως δέ ⸀ἐστιν ἐν ὑμῖν· ἀλλʼ ὃς ⸀ἂν θέλῃ ⸂μέγας γενέσθαι⸃ ἐν ὑμῖν, ἔσται ὑμῶν διάκονος,","οὐχ οὕτως ⸀ἔσται ἐν ὑμῖν· ἀλλʼ ὃς ⸀ἂν θέλῃ ἐν ὑμῖν μέγας γενέσθαι ἔσται ὑμῶν διάκονος,"
201,413,672,Mark 10:44,Matt 20:27,0.888691,0.920266,0.909091,0.8,0.777778,9,0.818182,0.913917,2,0,False,False,"καὶ ὃς ⸀ἂν θέλῃ ⸂ἐν ὑμῖν εἶναι⸃ πρῶτος, ἔσται πάντων δοῦλος·",καὶ ὃς ⸀ἂν θέλῃ ἐν ὑμῖν εἶναι πρῶτος ⸀ἔσται ὑμῶν δοῦλος·
202,414,673,Mark 10:45,Matt 20:28,0.91524,0.922301,0.918919,0.914286,0.909091,17,0.944444,0.94436,0,0,False,False,καὶ γὰρ ὁ υἱὸς τοῦ ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι ἀλλὰ διακονῆσαι καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν.,ὥσπερ ὁ υἱὸς τοῦ ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι ἀλλὰ διακονῆσαι καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν.
203,415,674,Mark 10:46,Matt 20:29,0.380189,0.364507,0.171429,0.060606,0.0,2,0.222222,0.350292,3,0,False,False,Καὶ ἔρχονται εἰς Ἰεριχώ. καὶ ἐκπορευομένου αὐτοῦ ἀπὸ Ἰεριχὼ καὶ τῶν μαθητῶν αὐτοῦ καὶ ὄχλου ἱκανοῦ ⸀ὁ υἱὸς Τιμαίου Βαρτιμαῖος ⸀τυφλὸς ⸂προσαίτης ἐκάθητο παρὰ τὴν ὁδόν⸃.,Καὶ ἐκπορευομένων αὐτῶν ἀπὸ Ἰεριχὼ ἠκολούθησεν αὐτῷ ὄχλος πολύς.
204,416,675,Mark 10:47,Matt 20:30,0.374465,0.56441,0.285714,0.060606,0.0,2,0.125,0.565718,2,0,False,False,"καὶ ἀκούσας ὅτι Ἰησοῦς ὁ ⸀Ναζαρηνός ἐστιν ἤρξατο κράζειν καὶ λέγειν· ⸀Υἱὲ Δαυὶδ Ἰησοῦ, ἐλέησόν με.","καὶ ἰδοὺ δύο τυφλοὶ καθήμενοι παρὰ τὴν ὁδόν, ἀκούσαντες ὅτι Ἰησοῦς παράγει, ἔκραξαν λέγοντες· ⸂Κύριε, ἐλέησον ἡμᾶς⸃, ⸀υἱὸς Δαυίδ."
205,417,676,Mark 10:48,Matt 20:31,0.437928,0.730123,0.3125,0.066667,0.0,2,0.133333,0.730891,0,0,False,False,"καὶ ἐπετίμων αὐτῷ πολλοὶ ἵνα σιωπήσῃ· ὁ δὲ πολλῷ μᾶλλον ἔκραζεν· Υἱὲ Δαυίδ, ἐλέησόν με.","ὁ δὲ ὄχλος ἐπετίμησεν αὐτοῖς ἵνα σιωπήσωσιν· οἱ δὲ μεῖζον ⸀ἔκραξαν λέγοντες· ⸂Κύριε, ἐλέησον ἡμᾶς⸃, ⸀υἱὸς Δαυίδ."
206,418,677,Mark 10:49,Matt 20:32,0.413549,0.517559,0.413793,0.222222,0.16,4,0.333333,0.448048,2,0,False,False,"καὶ στὰς ὁ Ἰησοῦς εἶπεν· ⸂Φωνήσατε αὐτόν⸃. καὶ φωνοῦσι τὸν τυφλὸν λέγοντες αὐτῷ· Θάρσει, ⸀ἔγειρε, φωνεῖ σε.",καὶ στὰς ὁ Ἰησοῦς ἐφώνησεν αὐτοὺς καὶ εἶπεν· Τί θέλετε ποιήσω ὑμῖν;
207,421,679,Mark 10:52,Matt 20:34,0.344372,0.403902,0.294118,0.0625,0.0,2,0.142857,0.392881,3,0,False,False,"⸂καὶ ὁ⸃ Ἰησοῦς εἶπεν αὐτῷ· Ὕπαγε, ἡ πίστις σου σέσωκέν σε. καὶ ⸀εὐθὺς ἀνέβλεψεν, καὶ ἠκολούθει ⸀αὐτῷ ἐν τῇ ὁδῷ.","σπλαγχνισθεὶς δὲ ὁ Ἰησοῦς ἥψατο τῶν ⸀ὀμμάτων αὐτῶν, καὶ εὐθέως ⸀ἀνέβλεψαν καὶ ἠκολούθησαν αὐτῷ."
208,422,680,Mark 11:1,Matt 21:1,0.573209,0.820807,0.631579,0.333333,0.117647,4,0.210526,0.814479,0,0,False,False,"Καὶ ὅτε ἐγγίζουσιν εἰς Ἱεροσόλυμα εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ Ὄρος τῶν Ἐλαιῶν, ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ","Καὶ ὅτε ἤγγισαν εἰς Ἱεροσόλυμα καὶ ἦλθον εἰς Βηθφαγὴ ⸀εἰς τὸ Ὄρος τῶν Ἐλαιῶν, τότε ⸀Ἰησοῦς ἀπέστειλεν δύο μαθητὰς"
209,423,681,Mark 11:2,Matt 21:2,0.480491,0.543708,0.44898,0.255319,0.222222,7,0.333333,0.516717,4,0,False,False,"καὶ λέγει αὐτοῖς· Ὑπάγετε εἰς τὴν κώμην τὴν κατέναντι ὑμῶν, καὶ ⸀εὐθὺς εἰσπορευόμενοι εἰς αὐτὴν εὑρήσετε πῶλον δεδεμένον ἐφʼ ὃν οὐδεὶς ⸀οὔπω ἀνθρώπων ⸀ἐκάθισεν· ⸂λύσατε αὐτὸν καὶ φέρετε⸃.","λέγων αὐτοῖς· ⸀Πορεύεσθε εἰς τὴν κώμην τὴν ⸀κατέναντι ὑμῶν, καὶ ⸀εὐθέως εὑρήσετε ὄνον δεδεμένην καὶ πῶλον μετʼ αὐτῆς· λύσαντες ⸀ἀγάγετέ μοι."
210,424,682,Mark 11:3,Matt 21:3,0.608505,0.826767,0.631579,0.444444,0.294118,6,0.352941,0.812296,3,0,False,False,καὶ ἐάν τις ὑμῖν εἴπῃ· Τί ποιεῖτε τοῦτο; εἴπατε ⸀ὅτι Ὁ κύριος αὐτοῦ χρείαν ἔχει· καὶ ⸀εὐθὺς αὐτὸν ἀποστέλλει ⸀πάλιν ὧδε.,"καὶ ἐάν τις ὑμῖν εἴπῃ τι, ἐρεῖτε ὅτι Ὁ κύριος αὐτῶν χρείαν ἔχει· ⸀εὐθὺς δὲ ⸀ἀποστελεῖ αὐτούς."
211,427,685,Mark 11:6,Matt 21:6,0.392439,0.525817,0.636364,0.1,0.0,2,0.181818,0.418946,1,0,False,False,οἱ δὲ εἶπαν αὐτοῖς καθὼς ⸀εἶπεν ὁ Ἰησοῦς· καὶ ἀφῆκαν αὐτούς.,πορευθέντες δὲ οἱ μαθηταὶ καὶ ποιήσαντες καθὼς ⸀συνέταξεν αὐτοῖς ὁ Ἰησοῦς
212,428,686,Mark 11:7,Matt 21:7,0.363909,0.460198,0.545455,0.129032,0.0,2,0.125,0.37702,3,0,False,False,"καὶ ⸀φέρουσιν τὸν πῶλον πρὸς τὸν Ἰησοῦν, καὶ ⸀ἐπιβάλλουσιν αὐτῷ τὰ ἱμάτια αὐτῶν, καὶ ἐκάθισεν ἐπʼ ⸀αὐτόν.","ἤγαγον τὴν ὄνον καὶ τὸν πῶλον, καὶ ἐπέθηκαν ⸀ἐπʼ αὐτῶν τὰ ⸀ἱμάτια, καὶ ἐπεκάθισεν ἐπάνω αὐτῶν."
213,429,687,Mark 11:8,Matt 21:8,0.417733,0.539109,0.358974,0.108108,0.0,2,0.125,0.562917,2,0,False,False,"⸂καὶ πολλοὶ⸃ τὰ ἱμάτια αὐτῶν ἔστρωσαν εἰς τὴν ὁδόν, ἄλλοι δὲ στιβάδας ⸂κόψαντες ἐκ τῶν ἀγρῶν⸃.","ὁ δὲ πλεῖστος ὄχλος ἔστρωσαν ἑαυτῶν τὰ ἱμάτια ἐν τῇ ὁδῷ, ἄλλοι δὲ ἔκοπτον κλάδους ἀπὸ τῶν δένδρων καὶ ἐστρώννυον ἐν τῇ ὁδῷ."
214,430,688,Mark 11:9,Matt 21:9,0.570771,0.708247,0.666667,0.486486,0.342857,6,0.428571,0.729467,1,0,False,False,καὶ οἱ προάγοντες καὶ οἱ ἀκολουθοῦντες ⸀ἔκραζον· Ὡσαννά· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου·,οἱ δὲ ὄχλοι οἱ προάγοντες ⸀αὐτὸν καὶ οἱ ἀκολουθοῦντες ἔκραζον λέγοντες· Ὡσαννὰ τῷ υἱῷ Δαυίδ· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου· Ὡσαννὰ ἐν τοῖς ὑψίστοις.
215,432,689,Mark 11:11,Matt 21:10,0.253066,0.337872,0.176471,0.0625,0.0,2,0.153846,0.288935,2,0,False,False,Καὶ εἰσῆλθεν εἰς ⸀Ἱεροσόλυμα εἰς τὸ ἱερόν· καὶ περιβλεψάμενος πάντα ⸀ὀψὲ ἤδη οὔσης τῆς ὥρας ἐξῆλθεν εἰς Βηθανίαν μετὰ τῶν δώδεκα.,καὶ εἰσελθόντος αὐτοῦ εἰς Ἱεροσόλυμα ἐσείσθη πᾶσα ἡ πόλις λέγουσα· Τίς ἐστιν οὗτος;
216,436,691,Mark 11:15,Matt 21:12,0.615365,0.890972,0.819672,0.610169,0.491228,9,0.310345,0.874059,2,0,False,False,"Καὶ ἔρχονται εἰς Ἱεροσόλυμα. καὶ ⸀εἰσελθὼν εἰς τὸ ἱερὸν ἤρξατο ἐκβάλλειν τοὺς πωλοῦντας καὶ ⸀τοὺς ἀγοράζοντας ἐν τῷ ἱερῷ, καὶ τὰς τραπέζας τῶν κολλυβιστῶν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστερὰς κατέστρεψεν","Καὶ εἰσῆλθεν ⸀Ἰησοῦς εἰς τὸ ⸀ἱερόν, καὶ ἐξέβαλεν πάντας τοὺς πωλοῦντας καὶ ἀγοράζοντας ἐν τῷ ἱερῷ καὶ τὰς τραπέζας τῶν κολλυβιστῶν κατέστρεψεν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστεράς,"
217,438,692,Mark 11:17,Matt 21:13,0.47503,0.845656,0.717949,0.378378,0.228571,6,0.375,0.880277,3,0,False,False,καὶ ἐδίδασκεν ⸂καὶ ἔλεγεν⸃ ⸀αὐτοῖς· Οὐ γέγραπται ὅτι Ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται πᾶσιν τοῖς ἔθνεσιν; ὑμεῖς δὲ ⸀πεποιήκατε αὐτὸν σπήλαιον λῃστῶν.,"καὶ λέγει αὐτοῖς· Γέγραπται· Ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται, ὑμεῖς δὲ αὐτὸν ⸀ποιεῖτε σπήλαιον λῃστῶν."
218,440,696,Mark 11:19,Matt 21:17,0.278171,0.316259,0.4,0.222222,0.125,3,0.375,0.277432,2,0,False,False,"Καὶ ⸀ὅταν ὀψὲ ἐγένετο, ⸀ἐξεπορεύοντο ἔξω τῆς πόλεως.","καὶ καταλιπὼν αὐτοὺς ἐξῆλθεν ἔξω τῆς πόλεως εἰς Βηθανίαν, καὶ ηὐλίσθη ἐκεῖ."
219,442,699,Mark 11:21,Matt 21:20,0.254237,0.365549,0.25,0.090909,0.0,2,0.181818,0.316105,0,0,False,False,"καὶ ἀναμνησθεὶς ὁ Πέτρος λέγει αὐτῷ· Ῥαββί, ἴδε ἡ συκῆ ἣν κατηράσω ἐξήρανται.",καὶ ἰδόντες οἱ μαθηταὶ ἐθαύμασαν λέγοντες· Πῶς παραχρῆμα ἐξηράνθη ἡ συκῆ;
220,444,700,Mark 11:23,Matt 21:21,0.443102,0.577324,0.492308,0.31746,0.196721,6,0.193548,0.590351,3,0,False,False,"⸀ἀμὴν λέγω ὑμῖν ὅτι ὃς ἂν εἴπῃ τῷ ὄρει τούτῳ· Ἄρθητι καὶ βλήθητι εἰς τὴν θάλασσαν, καὶ μὴ διακριθῇ ἐν τῇ καρδίᾳ αὐτοῦ ἀλλὰ ⸀πιστεύῃ ὅτι ⸂ὃ λαλεῖ γίνεται, ἔσται αὐτῷ⸃.","ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ἀμὴν λέγω ὑμῖν, ἐὰν ἔχητε πίστιν καὶ μὴ διακριθῆτε, οὐ μόνον τὸ τῆς συκῆς ποιήσετε, ἀλλὰ κἂν τῷ ὄρει τούτῳ εἴπητε· Ἄρθητι καὶ βλήθητι εἰς τὴν θάλασσαν, γενήσεται·"
221,445,701,Mark 11:24,Matt 21:22,0.387191,0.544271,0.24,0.086957,0.0,2,0.2,0.728632,2,0,False,False,"διὰ τοῦτο λέγω ὑμῖν, πάντα ὅσα ⸂προσεύχεσθε καὶ αἰτεῖσθε⸃, πιστεύετε ὅτι ⸀ἐλάβετε, καὶ ἔσται ὑμῖν.",καὶ πάντα ὅσα ⸀ἂν αἰτήσητε ἐν τῇ προσευχῇ πιστεύοντες λήμψεσθε.
222,448,702,Mark 11:28,Matt 21:23,0.532182,0.600959,0.553191,0.4,0.325581,6,0.333333,0.607464,3,0,False,False,καὶ ⸀ἔλεγον αὐτῷ· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; ⸀ἢ τίς σοι ⸂ἔδωκεν τὴν ἐξουσίαν ταύτην⸃ ἵνα ταῦτα ποιῇς;,Καὶ ⸂ἐλθόντος αὐτοῦ⸃ εἰς τὸ ἱερὸν προσῆλθον αὐτῷ διδάσκοντι οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ λέγοντες· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; καὶ τίς σοι ἔδωκεν τὴν ἐξουσίαν ταύτην;
223,449,703,Mark 11:29,Matt 21:24,0.573778,0.741294,0.744186,0.292683,0.205128,5,0.25,0.721591,2,0,False,False,"ὁ δὲ ⸀Ἰησοῦς εἶπεν αὐτοῖς· Ἐπερωτήσω ⸀ὑμᾶς ἕνα λόγον, καὶ ἀποκρίθητέ μοι, καὶ ἐρῶ ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·","ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ἐρωτήσω ὑμᾶς κἀγὼ λόγον ἕνα, ὃν ἐὰν εἴπητέ μοι κἀγὼ ὑμῖν ἐρῶ ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·"
224,451,704,Mark 11:31,Matt 21:25,0.524312,0.622407,0.553191,0.4,0.325581,6,0.333333,0.643904,3,0,False,False,"καὶ ⸀διελογίζοντο πρὸς ἑαυτοὺς λέγοντες· ⸂Τί εἴπωμεν;⸃ ἐὰν εἴπωμεν· Ἐξ οὐρανοῦ, ἐρεῖ· Διὰ τί ⸀οὖν οὐκ ἐπιστεύσατε αὐτῷ;","τὸ βάπτισμα ⸀τὸ Ἰωάννου πόθεν ἦν; ἐξ οὐρανοῦ ἢ ἐξ ἀνθρώπων; οἱ δὲ διελογίζοντο ⸀ἐν ἑαυτοῖς λέγοντες· Ἐὰν εἴπωμεν· Ἐξ οὐρανοῦ, ἐρεῖ ἡμῖν· Διὰ τί οὖν οὐκ ἐπιστεύσατε αὐτῷ;"
225,452,705,Mark 11:32,Matt 21:26,0.552882,0.661021,0.516129,0.275862,0.074074,3,0.2,0.7149,2,0,False,False,"ἀλλὰ εἴπωμεν· Ἐξ ἀνθρώπων;— ἐφοβοῦντο τὸν ⸀ὄχλον, ἅπαντες γὰρ εἶχον τὸν Ἰωάννην ⸂ὄντως ὅτι⸃ προφήτης ἦν.","ἐὰν δὲ εἴπωμεν· Ἐξ ἀνθρώπων, φοβούμεθα τὸν ὄχλον, πάντες γὰρ ⸂ὡς προφήτην ἔχουσιν τὸν Ἰωάννην⸃."
226,453,706,Mark 11:33,Matt 21:27,0.713324,0.894627,0.829268,0.615385,0.486486,9,0.45,0.857453,2,0,False,False,καὶ ἀποκριθέντες ⸂τῷ Ἰησοῦ λέγουσιν⸃· Οὐκ οἴδαμεν. καὶ ὁ ⸀Ἰησοῦς λέγει αὐτοῖς· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.,καὶ ἀποκριθέντες τῷ Ἰησοῦ εἶπαν· Οὐκ οἴδαμεν. ἔφη αὐτοῖς καὶ αὐτός· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.
227,454,712,Mark 12:1,Matt 21:33,0.590015,0.778169,0.705882,0.367347,0.297872,9,0.375,0.772321,2,0,False,False,"Καὶ ἤρξατο αὐτοῖς ἐν παραβολαῖς ⸀λαλεῖν· Ἀμπελῶνα ⸂ἄνθρωπος ἐφύτευσεν⸃, καὶ περιέθηκεν φραγμὸν καὶ ὤρυξεν ὑπολήνιον καὶ ᾠκοδόμησεν πύργον, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν.","Ἄλλην παραβολὴν ἀκούσατε. ⸀Ἄνθρωπος ἦν οἰκοδεσπότης ὅστις ἐφύτευσεν ἀμπελῶνα καὶ φραγμὸν αὐτῷ περιέθηκεν καὶ ὤρυξεν ἐν αὐτῷ ληνὸν καὶ ᾠκοδόμησεν πύργον, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν."
